# step res_l2 res_l2_check diff
1070 7.392960e-07 7.392960e-07 0.000000e+00
1071 7.383670e-07 7.383670e-07 0.000000e+00
1072 7.374391e-07 7.374391e-07 0.000000e+00
1073 7.365124e-07 7.365124e-07 0.000000e+00
1074 7.355868e-07 7.355868e-07 0.000000e+00
1075 7.328174e-07 7.328174e-07 0.000000e+00
1076 7.318965e-07 7.318965e-07 0.000000e+00
1077 7.309768e-07 7.309768e-07 0.000000e+00
1078 7.300582e-07 7.300582e-07 0.000000e+00
1079 7.291408e-07 7.291408e-07 0.000000e+00
1080 7.263957e-07 7.263957e-07 0.000000e+00
1081 7.254829e-07 7.254829e-07 0.000000e+00
1082 7.245713e-07 7.245713e-07 0.000000e+00
1083 7.236608e-07 7.236608e-07 0.000000e+00
1084 7.227515e-07 7.227515e-07 0.000000e+00
1085 7.200305e-07 7.200305e-07 0.000000e+00
1086 7.191257e-07 7.191257e-07 0.000000e+00
1087 7.182221e-07 7.182221e-07 0.000000e+00
1088 7.173196e-07 7.173196e-07 0.000000e+00
1089 7.164183e-07 7.164183e-07 0.000000e+00
1090 7.137212e-07 7.137212e-07 0.000000e+00
1091 7.128244e-07 7.128244e-07 0.000000e+00
1092 7.119287e-07 7.119287e-07 0.000000e+00
1093 7.110342e-07 7.110342e-07 0.000000e+00
1094 7.101408e-07 7.101408e-07 0.000000e+00
1095 7.074674e-07 7.074674e-07 0.000000e+00
1096 7.065785e-07 7.065785e-07 0.000000e+00
1097 7.056907e-07 7.056907e-07 0.000000e+00
1098 7.048040e-07 7.048040e-07 0.000000e+00
1099 7.039184e-07 7.039184e-07 0.000000e+00
1100 7.012686e-07 7.012686e-07 0.000000e+00
1101 7.003874e-07 7.003874e-07 0.000000e+00
1102 6.995074e-07 6.995074e-07 0.000000e+00
1103 6.986285e-07 6.986285e-07 0.000000e+00
1104 6.977507e-07 6.977507e-07 0.000000e+00
1105 6.951242e-07 6.951242e-07 0.000000e+00
1106 6.942508e-07 6.942508e-07 0.000000e+00
1107 6.933785e-07 6.933785e-07 0.000000e+00
1108 6.925073e-07 6.925073e-07 0.000000e+00
1109 6.916372e-07 6.916372e-07 0.000000e+00
1110 6.890337e-07 6.890337e-07 0.000000e+00
1111 6.881680e-07 6.881680e-07 0.000000e+00
1112 6.873034e-07 6.873034e-07 0.000000e+00
1113 6.864399e-07 6.864399e-07 0.000000e+00
1114 6.855774e-07 6.855774e-07 0.000000e+00
1115 6.829968e-07 6.829968e-07 0.000000e+00
1116 6.821387e-07 6.821387e-07 0.000000e+00
1117 6.812817e-07 6.812817e-07 0.000000e+00
1118 6.804257e-07 6.804257e-07 0.000000e+00
1119 6.795709e-07 6.795709e-07 0.000000e+00
1120 6.770129e-07 6.770129e-07 0.000000e+00
1121 6.761623e-07 6.761623e-07 0.000000e+00
1122 6.753128e-07 6.753128e-07 0.000000e+00
1123 6.744644e-07 6.744644e-07 0.000000e+00
1124 6.736170e-07 6.736170e-07 0.000000e+00
1125 6.710816e-07 6.710816e-07 0.000000e+00
1126 6.702384e-07 6.702384e-07 0.000000e+00
1127 6.693964e-07 6.693964e-07 0.000000e+00
1128 6.685554e-07 6.685554e-07 0.000000e+00
1129 6.677155e-07 6.677155e-07 0.000000e+00
1130 6.652023e-07 6.652023e-07 0.000000e+00
1131 6.643666e-07 6.643666e-07 0.000000e+00
1132 6.635319e-07 6.635319e-07 0.000000e+00
1133 6.626984e-07 6.626984e-07 0.000000e+00
1134 6.618658e-07 6.618658e-07 0.000000e+00
1135 6.593747e-07 6.593747e-07 0.000000e+00
1136 6.585463e-07 6.585463e-07 0.000000e+00
1137 6.577190e-07 6.577190e-07 0.000000e+00
1138 6.568927e-07 6.568927e-07 0.000000e+00
1139 6.560675e-07 6.560675e-07 0.000000e+00
1140 6.535982e-07 6.535982e-07 0.000000e+00
1141 6.527771e-07 6.527771e-07 0.000000e+00
1142 6.519570e-07 6.519570e-07 0.000000e+00
1143 6.511380e-07 6.511380e-07 0.000000e+00
1144 6.503200e-07 6.503200e-07 0.000000e+00
1145 6.478724e-07 6.478724e-07 0.000000e+00
1146 6.470585e-07 6.470585e-07 0.000000e+00
1147 6.462457e-07 6.462457e-07 0.000000e+00
1148 6.454339e-07 6.454339e-07 0.000000e+00
1149 6.446230e-07 6.446230e-07 0.000000e+00
1150 6.421969e-07 6.421969e-07 0.000000e+00
1151 6.413902e-07 6.413902e-07 0.000000e+00
1152 6.405845e-07 6.405845e-07 0.000000e+00
1153 6.397798e-07 6.397798e-07 0.000000e+00
1154 6.389761e-07 6.389761e-07 0.000000e+00
1155 6.365712e-07 6.365712e-07 0.000000e+00
1156 6.357716e-07 6.357716e-07 0.000000e+00
1157 6.349729e-07 6.349729e-07 0.000000e+00
1158 6.341753e-07 6.341753e-07 0.000000e+00
1159 6.333787e-07 6.333787e-07 0.000000e+00
1160 6.309949e-07 6.309949e-07 0.000000e+00
1161 6.302023e-07 6.302023e-07 0.000000e+00
1162 6.294107e-07 6.294107e-07 0.000000e+00
1163 6.286200e-07 6.286200e-07 0.000000e+00
1164 6.278304e-07 6.278304e-07 0.000000e+00
1165 6.254676e-07 6.254676e-07 0.000000e+00
1166 6.246819e-07 6.246819e-07 0.000000e+00
1167 6.238972e-07 6.238972e-07 0.000000e+00
1168 6.231135e-07 6.231135e-07 0.000000e+00
1169 6.223308e-07 6.223308e-07 0.000000e+00
1170 6.199887e-07 6.199887e-07 0.000000e+00
1171 6.192099e-07 6.192099e-07 0.000000e+00
1172 6.184321e-07 6.184321e-07 0.000000e+00
1173 6.176553e-07 6.176553e-07 0.000000e+00
1174 6.168794e-07 6.168794e-07 0.000000e+00
1175 6.145579e-07 6.145579e-07 0.000000e+00
1176 6.137860e-07 6.137860e-07 0.000000e+00
1177 6.130150e-07 6.130150e-07 0.000000e+00
1178 6.122450e-07 6.122450e-07 0.000000e+00
1179 6.114759e-07 6.114759e-07 0.000000e+00
1180 6.091748e-07 6.091748e-07 0.000000e+00
1181 6.084096e-07 6.084096e-07 0.000000e+00
1182 6.076454e-07 6.076454e-07 0.000000e+00
1183 6.068821e-07 6.068821e-07 0.000000e+00
1184 6.061198e-07 6.061198e-07 0.000000e+00
1185 6.038389e-07 6.038389e-07 0.000000e+00
1186 6.030804e-07 6.030804e-07 0.000000e+00
1187 6.023229e-07 6.023229e-07 0.000000e+00
1188 6.015663e-07 6.015663e-07 0.000000e+00
1189 6.008107e-07 6.008107e-07 0.000000e+00
1190 5.985498e-07 5.985498e-07 0.000000e+00
1191 5.977980e-07 5.977980e-07 0.000000e+00
1192 5.970471e-07 5.970471e-07 0.000000e+00
1193 5.962972e-07 5.962972e-07 0.000000e+00
1194 5.955482e-07 5.955482e-07 0.000000e+00
1195 5.933071e-07 5.933071e-07 0.000000e+00
1196 5.925619e-07 5.925619e-07 0.000000e+00
1197 5.918176e-07 5.918176e-07 0.000000e+00
1198 5.910743e-07 5.910743e-07 0.000000e+00
1199 5.903318e-07 5.903318e-07 0.000000e+00
1200 5.881104e-07 5.881104e-07 0.000000e+00
1201 5.873717e-07 5.873717e-07 0.000000e+00
1202 5.866340e-07 5.866340e-07 0.000000e+00
1203 5.858971e-07 5.858971e-07 0.000000e+00
1204 5.851612e-07 5.851612e-07 0.000000e+00
1205 5.829593e-07 5.829593e-07 0.000000e+00
1206 5.822271e-07 5.822271e-07 0.000000e+00
1207 5.814958e-07 5.814958e-07 0.000000e+00
1208 5.807654e-07 5.807654e-07 0.000000e+00
1209 5.800360e-07 5.800360e-07 0.000000e+00
1210 5.778533e-07 5.778533e-07 0.000000e+00
1211 5.771275e-07 5.771275e-07 0.000000e+00
1212 5.764027e-07 5.764027e-07 0.000000e+00
1213 5.756787e-07 5.756787e-07 0.000000e+00
1214 5.749557e-07 5.749557e-07 0.000000e+00
1215 5.727922e-07 5.727922e-07 0.000000e+00
1216 5.720728e-07 5.720728e-07 0.000000e+00
1217 5.713542e-07 5.713542e-07 0.000000e+00
1218 5.706366e-07 5.706366e-07 0.000000e+00
1219 5.699199e-07 5.699199e-07 0.000000e+00
1220 5.677754e-07 5.677754e-07 0.000000e+00
1221 5.670623e-07 5.670623e-07 0.000000e+00
1222 5.663501e-07 5.663501e-07 0.000000e+00
1223 5.656388e-07 5.656388e-07 0.000000e+00
1224 5.649284e-07 5.649284e-07 0.000000e+00
1225 5.628026e-07 5.628026e-07 0.000000e+00
1226 5.620958e-07 5.620958e-07 0.000000e+00
1227 5.613898e-07 5.613898e-07 0.000000e+00
1228 5.606847e-07 5.606847e-07 0.000000e+00
1229 5.599805e-07 5.599805e-07 0.000000e+00
1230 5.578734e-07 5.578734e-07 0.000000e+00
1231 5.571728e-07 5.571728e-07 0.000000e+00
1232 5.564730e-07 5.564730e-07 0.000000e+00
1233 5.557741e-07 5.557741e-07 0.000000e+00
1234 5.550761e-07 5.550761e-07 0.000000e+00
1235 5.529875e-07 5.529875e-07 0.000000e+00
1236 5.522930e-07 5.522930e-07 0.000000e+00
1237 5.515994e-07 5.515994e-07 0.000000e+00
1238 5.509066e-07 5.509066e-07 0.000000e+00
1239 5.502147e-07 5.502147e-07 0.000000e+00
1240 5.481444e-07 5.481444e-07 0.000000e+00
1241 5.474560e-07 5.474560e-07 0.000000e+00
1242 5.467684e-07 5.467684e-07 0.000000e+00
1243 5.460817e-07 5.460817e-07 0.000000e+00
1244 5.453959e-07 5.453959e-07 0.000000e+00
1245 5.433438e-07 5.433438e-07 0.000000e+00
1246 5.426614e-07 5.426614e-07 0.000000e+00
1247 5.419798e-07 5.419798e-07 0.000000e+00
1248 5.412992e-07 5.412992e-07 0.000000e+00
1249 5.406194e-07 5.406194e-07 0.000000e+00
1250 5.385852e-07 5.385852e-07 0.000000e+00
1251 5.379088e-07 5.379088e-07 0.000000e+00
1252 5.372332e-07 5.372332e-07 0.000000e+00
1253 5.365585e-07 5.365585e-07 0.000000e+00
1254 5.358847e-07 5.358847e-07 0.000000e+00
1255 5.338684e-07 5.338684e-07 0.000000e+00
1256 5.331979e-07 5.331979e-07 0.000000e+00
1257 5.325283e-07 5.325283e-07 0.000000e+00
1258 5.318595e-07 5.318595e-07 0.000000e+00
1259 5.311915e-07 5.311915e-07 0.000000e+00
1260 5.291929e-07 5.291929e-07 0.000000e+00
1261 5.285283e-07 5.285283e-07 0.000000e+00
1262 5.278645e-07 5.278645e-07 0.000000e+00
1263 5.272016e-07 5.272016e-07 0.000000e+00
1264 5.265395e-07 5.265395e-07 0.000000e+00
1265 5.245584e-07 5.245584e-07 0.000000e+00
1266 5.238996e-07 5.238996e-07 0.000000e+00
1267 5.232417e-07 5.232417e-07 0.000000e+00
1268 5.225846e-07 5.225846e-07 0.000000e+00
1269 5.219283e-07 5.219283e-07 0.000000e+00
1270 5.199645e-07 5.199645e-07 0.000000e+00
1271 5.193115e-07 5.193115e-07 0.000000e+00
1272 5.186594e-07 5.186594e-07 0.000000e+00
1273 5.180080e-07 5.180080e-07 0.000000e+00
1274 5.173575e-07 5.173575e-07 0.000000e+00
1275 5.154109e-07 5.154109e-07 0.000000e+00
1276 5.147637e-07 5.147637e-07 0.000000e+00
1277 5.141172e-07 5.141172e-07 0.000000e+00
1278 5.134716e-07 5.134716e-07 0.000000e+00
1279 5.128267e-07 5.128267e-07 0.000000e+00
1280 5.108973e-07 5.108973e-07 0.000000e+00
1281 5.102557e-07 5.102557e-07 0.000000e+00
1282 5.096149e-07 5.096149e-07 0.000000e+00
1283 5.089749e-07 5.089749e-07 0.000000e+00
1284 5.083357e-07 5.083357e-07 0.000000e+00
1285 5.064231e-07 5.064231e-07 0.000000e+00
1286 5.057872e-07 5.057872e-07 0.000000e+00
1287 5.051520e-07 5.051520e-07 0.000000e+00
1288 5.045176e-07 5.045176e-07 0.000000e+00
1289 5.038840e-07 5.038840e-07 0.000000e+00
1290 5.019882e-07 5.019882e-07 0.000000e+00
1291 5.013578e-07 5.013578e-07 0.000000e+00
1292 5.007282e-07 5.007282e-07 0.000000e+00
1293 5.000994e-07 5.000994e-07 0.000000e+00
1294 4.994714e-07 4.994714e-07 0.000000e+00
1295 4.975922e-07 4.975922e-07 0.000000e+00
1296 4.969673e-07 4.969673e-07 0.000000e+00
1297 4.963432e-07 4.963432e-07 0.000000e+00
1298 4.957199e-07 4.957199e-07 0.000000e+00
1299 4.950974e-07 4.950974e-07 0.000000e+00
1300 4.932347e-07 4.932347e-07 0.000000e+00
1301 4.926153e-07 4.926153e-07 0.000000e+00
1302 4.919967e-07 4.919967e-07 0.000000e+00
1303 4.913788e-07 4.913788e-07 0.000000e+00
1304 4.907618e-07 4.907618e-07 0.000000e+00
1305 4.889154e-07 4.889154e-07 0.000000e+00
1306 4.883014e-07 4.883014e-07 0.000000e+00
1307 4.876882e-07 4.876882e-07 0.000000e+00
1308 4.870758e-07 4.870758e-07 0.000000e+00
1309 4.864641e-07 4.864641e-07 0.000000e+00
1310 4.846339e-07 4.846339e-07 0.000000e+00
1311 4.840253e-07 4.840253e-07 0.000000e+00
1312 4.834175e-07 4.834175e-07 0.000000e+00
1313 4.828105e-07 4.828105e-07 0.000000e+00
1314 4.822042e-07 4.822042e-07 0.000000e+00
1315 4.803900e-07 4.803900e-07 0.000000e+00
1316 4.797867e-07 4.797867e-07 0.000000e+00
1317 4.791842e-07 4.791842e-07 0.000000e+00
1318 4.785825e-07 4.785825e-07 0.000000e+00
1319 4.779815e-07 4.779815e-07 0.000000e+00
1320 4.761832e-07 4.761832e-07 0.000000e+00
1321 4.755853e-07 4.755853e-07 0.000000e+00
1322 4.749880e-07 4.749880e-07 0.000000e+00
1323 4.743916e-07 4.743916e-07 0.000000e+00
1324 4.737959e-07 4.737959e-07 0.000000e+00
1325 4.720133e-07 4.720133e-07 0.000000e+00
1326 4.714206e-07 4.714206e-07 0.000000e+00
1327 4.708286e-07 4.708286e-07 0.000000e+00
1328 4.702374e-07 4.702374e-07 0.000000e+00
1329 4.696469e-07 4.696469e-07 0.000000e+00
1330 4.678800e-07 4.678800e-07 0.000000e+00
1331 4.672925e-07 4.672925e-07 0.000000e+00
1332 4.667057e-07 4.667057e-07 0.000000e+00
1333 4.661196e-07 4.661196e-07 0.000000e+00
1334 4.655343e-07 4.655343e-07 0.000000e+00
1335 4.637829e-07 4.637829e-07 0.000000e+00
1336 4.632005e-07 4.632005e-07 0.000000e+00
1337 4.626188e-07 4.626188e-07 0.000000e+00
1338 4.620379e-07 4.620379e-07 0.000000e+00
1339 4.614577e-07 4.614577e-07 0.000000e+00
1340 4.597217e-07 4.597217e-07 0.000000e+00
1341 4.591444e-07 4.591444e-07 0.000000e+00
1342 4.585678e-07 4.585678e-07 0.000000e+00
1343 4.579920e-07 4.579920e-07 0.000000e+00
1344 4.574169e-07 4.574169e-07 0.000000e+00
1345 4.556960e-07 4.556960e-07 0.000000e+00
1346 4.551238e-07 4.551238e-07 0.000000e+00
1347 4.545523e-07 4.545523e-07 0.000000e+00
1348 4.539815e-07 4.539815e-07 0.000000e+00
1349 4.534114e-07 4.534114e-07 0.000000e+00
1350 4.517056e-07 4.517056e-07 0.000000e+00
1351 4.511384e-07 4.511384e-07 0.000000e+00
1352 4.505719e-07 4.505719e-07 0.000000e+00
1353 4.500062e-07 4.500062e-07 0.000000e+00
1354 4.494411e-07 4.494411e-07 0.000000e+00
1355 4.477502e-07 4.477502e-07 0.000000e+00
1356 4.471880e-07 4.471880e-07 0.000000e+00
1357 4.466265e-07 4.466265e-07 0.000000e+00
1358 4.460656e-07 4.460656e-07 0.000000e+00
1359 4.455055e-07 4.455055e-07 0.000000e+00
1360 4.438295e-07 4.438295e-07 0.000000e+00
1361 4.432722e-07 4.432722e-07 0.000000e+00
1362 4.427156e-07 4.427156e-07 0.000000e+00
1363 4.421597e-07 4.421597e-07 0.000000e+00
1364 4.416044e-07 4.416044e-07 0.000000e+00
1365 4.399431e-07 4.399431e-07 0.000000e+00
1366 4.393907e-07 4.393907e-07 0.000000e+00
1367 4.388389e-07 4.388389e-07 0.000000e+00
1368 4.382879e-07 4.382879e-07 0.000000e+00
1369 4.377375e-07 4.377375e-07 0.000000e+00
1370 4.360908e-07 4.360908e-07 0.000000e+00
1371 4.355432e-07 4.355432e-07 0.000000e+00
1372 4.349963e-07 4.349963e-07 0.000000e+00
1373 4.344500e-07 4.344500e-07 0.000000e+00
1374 4.339045e-07 4.339045e-07 0.000000e+00
1375 4.322722e-07 4.322722e-07 0.000000e+00
1376 4.317294e-07 4.317294e-07 0.000000e+00
1377 4.311873e-07 4.311873e-07 0.000000e+00
1378 4.306458e-07 4.306458e-07 0.000000e+00
1379 4.301051e-07 4.301051e-07 0.000000e+00
1380 4.284870e-07 4.284870e-07 0.000000e+00
1381 4.279490e-07 4.279490e-07 0.000000e+00
1382 4.274116e-07 4.274116e-07 0.000000e+00
1383 4.268749e-07 4.268749e-07 0.000000e+00
1384 4.263389e-07 4.263389e-07 0.000000e+00
1385 4.247350e-07 4.247350e-07 0.000000e+00
1386 4.242017e-07 4.242017e-07 0.000000e+00
1387 4.236691e-07 4.236691e-07 0.000000e+00
1388 4.231371e-07 4.231371e-07 0.000000e+00
1389 4.226058e-07 4.226058e-07 0.000000e+00
1390 4.210159e-07 4.210159e-07 0.000000e+00
1391 4.204873e-07 4.204873e-07 0.000000e+00
1392 4.199593e-07 4.199593e-07 0.000000e+00
1393 4.194320e-07 4.194320e-07 0.000000e+00
1394 4.189053e-07 4.189053e-07 0.000000e+00
1395 4.173294e-07 4.173294e-07 0.000000e+00
1396 4.168054e-07 4.168054e-07 0.000000e+00
1397 4.162820e-07 4.162820e-07 0.000000e+00
1398 4.157593e-07 4.157593e-07 0.000000e+00
1399 4.152373e-07 4.152373e-07 0.000000e+00
1400 4.136752e-07 4.136752e-07 0.000000e+00
1401 4.131557e-07 4.131557e-07 0.000000e+00
1402 4.126370e-07 4.126370e-07 0.000000e+00
1403 4.121188e-07 4.121188e-07 0.000000e+00
1404 4.116014e-07 4.116014e-07 0.000000e+00
1405 4.100530e-07 4.100530e-07 0.000000e+00
1406 4.095381e-07 4.095381e-07 0.000000e+00
1407 4.090238e-07 4.090238e-07 0.000000e+00
1408 4.085103e-07 4.085103e-07 0.000000e+00
1409 4.079973e-07 4.079973e-07 0.000000e+00
1410 4.064625e-07 4.064625e-07 0.000000e+00
1411 4.059521e-07 4.059521e-07 0.000000e+00
1412 4.054424e-07 4.054424e-07 0.000000e+00
1413 4.049333e-07 4.049333e-07 0.000000e+00
1414 4.044248e-07 4.044248e-07 0.000000e+00
1415 4.029034e-07 4.029034e-07 0.000000e+00
1416 4.023975e-07 4.023975e-07 0.000000e+00
1417 4.018923e-07 4.018923e-07 0.000000e+00
1418 4.013876e-07 4.013876e-07 0.000000e+00
1419 4.008836e-07 4.008836e-07 0.000000e+00
1420 3.993756e-07 3.993756e-07 0.000000e+00
1421 3.988741e-07 3.988741e-07 0.000000e+00
1422 3.983733e-07 3.983733e-07 0.000000e+00
1423 3.978731e-07 3.978731e-07 0.000000e+00
1424 3.973735e-07 3.973735e-07 0.000000e+00
1425 3.958786e-07 3.958786e-07 0.000000e+00
1426 3.953815e-07 3.953815e-07 0.000000e+00
1427 3.948851e-07 3.948851e-07 0.000000e+00
1428 3.943893e-07 3.943893e-07 0.000000e+00
1429 3.938941e-07 3.938941e-07 0.000000e+00
1430 3.924123e-07 3.924123e-07 0.000000e+00
1431 3.919196e-07 3.919196e-07 0.000000e+00
1432 3.914275e-07 3.914275e-07 0.000000e+00
1433 3.909360e-07 3.909360e-07 0.000000e+00
1434 3.904451e-07 3.904451e-07 0.000000e+00
1435 3.889763e-07 3.889763e-07 0.000000e+00
1436 3.884879e-07 3.884879e-07 0.000000e+00
1437 3.880001e-07 3.880001e-07 0.000000e+00
1438 3.875129e-07 3.875129e-07 0.000000e+00
1439 3.870264e-07 3.870264e-07 0.000000e+00
1440 3.855705e-07 3.855705e-07 0.000000e+00
1441 3.850863e-07 3.850863e-07 0.000000e+00
1442 3.846028e-07 3.846028e-07 0.000000e+00
1443 3.841199e-07 3.841199e-07 0.000000e+00
1444 3.836376e-07 3.836376e-07 0.000000e+00
1445 3.821944e-07 3.821944e-07 0.000000e+00
1446 3.817145e-07 3.817145e-07 0.000000e+00
1447 3.812352e-07 3.812352e-07 0.000000e+00
1448 3.807566e-07 3.807566e-07 0.000000e+00
1449 3.802785e-07 3.802785e-07 0.000000e+00
1450 3.788480e-07 3.788480e-07 0.000000e+00
1451 3.783723e-07 3.783723e-07 0.000000e+00
1452 3.778972e-07 3.778972e-07 0.000000e+00
1453 3.774227e-07 3.774227e-07 0.000000e+00
1454 3.769488e-07 3.769488e-07 0.000000e+00
1455 3.755308e-07 3.755308e-07 0.000000e+00
1456 3.750593e-07 3.750593e-07 0.000000e+00
1457 3.745884e-07 3.745884e-07 0.000000e+00
1458 3.741180e-07 3.741180e-07 0.000000e+00
1459 3.736483e-07 3.736483e-07 0.000000e+00
1460 3.722427e-07 3.722427e-07 0.000000e+00
1461 3.717753e-07 3.717753e-07 0.000000e+00
1462 3.713085e-07 3.713085e-07 0.000000e+00
1463 3.708423e-07 3.708423e-07 0.000000e+00
1464 3.703767e-07 3.703767e-07 0.000000e+00
1465 3.689834e-07 3.689834e-07 0.000000e+00
1466 3.685201e-07 3.685201e-07 0.000000e+00
1467 3.680574e-07 3.680574e-07 0.000000e+00
1468 3.675953e-07 3.675953e-07 0.000000e+00
1469 3.671337e-07 3.671337e-07 0.000000e+00
1470 3.657527e-07 3.657527e-07 0.000000e+00
1471 3.652934e-07 3.652934e-07 0.000000e+00
1472 3.648348e-07 3.648348e-07 0.000000e+00
1473 3.643767e-07 3.643767e-07 0.000000e+00
1474 3.639192e-07 3.639192e-07 0.000000e+00
1475 3.625502e-07 3.625502e-07 0.000000e+00
1476 3.620950e-07 3.620950e-07 0.000000e+00
1477 3.616403e-07 3.616403e-07 0.000000e+00
1478 3.611863e-07 3.611863e-07 0.000000e+00
1479 3.607328e-07 3.607328e-07 0.000000e+00
1480 3.593758e-07 3.593758e-07 0.000000e+00
1481 3.589246e-07 3.589246e-07 0.000000e+00
1482 3.584739e-07 3.584739e-07 0.000000e+00
1483 3.580238e-07 3.580238e-07 0.000000e+00
1484 3.575743e-07 3.575743e-07 0.000000e+00
1485 3.562292e-07 3.562292e-07 0.000000e+00
1486 3.557819e-07 3.557819e-07 0.000000e+00
1487 3.553352e-07 3.553352e-07 0.000000e+00
1488 3.548890e-07 3.548890e-07 0.000000e+00
1489 3.544435e-07 3.544435e-07 0.000000e+00
1490 3.531101e-07 3.531101e-07 0.000000e+00
1491 3.526668e-07 3.526668e-07 0.000000e+00
1492 3.522240e-07 3.522240e-07 0.000000e+00
1493 3.517817e-07 3.517817e-07 0.000000e+00
1494 3.513401e-07 3.513401e-07 0.000000e+00
1495 3.500184e-07 3.500184e-07 0.000000e+00
1496 3.495789e-07 3.495789e-07 0.000000e+00
1497 3.491400e-07 3.491400e-07 0.000000e+00
1498 3.487016e-07 3.487016e-07 0.000000e+00
1499 3.482638e-07 3.482638e-07 0.000000e+00
1500 3.469538e-07 3.469538e-07 0.000000e+00
1501 3.465181e-07 3.465181e-07 0.000000e+00
1502 3.460831e-07 3.460831e-07 0.000000e+00
1503 3.456485e-07 3.456485e-07 0.000000e+00
1504 3.452145e-07 3.452145e-07 0.000000e+00
1505 3.439160e-07 3.439160e-07 0.000000e+00
1506 3.434841e-07 3.434841e-07 0.000000e+00
1507 3.430529e-07 3.430529e-07 0.000000e+00
1508 3.426222e-07 3.426222e-07 0.000000e+00
1509 3.421920e-07 3.421920e-07 0.000000e+00
1510 3.409048e-07 3.409048e-07 0.000000e+00
1511 3.404767e-07 3.404767e-07 0.000000e+00
1512 3.400492e-07 3.400492e-07 0.000000e+00
1513 3.396223e-07 3.396223e-07 0.000000e+00
1514 3.391959e-07 3.391959e-07 0.000000e+00
1515 3.379199e-07 3.379199e-07 0.000000e+00
1516 3.374956e-07 3.374956e-07 0.000000e+00
1517 3.370719e-07 3.370719e-07 0.000000e+00
1518 3.366487e-07 3.366487e-07 0.000000e+00
1519 3.362260e-07 3.362260e-07 0.000000e+00
1520 3.349612e-07 3.349612e-07 0.000000e+00
1521 3.345407e-07 3.345407e-07 0.000000e+00
1522 3.341206e-07 3.341206e-07 0.000000e+00
1523 3.337011e-07 3.337011e-07 0.000000e+00
1524 3.332821e-07 3.332821e-07 0.000000e+00
1525 3.320284e-07 3.320284e-07 0.000000e+00
1526 3.316116e-07 3.316116e-07 0.000000e+00
1527 3.311952e-07 3.311952e-07 0.000000e+00
1528 3.307794e-07 3.307794e-07 0.000000e+00
1529 3.303641e-07 3.303641e-07 0.000000e+00
1530 3.291213e-07 3.291213e-07 0.000000e+00
1531 3.287081e-07 3.287081e-07 0.000000e+00
1532 3.282954e-07 3.282954e-07 0.000000e+00
1533 3.278832e-07 3.278832e-07 0.000000e+00
1534 3.274715e-07 3.274715e-07 0.000000e+00
1535 3.262397e-07 3.262397e-07 0.000000e+00
1536 3.258301e-07 3.258301e-07 0.000000e+00
1537 3.254210e-07 3.254210e-07 0.000000e+00
1538 3.250124e-07 3.250124e-07 0.000000e+00
1539 3.246044e-07 3.246044e-07 0.000000e+00
1540 3.233833e-07 3.233833e-07 0.000000e+00
1541 3.229773e-07 3.229773e-07 0.000000e+00
1542 3.225718e-07 3.225718e-07 0.000000e+00
1543 3.221668e-07 3.221668e-07 0.000000e+00
1544 3.217623e-07 3.217623e-07 0.000000e+00
1545 3.205519e-07 3.205519e-07 0.000000e+00
1546 3.201495e-07 3.201495e-07 0.000000e+00
1547 3.197475e-07 3.197475e-07 0.000000e+00
1548 3.193460e-07 3.193460e-07 0.000000e+00
1549 3.189451e-07 3.189451e-07 0.000000e+00
1550 3.177453e-07 3.177453e-07 0.000000e+00
1551 3.173464e-07 3.173464e-07 0.000000e+00
1552 3.169479e-07 3.169479e-07 0.000000e+00
1553 3.165500e-07 3.165500e-07 0.000000e+00
1554 3.161526e-07 3.161526e-07 0.000000e+00
1555 3.149633e-07 3.149633e-07 0.000000e+00
1556 3.145679e-07 3.145679e-07 0.000000e+00
1557 3.141729e-07 3.141729e-07 0.000000e+00
1558 3.137785e-07 3.137785e-07 0.000000e+00
1559 3.133845e-07 3.133845e-07 0.000000e+00
1560 3.122057e-07 3.122057e-07 0.000000e+00
1561 3.118137e-07 3.118137e-07 0.000000e+00
1562 3.114222e-07 3.114222e-07 0.000000e+00
1563 3.110312e-07 3.110312e-07 0.000000e+00
1564 3.106407e-07 3.106407e-07 0.000000e+00
1565 3.094722e-07 3.094722e-07 0.000000e+00
1566 3.090836e-07 3.090836e-07 0.000000e+00
1567 3.086955e-07 3.086955e-07 0.000000e+00
1568 3.083080e-07 3.083080e-07 0.000000e+00
1569 3.079209e-07 3.079209e-07 0.000000e+00
1570 3.067626e-07 3.067626e-07 0.000000e+00
1571 3.063774e-07 3.063774e-07 0.000000e+00
1572 3.059928e-07 3.059928e-07 0.000000e+00
1573 3.056086e-07 3.056086e-07 0.000000e+00
1574 3.052249e-07 3.052249e-07 0.000000e+00
1575 3.040768e-07 3.040768e-07 0.000000e+00
1576 3.036950e-07 3.036950e-07 0.000000e+00
1577 3.033137e-07 3.033137e-07 0.000000e+00
1578 3.029329e-07 3.029329e-07 0.000000e+00
1579 3.025525e-07 3.025525e-07 0.000000e+00
1580 3.014144e-07 3.014144e-07 0.000000e+00
1581 3.010360e-07 3.010360e-07 0.000000e+00
1582 3.006580e-07 3.006580e-07 0.000000e+00
1583 3.002806e-07 3.002806e-07 0.000000e+00
1584 2.999036e-07 2.999036e-07 0.000000e+00
1585 2.987754e-07 2.987754e-07 0.000000e+00
1586 2.984003e-07 2.984003e-07 0.000000e+00
