# step res_l2 res_l2_check diff
535 1.915817e-06 1.915817e-06 0.000000e+00
536 1.913284e-06 1.913284e-06 0.000000e+00
537 1.910755e-06 1.910755e-06 0.000000e+00
538 1.908230e-06 1.908230e-06 0.000000e+00
539 1.905709e-06 1.905709e-06 0.000000e+00
540 1.898171e-06 1.898171e-06 0.000000e+00
541 1.895667e-06 1.895667e-06 0.000000e+00
542 1.893166e-06 1.893166e-06 0.000000e+00
543 1.890670e-06 1.890670e-06 0.000000e+00
544 1.888177e-06 1.888177e-06 0.000000e+00
545 1.880724e-06 1.880724e-06 0.000000e+00
546 1.878248e-06 1.878248e-06 0.000000e+00
547 1.875775e-06 1.875775e-06 0.000000e+00
548 1.873307e-06 1.873307e-06 0.000000e+00
549 1.870842e-06 1.870842e-06 0.000000e+00
550 1.863472e-06 1.863472e-06 0.000000e+00
551 1.861023e-06 1.861023e-06 0.000000e+00
552 1.858578e-06 1.858578e-06 0.000000e+00
553 1.856137e-06 1.856137e-06 0.000000e+00
554 1.853699e-06 1.853699e-06 0.000000e+00
555 1.846411e-06 1.846411e-06 0.000000e+00
556 1.843989e-06 1.843989e-06 0.000000e+00
557 1.841570e-06 1.841570e-06 0.000000e+00
558 1.839156e-06 1.839156e-06 0.000000e+00
559 1.836745e-06 1.836745e-06 0.000000e+00
560 1.829536e-06 1.829536e-06 0.000000e+00
561 1.827141e-06 1.827141e-06 0.000000e+00
562 1.824749e-06 1.824749e-06 0.000000e+00
563 1.822361e-06 1.822361e-06 0.000000e+00
564 1.819976e-06 1.819976e-06 0.000000e+00
565 1.812846e-06 1.812846e-06 0.000000e+00
566 1.810476e-06 1.810476e-06 0.000000e+00
567 1.808110e-06 1.808110e-06 0.000000e+00
568 1.805747e-06 1.805747e-06 0.000000e+00
569 1.803389e-06 1.803389e-06 0.000000e+00
570 1.796335e-06 1.796335e-06 0.000000e+00
571 1.793991e-06 1.793991e-06 0.000000e+00
572 1.791650e-06 1.791650e-06 0.000000e+00
573 1.789313e-06 1.789313e-06 0.000000e+00
574 1.786979e-06 1.786979e-06 0.000000e+00
575 1.780001e-06 1.780001e-06 0.000000e+00
576 1.777682e-06 1.777682e-06 0.000000e+00
577 1.775366e-06 1.775366e-06 0.000000e+00
578 1.773054e-06 1.773054e-06 0.000000e+00
579 1.770745e-06 1.770745e-06 0.000000e+00
580 1.763840e-06 1.763840e-06 0.000000e+00
581 1.761546e-06 1.761546e-06 0.000000e+00
582 1.759254e-06 1.759254e-06 0.000000e+00
583 1.756967e-06 1.756967e-06 0.000000e+00
584 1.754682e-06 1.754682e-06 0.000000e+00
585 1.747850e-06 1.747850e-06 0.000000e+00
586 1.745580e-06 1.745580e-06 0.000000e+00
587 1.743312e-06 1.743312e-06 0.000000e+00
588 1.741049e-06 1.741049e-06 0.000000e+00
589 1.738788e-06 1.738788e-06 0.000000e+00
590 1.732028e-06 1.732028e-06 0.000000e+00
591 1.729781e-06 1.729781e-06 0.000000e+00
592 1.727537e-06 1.727537e-06 0.000000e+00
593 1.725297e-06 1.725297e-06 0.000000e+00
594 1.723060e-06 1.723060e-06 0.000000e+00
595 1.716370e-06 1.716370e-06 0.000000e+00
596 1.714146e-06 1.714146e-06 0.000000e+00
597 1.711926e-06 1.711926e-06 0.000000e+00
598 1.709708e-06 1.709708e-06 0.000000e+00
599 1.707495e-06 1.707495e-06 0.000000e+00
600 1.700873e-06 1.700873e-06 0.000000e+00
601 1.698672e-06 1.698672e-06 0.000000e+00
602 1.696475e-06 1.696475e-06 0.000000e+00
603 1.694281e-06 1.694281e-06 0.000000e+00
604 1.692089e-06 1.692089e-06 0.000000e+00
605 1.685536e-06 1.685536e-06 0.000000e+00
606 1.683358e-06 1.683358e-06 0.000000e+00
607 1.681183e-06 1.681183e-06 0.000000e+00
608 1.679011e-06 1.679011e-06 0.000000e+00
609 1.676842e-06 1.676842e-06 0.000000e+00
610 1.670355e-06 1.670355e-06 0.000000e+00
611 1.668199e-06 1.668199e-06 0.000000e+00
612 1.666046e-06 1.666046e-06 0.000000e+00
613 1.663896e-06 1.663896e-06 0.000000e+00
614 1.661749e-06 1.661749e-06 0.000000e+00
615 1.655328e-06 1.655328e-06 0.000000e+00
616 1.653194e-06 1.653194e-06 0.000000e+00
617 1.651063e-06 1.651063e-06 0.000000e+00
618 1.648935e-06 1.648935e-06 0.000000e+00
619 1.646809e-06 1.646809e-06 0.000000e+00
620 1.640453e-06 1.640453e-06 0.000000e+00
621 1.638340e-06 1.638340e-06 0.000000e+00
622 1.636230e-06 1.636230e-06 0.000000e+00
623 1.634123e-06 1.634123e-06 0.000000e+00
624 1.632020e-06 1.632020e-06 0.000000e+00
625 1.625727e-06 1.625727e-06 0.000000e+00
626 1.623635e-06 1.623635e-06 0.000000e+00
627 1.621546e-06 1.621546e-06 0.000000e+00
628 1.619461e-06 1.619461e-06 0.000000e+00
629 1.617378e-06 1.617378e-06 0.000000e+00
630 1.611148e-06 1.611148e-06 0.000000e+00
631 1.609077e-06 1.609077e-06 0.000000e+00
632 1.607009e-06 1.607009e-06 0.000000e+00
633 1.604944e-06 1.604944e-06 0.000000e+00
634 1.602881e-06 1.602881e-06 0.000000e+00
635 1.596713e-06 1.596713e-06 0.000000e+00
636 1.594663e-06 1.594663e-06 0.000000e+00
637 1.592615e-06 1.592615e-06 0.000000e+00
638 1.590570e-06 1.590570e-06 0.000000e+00
639 1.588529e-06 1.588529e-06 0.000000e+00
640 1.582421e-06 1.582421e-06 0.000000e+00
641 1.580391e-06 1.580391e-06 0.000000e+00
642 1.578363e-06 1.578363e-06 0.000000e+00
643 1.576339e-06 1.576339e-06 0.000000e+00
644 1.574317e-06 1.574317e-06 0.000000e+00
645 1.568270e-06 1.568270e-06 0.000000e+00
646 1.566259e-06 1.566259e-06 0.000000e+00
647 1.564252e-06 1.564252e-06 0.000000e+00
648 1.562247e-06 1.562247e-06 0.000000e+00
649 1.560245e-06 1.560245e-06 0.000000e+00
650 1.554257e-06 1.554257e-06 0.000000e+00
651 1.552266e-06 1.552266e-06 0.000000e+00
652 1.550278e-06 1.550278e-06 0.000000e+00
653 1.548293e-06 1.548293e-06 0.000000e+00
654 1.546310e-06 1.546310e-06 0.000000e+00
655 1.540380e-06 1.540380e-06 0.000000e+00
656 1.538409e-06 1.538409e-06 0.000000e+00
657 1.536440e-06 1.536440e-06 0.000000e+00
658 1.534474e-06 1.534474e-06 0.000000e+00
659 1.532511e-06 1.532511e-06 0.000000e+00
660 1.526638e-06 1.526638e-06 0.000000e+00
661 1.524686e-06 1.524686e-06 0.000000e+00
662 1.522736e-06 1.522736e-06 0.000000e+00
663 1.520789e-06 1.520789e-06 0.000000e+00
664 1.518845e-06 1.518845e-06 0.000000e+00
665 1.513029e-06 1.513029e-06 0.000000e+00
666 1.511096e-06 1.511096e-06 0.000000e+00
667 1.509165e-06 1.509165e-06 0.000000e+00
668 1.507237e-06 1.507237e-06 0.000000e+00
669 1.505311e-06 1.505311e-06 0.000000e+00
670 1.499551e-06 1.499551e-06 0.000000e+00
671 1.497636e-06 1.497636e-06 0.000000e+00
672 1.495724e-06 1.495724e-06 0.000000e+00
673 1.493814e-06 1.493814e-06 0.000000e+00
674 1.491907e-06 1.491907e-06 0.000000e+00
675 1.486202e-06 1.486202e-06 0.000000e+00
676 1.484306e-06 1.484306e-06 0.000000e+00
677 1.482411e-06 1.482411e-06 0.000000e+00
678 1.480520e-06 1.480520e-06 0.000000e+00
679 1.478631e-06 1.478631e-06 0.000000e+00
680 1.472981e-06 1.472981e-06 0.000000e+00
681 1.471102e-06 1.471102e-06 0.000000e+00
682 1.469226e-06 1.469226e-06 0.000000e+00
683 1.467353e-06 1.467353e-06 0.000000e+00
684 1.465482e-06 1.465482e-06 0.000000e+00
685 1.459885e-06 1.459885e-06 0.000000e+00
686 1.458025e-06 1.458025e-06 0.000000e+00
687 1.456167e-06 1.456167e-06 0.000000e+00
688 1.454311e-06 1.454311e-06 0.000000e+00
689 1.452458e-06 1.452458e-06 0.000000e+00
690 1.446914e-06 1.446914e-06 0.000000e+00
691 1.445071e-06 1.445071e-06 0.000000e+00
692 1.443231e-06 1.443231e-06 0.000000e+00
693 1.441393e-06 1.441393e-06 0.000000e+00
694 1.439557e-06 1.439557e-06 0.000000e+00
695 1.434066e-06 1.434066e-06 0.000000e+00
696 1.432240e-06 1.432240e-06 0.000000e+00
697 1.430417e-06 1.430417e-06 0.000000e+00
698 1.428596e-06 1.428596e-06 0.000000e+00
699 1.426778e-06 1.426778e-06 0.000000e+00
700 1.421338e-06 1.421338e-06 0.000000e+00
701 1.419530e-06 1.419530e-06 0.000000e+00
702 1.417724e-06 1.417724e-06 0.000000e+00
703 1.415920e-06 1.415920e-06 0.000000e+00
704 1.414119e-06 1.414119e-06 0.000000e+00
705 1.408731e-06 1.408731e-06 0.000000e+00
706 1.406939e-06 1.406939e-06 0.000000e+00
707 1.405150e-06 1.405150e-06 0.000000e+00
708 1.403364e-06 1.403364e-06 0.000000e+00
709 1.401579e-06 1.401579e-06 0.000000e+00
710 1.396241e-06 1.396241e-06 0.000000e+00
711 1.394467e-06 1.394467e-06 0.000000e+00
712 1.392694e-06 1.392694e-06 0.000000e+00
713 1.390924e-06 1.390924e-06 0.000000e+00
714 1.389157e-06 1.389157e-06 0.000000e+00
715 1.383869e-06 1.383869e-06 0.000000e+00
716 1.382111e-06 1.382111e-06 0.000000e+00
717 1.380355e-06 1.380355e-06 0.000000e+00
718 1.378601e-06 1.378601e-06 0.000000e+00
719 1.376850e-06 1.376850e-06 0.000000e+00
720 1.371611e-06 1.371611e-06 0.000000e+00
721 1.369870e-06 1.369870e-06 0.000000e+00
722 1.368130e-06 1.368130e-06 0.000000e+00
723 1.366393e-06 1.366393e-06 0.000000e+00
724 1.364658e-06 1.364658e-06 0.000000e+00
725 1.359468e-06 1.359468e-06 0.000000e+00
726 1.357743e-06 1.357743e-06 0.000000e+00
727 1.356019e-06 1.356019e-06 0.000000e+00
728 1.354298e-06 1.354298e-06 0.000000e+00
729 1.352580e-06 1.352580e-06 0.000000e+00
730 1.347438e-06 1.347438e-06 0.000000e+00
731 1.345728e-06 1.345728e-06 0.000000e+00
732 1.344021e-06 1.344021e-06 0.000000e+00
733 1.342316e-06 1.342316e-06 0.000000e+00
734 1.340613e-06 1.340613e-06 0.000000e+00
735 1.335519e-06 1.335519e-06 0.000000e+00
736 1.333825e-06 1.333825e-06 0.000000e+00
737 1.332133e-06 1.332133e-06 0.000000e+00
738 1.330444e-06 1.330444e-06 0.000000e+00
739 1.328757e-06 1.328757e-06 0.000000e+00
740 1.323710e-06 1.323710e-06 0.000000e+00
741 1.322031e-06 1.322031e-06 0.000000e+00
742 1.320356e-06 1.320356e-06 0.000000e+00
743 1.318682e-06 1.318682e-06 0.000000e+00
744 1.317010e-06 1.317010e-06 0.000000e+00
745 1.312009e-06 1.312009e-06 0.000000e+00
746 1.310347e-06 1.310347e-06 0.000000e+00
747 1.308686e-06 1.308686e-06 0.000000e+00
748 1.307028e-06 1.307028e-06 0.000000e+00
749 1.305372e-06 1.305372e-06 0.000000e+00
750 1.300417e-06 1.300417e-06 0.000000e+00
751 1.298770e-06 1.298770e-06 0.000000e+00
752 1.297124e-06 1.297124e-06 0.000000e+00
753 1.295481e-06 1.295481e-06 0.000000e+00
754 1.293840e-06 1.293840e-06 0.000000e+00
755 1.288931e-06 1.288931e-06 0.000000e+00
756 1.287299e-06 1.287299e-06 0.000000e+00
757 1.285669e-06 1.285669e-06 0.000000e+00
758 1.284040e-06 1.284040e-06 0.000000e+00
759 1.282415e-06 1.282415e-06 0.000000e+00
760 1.277550e-06 1.277550e-06 0.000000e+00
761 1.275933e-06 1.275933e-06 0.000000e+00
762 1.274318e-06 1.274318e-06 0.000000e+00
763 1.272705e-06 1.272705e-06 0.000000e+00
764 1.271094e-06 1.271094e-06 0.000000e+00
765 1.266274e-06 1.266274e-06 0.000000e+00
766 1.264671e-06 1.264671e-06 0.000000e+00
767 1.263071e-06 1.263071e-06 0.000000e+00
768 1.261472e-06 1.261472e-06 0.000000e+00
769 1.259876e-06 1.259876e-06 0.000000e+00
770 1.255100e-06 1.255100e-06 0.000000e+00
771 1.253512e-06 1.253512e-06 0.000000e+00
772 1.251926e-06 1.251926e-06 0.000000e+00
773 1.250342e-06 1.250342e-06 0.000000e+00
774 1.248761e-06 1.248761e-06 0.000000e+00
775 1.244028e-06 1.244028e-06 0.000000e+00
776 1.242455e-06 1.242455e-06 0.000000e+00
777 1.240883e-06 1.240883e-06 0.000000e+00
778 1.239314e-06 1.239314e-06 0.000000e+00
779 1.237747e-06 1.237747e-06 0.000000e+00
780 1.233057e-06 1.233057e-06 0.000000e+00
781 1.231498e-06 1.231498e-06 0.000000e+00
782 1.229941e-06 1.229941e-06 0.000000e+00
783 1.228386e-06 1.228386e-06 0.000000e+00
784 1.226833e-06 1.226833e-06 0.000000e+00
785 1.222186e-06 1.222186e-06 0.000000e+00
786 1.220641e-06 1.220641e-06 0.000000e+00
787 1.219098e-06 1.219098e-06 0.000000e+00
788 1.217557e-06 1.217557e-06 0.000000e+00
789 1.216018e-06 1.216018e-06 0.000000e+00
790 1.211413e-06 1.211413e-06 0.000000e+00
791 1.209882e-06 1.209882e-06 0.000000e+00
792 1.208353e-06 1.208353e-06 0.000000e+00
793 1.206826e-06 1.206826e-06 0.000000e+00
794 1.205301e-06 1.205301e-06 0.000000e+00
795 1.200738e-06 1.200738e-06 0.000000e+00
796 1.199221e-06 1.199221e-06 0.000000e+00
797 1.197706e-06 1.197706e-06 0.000000e+00
798 1.196193e-06 1.196193e-06 0.000000e+00
799 1.194682e-06 1.194682e-06 0.000000e+00
800 1.190160e-06 1.190160e-06 0.000000e+00
801 1.188657e-06 1.188657e-06 0.000000e+00
802 1.187155e-06 1.187155e-06 0.000000e+00
803 1.185656e-06 1.185656e-06 0.000000e+00
804 1.184158e-06 1.184158e-06 0.000000e+00
805 1.179677e-06 1.179677e-06 0.000000e+00
806 1.178187e-06 1.178187e-06 0.000000e+00
807 1.176700e-06 1.176700e-06 0.000000e+00
808 1.175214e-06 1.175214e-06 0.000000e+00
809 1.173730e-06 1.173730e-06 0.000000e+00
810 1.169289e-06 1.169289e-06 0.000000e+00
811 1.167813e-06 1.167813e-06 0.000000e+00
812 1.166338e-06 1.166338e-06 0.000000e+00
813 1.164866e-06 1.164866e-06 0.000000e+00
814 1.163395e-06 1.163395e-06 0.000000e+00
815 1.158995e-06 1.158995e-06 0.000000e+00
816 1.157532e-06 1.157532e-06 0.000000e+00
817 1.156071e-06 1.156071e-06 0.000000e+00
818 1.154611e-06 1.154611e-06 0.000000e+00
819 1.153154e-06 1.153154e-06 0.000000e+00
820 1.148793e-06 1.148793e-06 0.000000e+00
821 1.147343e-06 1.147343e-06 0.000000e+00
822 1.145895e-06 1.145895e-06 0.000000e+00
823 1.144449e-06 1.144449e-06 0.000000e+00
824 1.143005e-06 1.143005e-06 0.000000e+00
825 1.138683e-06 1.138683e-06 0.000000e+00
826 1.137246e-06 1.137246e-06 0.000000e+00
827 1.135811e-06 1.135811e-06 0.000000e+00
828 1.134378e-06 1.134378e-06 0.000000e+00
829 1.132947e-06 1.132947e-06 0.000000e+00
830 1.128664e-06 1.128664e-06 0.000000e+00
831 1.127240e-06 1.127240e-06 0.000000e+00
832 1.125818e-06 1.125818e-06 0.000000e+00
833 1.124398e-06 1.124398e-06 0.000000e+00
834 1.122979e-06 1.122979e-06 0.000000e+00
835 1.118735e-06 1.118735e-06 0.000000e+00
836 1.117324e-06 1.117324e-06 0.000000e+00
837 1.115915e-06 1.115915e-06 0.000000e+00
838 1.114507e-06 1.114507e-06 0.000000e+00
839 1.113101e-06 1.113101e-06 0.000000e+00
840 1.108895e-06 1.108895e-06 0.000000e+00
841 1.107497e-06 1.107497e-06 0.000000e+00
842 1.106100e-06 1.106100e-06 0.000000e+00
843 1.104705e-06 1.104705e-06 0.000000e+00
844 1.103312e-06 1.103312e-06 0.000000e+00
845 1.099143e-06 1.099143e-06 0.000000e+00
846 1.097757e-06 1.097757e-06 0.000000e+00
847 1.096373e-06 1.096373e-06 0.000000e+00
848 1.094991e-06 1.094991e-06 0.000000e+00
849 1.093610e-06 1.093610e-06 0.000000e+00
850 1.089479e-06 1.089479e-06 0.000000e+00
851 1.088105e-06 1.088105e-06 0.000000e+00
852 1.086733e-06 1.086733e-06 0.000000e+00
853 1.085363e-06 1.085363e-06 0.000000e+00
854 1.083995e-06 1.083995e-06 0.000000e+00
855 1.079901e-06 1.079901e-06 0.000000e+00
856 1.078539e-06 1.078539e-06 0.000000e+00
857 1.077180e-06 1.077180e-06 0.000000e+00
858 1.075822e-06 1.075822e-06 0.000000e+00
859 1.074466e-06 1.074466e-06 0.000000e+00
860 1.070408e-06 1.070408e-06 0.000000e+00
861 1.069059e-06 1.069059e-06 0.000000e+00
862 1.067712e-06 1.067712e-06 0.000000e+00
863 1.066366e-06 1.066366e-06 0.000000e+00
864 1.065022e-06 1.065022e-06 0.000000e+00
865 1.061001e-06 1.061001e-06 0.000000e+00
866 1.059663e-06 1.059663e-06 0.000000e+00
867 1.058328e-06 1.058328e-06 0.000000e+00
868 1.056994e-06 1.056994e-06 0.000000e+00
869 1.055662e-06 1.055662e-06 0.000000e+00
870 1.051677e-06 1.051677e-06 0.000000e+00
871 1.050352e-06 1.050352e-06 0.000000e+00
872 1.049028e-06 1.049028e-06 0.000000e+00
873 1.047706e-06 1.047706e-06 0.000000e+00
874 1.046386e-06 1.046386e-06 0.000000e+00
875 1.042436e-06 1.042436e-06 0.000000e+00
876 1.041123e-06 1.041123e-06 0.000000e+00
877 1.039811e-06 1.039811e-06 0.000000e+00
878 1.038501e-06 1.038501e-06 0.000000e+00
879 1.037193e-06 1.037193e-06 0.000000e+00
880 1.033278e-06 1.033278e-06 0.000000e+00
881 1.031976e-06 1.031976e-06 0.000000e+00
882 1.030676e-06 1.030676e-06 0.000000e+00
883 1.029378e-06 1.029378e-06 0.000000e+00
884 1.028081e-06 1.028081e-06 0.000000e+00
885 1.024201e-06 1.024201e-06 0.000000e+00
886 1.022911e-06 1.022911e-06 0.000000e+00
887 1.021623e-06 1.021623e-06 0.000000e+00
888 1.020336e-06 1.020336e-06 0.000000e+00
889 1.019051e-06 1.019051e-06 0.000000e+00
890 1.015206e-06 1.015206e-06 0.000000e+00
891 1.013927e-06 1.013927e-06 0.000000e+00
892 1.012650e-06 1.012650e-06 0.000000e+00
893 1.011375e-06 1.011375e-06 0.000000e+00
894 1.010101e-06 1.010101e-06 0.000000e+00
895 1.006290e-06 1.006290e-06 0.000000e+00
896 1.005022e-06 1.005022e-06 0.000000e+00
897 1.003757e-06 1.003757e-06 0.000000e+00
898 1.002493e-06 1.002493e-06 0.000000e+00
899 1.001230e-06 1.001230e-06 0.000000e+00
900 9.974531e-07 9.974531e-07 0.000000e+00
901 9.961972e-07 9.961972e-07 0.000000e+00
902 9.949428e-07 9.949428e-07 0.000000e+00
903 9.936900e-07 9.936900e-07 0.000000e+00
904 9.924388e-07 9.924388e-07 0.000000e+00
905 9.886951e-07 9.886951e-07 0.000000e+00
906 9.874502e-07 9.874502e-07 0.000000e+00
907 9.862070e-07 9.862070e-07 0.000000e+00
908 9.849653e-07 9.849653e-07 0.000000e+00
909 9.837253e-07 9.837253e-07 0.000000e+00
910 9.800148e-07 9.800148e-07 0.000000e+00
911 9.787810e-07 9.787810e-07 0.000000e+00
912 9.775488e-07 9.775488e-07 0.000000e+00
913 9.763181e-07 9.763181e-07 0.000000e+00
914 9.750891e-07 9.750891e-07 0.000000e+00
915 9.714115e-07 9.714115e-07 0.000000e+00
916 9.701887e-07 9.701887e-07 0.000000e+00
917 9.689674e-07 9.689674e-07 0.000000e+00
918 9.677477e-07 9.677477e-07 0.000000e+00
919 9.665295e-07 9.665295e-07 0.000000e+00
920 9.628846e-07 9.628846e-07 0.000000e+00
921 9.616726e-07 9.616726e-07 0.000000e+00
922 9.604621e-07 9.604621e-07 0.000000e+00
923 9.592532e-07 9.592532e-07 0.000000e+00
924 9.580458e-07 9.580458e-07 0.000000e+00
925 9.544332e-07 9.544332e-07 0.000000e+00
926 9.532320e-07 9.532320e-07 0.000000e+00
927 9.520322e-07 9.520322e-07 0.000000e+00
928 9.508341e-07 9.508341e-07 0.000000e+00
929 9.496374e-07 9.496374e-07 0.000000e+00
930 9.460568e-07 9.460568e-07 0.000000e+00
931 9.448662e-07 9.448662e-07 0.000000e+00
932 9.436771e-07 9.436771e-07 0.000000e+00
933 9.424895e-07 9.424895e-07 0.000000e+00
934 9.413034e-07 9.413034e-07 0.000000e+00
935 9.377545e-07 9.377545e-07 0.000000e+00
936 9.365745e-07 9.365745e-07 0.000000e+00
937 9.353959e-07 9.353959e-07 0.000000e+00
938 9.342188e-07 9.342188e-07 0.000000e+00
939 9.330433e-07 9.330433e-07 0.000000e+00
940 9.295258e-07 9.295258e-07 0.000000e+00
941 9.283562e-07 9.283562e-07 0.000000e+00
942 9.271880e-07 9.271880e-07 0.000000e+00
943 9.260214e-07 9.260214e-07 0.000000e+00
944 9.248562e-07 9.248562e-07 0.000000e+00
945 9.213699e-07 9.213699e-07 0.000000e+00
946 9.202106e-07 9.202106e-07 0.000000e+00
947 9.190528e-07 9.190528e-07 0.000000e+00
948 9.178965e-07 9.178965e-07 0.000000e+00
949 9.167417e-07 9.167417e-07 0.000000e+00
950 9.132861e-07 9.132861e-07 0.000000e+00
951 9.121371e-07 9.121371e-07 0.000000e+00
952 9.109896e-07 9.109896e-07 0.000000e+00
953 9.098435e-07 9.098435e-07 0.000000e+00
954 9.086988e-07 9.086988e-07 0.000000e+00
955 9.052739e-07 9.052739e-07 0.000000e+00
956 9.041350e-07 9.041350e-07 0.000000e+00
957 9.029976e-07 9.029976e-07 0.000000e+00
958 9.018617e-07 9.018617e-07 0.000000e+00
959 9.007272e-07 9.007272e-07 0.000000e+00
960 8.973325e-07 8.973325e-07 0.000000e+00
961 8.962037e-07 8.962037e-07 0.000000e+00
962 8.950763e-07 8.950763e-07 0.000000e+00
963 8.939504e-07 8.939504e-07 0.000000e+00
964 8.928259e-07 8.928259e-07 0.000000e+00
965 8.894612e-07 8.894612e-07 0.000000e+00
966 8.883424e-07 8.883424e-07 0.000000e+00
967 8.872250e-07 8.872250e-07 0.000000e+00
968 8.861091e-07 8.861091e-07 0.000000e+00
969 8.849945e-07 8.849945e-07 0.000000e+00
970 8.816595e-07 8.816595e-07 0.000000e+00
971 8.805506e-07 8.805506e-07 0.000000e+00
972 8.794431e-07 8.794431e-07 0.000000e+00
973 8.783370e-07 8.783370e-07 0.000000e+00
974 8.772323e-07 8.772323e-07 0.000000e+00
975 8.739268e-07 8.739268e-07 0.000000e+00
976 8.728276e-07 8.728276e-07 0.000000e+00
977 8.717299e-07 8.717299e-07 0.000000e+00
978 8.706335e-07 8.706335e-07 0.000000e+00
979 8.695386e-07 8.695386e-07 0.000000e+00
980 8.662622e-07 8.662622e-07 0.000000e+00
981 8.651728e-07 8.651728e-07 0.000000e+00
982 8.640847e-07 8.640847e-07 0.000000e+00
983 8.629981e-07 8.629981e-07 0.000000e+00
984 8.619128e-07 8.619128e-07 0.000000e+00
985 8.586654e-07 8.586654e-07 0.000000e+00
986 8.575855e-07 8.575855e-07 0.000000e+00
987 8.565071e-07 8.565071e-07 0.000000e+00
988 8.554300e-07 8.554300e-07 0.000000e+00
989 8.543543e-07 8.543543e-07 0.000000e+00
990 8.511355e-07 8.511355e-07 0.000000e+00
991 8.500652e-07 8.500652e-07 0.000000e+00
992 8.489963e-07 8.489963e-07 0.000000e+00
993 8.479287e-07 8.479287e-07 0.000000e+00
994 8.468625e-07 8.468625e-07 0.000000e+00
995 8.436721e-07 8.436721e-07 0.000000e+00
996 8.426113e-07 8.426113e-07 0.000000e+00
997 8.415518e-07 8.415518e-07 0.000000e+00
998 8.404936e-07 8.404936e-07 0.000000e+00
999 8.394368e-07 8.394368e-07 0.000000e+00
1000 8.362745e-07 8.362745e-07 0.000000e+00
1001 8.352230e-07 8.352230e-07 0.000000e+00
1002 8.341729e-07 8.341729e-07 0.000000e+00
1003 8.331240e-07 8.331240e-07 0.000000e+00
1004 8.320765e-07 8.320765e-07 0.000000e+00
1005 8.289422e-07 8.289422e-07 0.000000e+00
1006 8.279000e-07 8.279000e-07 0.000000e+00
1007 8.268590e-07 8.268590e-07 0.000000e+00
1008 8.258195e-07 8.258195e-07 0.000000e+00
1009 8.247812e-07 8.247812e-07 0.000000e+00
1010 8.216745e-07 8.216745e-07 0.000000e+00
1011 8.206414e-07 8.206414e-07 0.000000e+00
1012 8.196097e-07 8.196097e-07 0.000000e+00
1013 8.185792e-07 8.185792e-07 0.000000e+00
1014 8.175501e-07 8.175501e-07 0.000000e+00
1015 8.144708e-07 8.144708e-07 0.000000e+00
1016 8.134468e-07 8.134468e-07 0.000000e+00
1017 8.124242e-07 8.124242e-07 0.000000e+00
1018 8.114028e-07 8.114028e-07 0.000000e+00
1019 8.103828e-07 8.103828e-07 0.000000e+00
1020 8.073306e-07 8.073306e-07 0.000000e+00
1021 8.063156e-07 8.063156e-07 0.000000e+00
1022 8.053020e-07 8.053020e-07 0.000000e+00
1023 8.042897e-07 8.042897e-07 0.000000e+00
1024 8.032786e-07 8.032786e-07 0.000000e+00
1025 8.002532e-07 8.002532e-07 0.000000e+00
1026 7.992473e-07 7.992473e-07 0.000000e+00
1027 7.982426e-07 7.982426e-07 0.000000e+00
1028 7.972391e-07 7.972391e-07 0.000000e+00
1029 7.962370e-07 7.962370e-07 0.000000e+00
1030 7.932383e-07 7.932383e-07 0.000000e+00
1031 7.922411e-07 7.922411e-07 0.000000e+00
1032 7.912453e-07 7.912453e-07 0.000000e+00
1033 7.902507e-07 7.902507e-07 0.000000e+00
1034 7.892573e-07 7.892573e-07 0.000000e+00
1035 7.862850e-07 7.862850e-07 0.000000e+00
1036 7.852967e-07 7.852967e-07 0.000000e+00
1037 7.843096e-07 7.843096e-07 0.000000e+00
1038 7.833238e-07 7.833238e-07 0.000000e+00
1039 7.823392e-07 7.823392e-07 0.000000e+00
1040 7.793930e-07 7.793930e-07 0.000000e+00
1041 7.784134e-07 7.784134e-07 0.000000e+00
1042 7.774350e-07 7.774350e-07 0.000000e+00
1043 7.764578e-07 7.764578e-07 0.000000e+00
1044 7.754819e-07 7.754819e-07 0.000000e+00
1045 7.725617e-07 7.725617e-07 0.000000e+00
1046 7.715907e-07 7.715907e-07 0.000000e+00
1047 7.706209e-07 7.706209e-07 0.000000e+00
1048 7.696523e-07 7.696523e-07 0.000000e+00
1049 7.686850e-07 7.686850e-07 0.000000e+00
1050 7.657905e-07 7.657905e-07 0.000000e+00
1051 7.648280e-07 7.648280e-07 0.000000e+00
1052 7.638667e-07 7.638667e-07 0.000000e+00
1053 7.629067e-07 7.629067e-07 0.000000e+00
1054 7.619479e-07 7.619479e-07 0.000000e+00
1055 7.590788e-07 7.590788e-07 0.000000e+00
1056 7.581248e-07 7.581248e-07 0.000000e+00
1057 7.571720e-07 7.571720e-07 0.000000e+00
1058 7.562204e-07 7.562204e-07 0.000000e+00
1059 7.552700e-07 7.552700e-07 0.000000e+00
1060 7.524262e-07 7.524262e-07 0.000000e+00
1061 7.514806e-07 7.514806e-07 0.000000e+00
1062 7.505362e-07 7.505362e-07 0.000000e+00
1063 7.495929e-07 7.495929e-07 0.000000e+00
1064 7.486509e-07 7.486509e-07 0.000000e+00
1065 7.458321e-07 7.458321e-07 0.000000e+00
1066 7.448948e-07 7.448948e-07 0.000000e+00
1067 7.439587e-07 7.439587e-07 0.000000e+00
1068 7.430238e-07 7.430238e-07 0.000000e+00
1069 7.420900e-07 7.420900e-07 0.000000e+00
