# level nx ny res_l2_norm
2 32 32 2.177080e-13
3 16 16 1.065983e-14
4 8 8 5.554034e-16
1 64 64 1.299209e-08
2 32 32 2.158259e-13
3 16 16 1.056767e-14
4 8 8 5.506006e-16
1 64 64 1.288299e-08
2 32 32 2.139613e-13
3 16 16 1.047637e-14
4 8 8 5.458431e-16
1 64 64 1.277481e-08
2 32 32 2.121140e-13
3 16 16 1.038592e-14
4 8 8 5.411296e-16
1 64 64 1.266754e-08
2 32 32 2.102837e-13
3 16 16 1.029630e-14
4 8 8 5.364598e-16
1 64 64 1.256117e-08
2 32 32 2.084703e-13
3 16 16 1.020751e-14
4 8 8 5.318320e-16
1 64 64 1.245569e-08
2 32 32 2.066736e-13
3 16 16 1.011953e-14
4 8 8 5.272500e-16
1 64 64 1.235110e-08
2 32 32 2.048933e-13
3 16 16 1.003236e-14
4 8 8 5.227075e-16
1 64 64 1.224739e-08
2 32 32 2.031294e-13
3 16 16 9.945995e-15
4 8 8 5.182079e-16
1 64 64 1.214455e-08
2 32 32 2.013817e-13
3 16 16 9.860418e-15
4 8 8 5.137490e-16
1 64 64 1.204257e-08
2 32 32 1.996499e-13
3 16 16 9.775618e-15
4 8 8 5.093277e-16
1 64 64 1.194145e-08
2 32 32 1.979338e-13
3 16 16 9.691598e-15
4 8 8 5.049526e-16
1 64 64 1.184118e-08
2 32 32 1.962335e-13
3 16 16 9.608339e-15
4 8 8 5.006138e-16
1 64 64 1.174175e-08
2 32 32 1.945485e-13
3 16 16 9.525836e-15
4 8 8 4.963146e-16
1 64 64 1.164316e-08
2 32 32 1.928789e-13
3 16 16 9.444082e-15
4 8 8 4.920551e-16
1 64 64 1.154539e-08
2 32 32 1.912243e-13
3 16 16 9.363070e-15
4 8 8 4.878327e-16
1 64 64 1.144845e-08
2 32 32 1.895848e-13
3 16 16 9.282789e-15
4 8 8 4.836508e-16
1 64 64 1.135232e-08
2 32 32 1.879600e-13
3 16 16 9.203234e-15
4 8 8 4.795063e-16
1 64 64 1.125700e-08
2 32 32 1.863499e-13
3 16 16 9.124397e-15
4 8 8 4.753968e-16
1 64 64 1.116248e-08
2 32 32 1.847543e-13
3 16 16 9.046267e-15
4 8 8 4.713263e-16
1 64 64 1.106875e-08
2 32 32 1.831730e-13
3 16 16 8.968841e-15
4 8 8 4.672922e-16
1 64 64 1.097581e-08
2 32 32 1.816059e-13
3 16 16 8.892110e-15
4 8 8 4.632935e-16
1 64 64 1.088365e-08
2 32 32 1.800529e-13
3 16 16 8.816066e-15
4 8 8 4.593318e-16
1 64 64 1.079226e-08
2 32 32 1.785137e-13
3 16 16 8.740704e-15
4 8 8 4.554063e-16
1 64 64 1.070164e-08
2 32 32 1.769883e-13
3 16 16 8.666016e-15
4 8 8 4.515161e-16
1 64 64 1.061179e-08
2 32 32 1.754766e-13
3 16 16 8.591993e-15
4 8 8 4.476564e-16
1 64 64 1.052268e-08
2 32 32 1.739783e-13
3 16 16 8.518630e-15
4 8 8 4.438342e-16
1 64 64 1.043433e-08
2 32 32 1.724933e-13
3 16 16 8.445920e-15
4 8 8 4.400447e-16
1 64 64 1.034671e-08
2 32 32 1.710216e-13
3 16 16 8.373857e-15
4 8 8 4.362906e-16
1 64 64 1.025984e-08
2 32 32 1.695629e-13
3 16 16 8.302435e-15
4 8 8 4.325697e-16
1 64 64 1.017369e-08
2 32 32 1.681172e-13
3 16 16 8.231647e-15
4 8 8 4.288824e-16
1 64 64 1.008827e-08
2 32 32 1.666843e-13
3 16 16 8.161484e-15
4 8 8 4.252249e-16
1 64 64 1.000356e-08
2 32 32 1.652640e-13
3 16 16 8.091944e-15
4 8 8 4.216025e-16
