# level nx ny res_l2_norm
4 8 8 7.055132e-09
1 64 64 2.348965e-07
2 32 32 7.702703e-08
3 16 16 2.450034e-08
4 8 8 6.070365e-09
1 64 64 2.042136e-07
2 32 32 6.627559e-08
3 16 16 2.108058e-08
4 8 8 5.223054e-09
1 64 64 1.780765e-07
2 32 32 5.702484e-08
3 16 16 1.813815e-08
4 8 8 4.494013e-09
1 64 64 1.558750e-07
2 32 32 4.906530e-08
3 16 16 1.560642e-08
4 8 8 3.866732e-09
1 64 64 1.370827e-07
2 32 32 4.221676e-08
3 16 16 1.342807e-08
4 8 8 3.327009e-09
1 64 64 1.212431e-07
2 32 32 3.632413e-08
3 16 16 1.155377e-08
4 8 8 2.862621e-09
1 64 64 1.079586e-07
2 32 32 3.125400e-08
3 16 16 9.941094e-09
4 8 8 2.463053e-09
1 64 64 9.687985e-08
2 32 32 2.689156e-08
3 16 16 8.553513e-09
4 8 8 2.119257e-09
1 64 64 8.769760e-08
2 32 32 2.313802e-08
3 16 16 7.359610e-09
4 8 8 1.823449e-09
1 64 64 8.013569e-08
2 32 32 1.990841e-08
3 16 16 6.332352e-09
4 8 8 1.568930e-09
1 64 64 7.394665e-08
2 32 32 1.712959e-08
3 16 16 5.448480e-09
4 8 8 1.349938e-09
1 64 64 6.890878e-08
2 32 32 1.473863e-08
3 16 16 4.687979e-09
4 8 8 1.161512e-09
1 64 64 6.482483e-08
2 32 32 1.268141e-08
3 16 16 4.033629e-09
4 8 8 9.993871e-10
1 64 64 6.152143e-08
2 32 32 1.091133e-08
3 16 16 3.470613e-09
4 8 8 8.598918e-10
1 64 64 5.884872e-08
2 32 32 9.388322e-09
3 16 16 2.986183e-09
4 8 8 7.398674e-10
1 64 64 5.667960e-08
2 32 32 8.077896e-09
3 16 16 2.569370e-09
4 8 8 6.365961e-10
1 64 64 5.490834e-08
2 32 32 6.950380e-09
3 16 16 2.210736e-09
4 8 8 5.477395e-10
1 64 64 5.344858e-08
2 32 32 5.980242e-09
3 16 16 1.902161e-09
4 8 8 4.712856e-10
1 64 64 5.223095e-08
2 32 32 5.145517e-09
3 16 16 1.636656e-09
4 8 8 4.055032e-10
1 64 64 5.120053e-08
2 32 32 4.427304e-09
3 16 16 1.408211e-09
4 8 8 3.489028e-10
1 64 64 5.031432e-08
2 32 32 3.809338e-09
3 16 16 1.211652e-09
4 8 8 3.002027e-10
1 64 64 4.953900e-08
2 32 32 3.277629e-09
3 16 16 1.042529e-09
4 8 8 2.583002e-10
1 64 64 4.884896e-08
2 32 32 2.820136e-09
3 16 16 8.970125e-10
4 8 8 2.222465e-10
1 64 64 4.822460e-08
2 32 32 2.426500e-09
3 16 16 7.718070e-10
4 8 8 1.912252e-10
1 64 64 4.765100e-08
2 32 32 2.087808e-09
3 16 16 6.640778e-10
4 8 8 1.645338e-10
1 64 64 4.711684e-08
2 32 32 1.796391e-09
3 16 16 5.713855e-10
4 8 8 1.415681e-10
1 64 64 4.661355e-08
2 32 32 1.545650e-09
3 16 16 4.916312e-10
4 8 8 1.218079e-10
1 64 64 4.613465e-08
2 32 32 1.329907e-09
3 16 16 4.230091e-10
4 8 8 1.048059e-10
1 64 64 4.567522e-08
2 32 32 1.144278e-09
3 16 16 3.639653e-10
4 8 8 9.017703e-11
1 64 64 4.523157e-08
2 32 32 9.845595e-10
3 16 16 3.131629e-10
4 8 8 7.759007e-11
1 64 64 4.480089e-08
2 32 32 8.471343e-10
3 16 16 2.694514e-10
4 8 8 6.676000e-11
1 64 64 4.438105e-08
2 32 32 7.288911e-10
3 16 16 2.318413e-10
4 8 8 5.744161e-11
1 64 64 4.397042e-08
2 32 32 6.271523e-10
3 16 16 1.994808e-10
4 8 8 4.942388e-11
1 64 64 4.356777e-08
2 32 32 5.396142e-10
3 16 16 1.716371e-10
4 8 8 4.252527e-11
1 64 64 4.317216e-08
2 32 32 4.642948e-10
3 16 16 1.476800e-10
4 8 8 3.658957e-11
1 64 64 4.278286e-08
2 32 32 3.994886e-10
3 16 16 1.270667e-10
4 8 8 3.148238e-11
1 64 64 4.239928e-08
2 32 32 3.437280e-10
3 16 16 1.093307e-10
4 8 8 2.708805e-11
1 64 64 4.202099e-08
2 32 32 2.957506e-10
3 16 16 9.407027e-11
4 8 8 2.330709e-11
1 64 64 4.164763e-08
2 32 32 2.544699e-10
3 16 16 8.093990e-11
4 8 8 2.005388e-11
1 64 64 4.127892e-08
2 32 32 2.189513e-10
3 16 16 6.964228e-11
4 8 8 1.725475e-11
1 64 64 4.091463e-08
2 32 32 1.883904e-10
3 16 16 5.992158e-11
4 8 8 1.484633e-11
1 64 64 4.055457e-08
2 32 32 1.620953e-10
3 16 16 5.155771e-11
4 8 8 1.277407e-11
1 64 64 4.019858e-08
2 32 32 1.394705e-10
3 16 16 4.436127e-11
4 8 8 1.099106e-11
1 64 64 3.984652e-08
2 32 32 1.200038e-10
3 16 16 3.816931e-11
4 8 8 9.456929e-12
1 64 64 3.949828e-08
2 32 32 1.032544e-10
3 16 16 3.284163e-11
4 8 8 8.136929e-12
1 64 64 3.915375e-08
2 32 32 8.884289e-11
3 16 16 2.825759e-11
4 8 8 7.001176e-12
1 64 64 3.881284e-08
2 32 32 7.644310e-11
3 16 16 2.431339e-11
4 8 8 6.023952e-12
1 64 64 3.847547e-08
2 32 32 6.577420e-11
3 16 16 2.091973e-11
4 8 8 5.183129e-12
1 64 64 3.814157e-08
2 32 32 5.659461e-11
3 16 16 1.799976e-11
4 8 8 4.459668e-12
1 64 64 3.781105e-08
2 32 32 4.869647e-11
3 16 16 1.548736e-11
4 8 8 3.837189e-12
1 64 64 3.748386e-08
2 32 32 4.190095e-11
3 16 16 1.332564e-11
4 8 8 3.301596e-12
1 64 64 3.715994e-08
2 32 32 3.605415e-11
3 16 16 1.146566e-11
4 8 8 2.840761e-12
1 64 64 3.683923e-08
2 32 32 3.102368e-11
3 16 16 9.865296e-12
4 8 8 2.444249e-12
1 64 64 3.652167e-08
2 32 32 2.669564e-11
3 16 16 8.488314e-12
4 8 8 2.103083e-12
1 64 64 3.620721e-08
2 32 32 2.297202e-11
3 16 16 7.303535e-12
4 8 8 1.809537e-12
1 64 64 3.589580e-08
2 32 32 1.976848e-11
3 16 16 6.284130e-12
4 8 8 1.556964e-12
1 64 64 3.558739e-08
2 32 32 1.701249e-11
3 16 16 5.407016e-12
4 8 8 1.339646e-12
1 64 64 3.528194e-08
2 32 32 1.464162e-11
3 16 16 4.652334e-12
4 8 8 1.152660e-12
1 64 64 3.497940e-08
2 32 32 1.260219e-11
3 16 16 4.002995e-12
4 8 8 9.917747e-13
1 64 64 3.467973e-08
2 32 32 1.084800e-11
3 16 16 3.444295e-12
4 8 8 8.533456e-13
1 64 64 3.438289e-08
2 32 32 9.339312e-12
3 16 16 2.963584e-12
4 8 8 7.342384e-13
1 64 64 3.408884e-08
2 32 32 8.041948e-12
3 16 16 2.549976e-12
4 8 8 6.317564e-13
1 64 64 3.379753e-08
2 32 32 6.926512e-12
3 16 16 2.194105e-12
4 8 8 5.435788e-13
1 64 64 3.350893e-08
2 32 32 5.967723e-12
3 16 16 1.887915e-12
4 8 8 4.677092e-13
1 64 64 3.322301e-08
2 32 32 5.143841e-12
3 16 16 1.624471e-12
4 8 8 4.024295e-13
1 64 64 3.293973e-08
2 32 32 4.436180e-12
3 16 16 1.397808e-12
4 8 8 3.462617e-13
1 64 64 3.265905e-08
2 32 32 3.828673e-12
3 16 16 1.202794e-12
4 8 8 2.979339e-13
1 64 64 3.238094e-08
2 32 32 3.307517e-12
3 16 16 1.035011e-12
4 8 8 2.563518e-13
1 64 64 3.210537e-08
2 32 32 2.860850e-12
3 16 16 8.906622e-13
4 8 8 2.205738e-13
1 64 64 3.183230e-08
2 32 32 2.478484e-12
3 16 16 7.664770e-13
4 8 8 1.897900e-13
1 64 64 3.156171e-08
2 32 32 2.151665e-12
3 16 16 6.596435e-13
4 8 8 1.633031e-13
1 64 64 3.129357e-08
2 32 32 1.872869e-12
3 16 16 5.677423e-13
4 8 8 1.405134e-13
1 64 64 3.102783e-08
2 32 32 1.635628e-12
3 16 16 4.886919e-13
4 8 8 1.209050e-13
1 64 64 3.076449e-08
2 32 32 1.434366e-12
3 16 16 4.207018e-13
4 8 8 1.040338e-13
1 64 64 3.050350e-08
2 32 32 1.264264e-12
3 16 16 3.622317e-13
4 8 8 8.951776e-14
1 64 64 3.024484e-08
2 32 32 1.121137e-12
3 16 16 3.119569e-13
4 8 8 7.702824e-14
1 64 64 2.998849e-08
2 32 32 1.001327e-12
3 16 16 2.687383e-13
4 8 8 6.628242e-14
1 64 64 2.973441e-08
2 32 32 9.016101e-13
3 16 16 2.315959e-13
4 8 8 5.703695e-14
1 64 64 2.948259e-08
2 32 32 8.191221e-13
3 16 16 1.996877e-13
4 8 8 4.908251e-14
1 64 64 2.923299e-08
2 32 32 7.513031e-13
3 16 16 1.722896e-13
4 8 8 4.223897e-14
1 64 64 2.898560e-08
2 32 32 6.958590e-13
3 16 16 1.487792e-13
4 8 8 3.635134e-14
1 64 64 2.874038e-08
2 32 32 6.507414e-13
3 16 16 1.286220e-13
4 8 8 3.128631e-14
1 64 64 2.849732e-08
2 32 32 6.141367e-13
3 16 16 1.113587e-13
4 8 8 2.692917e-14
1 64 64 2.825639e-08
2 32 32 5.844629e-13
3 16 16 9.659468e-14
4 8 8 2.318124e-14
1 64 64 2.801757e-08
2 32 32 5.603631e-13
3 16 16 8.399102e-14
4 8 8 1.995763e-14
1 64 64 2.778083e-08
2 32 32 5.406963e-13
3 16 16 7.325638e-14
4 8 8 1.718534e-14
1 64 64 2.754616e-08
2 32 32 5.245202e-13
3 16 16 6.413975e-14
4 8 8 1.480154e-14
1 64 64 2.731354e-08
2 32 32 5.110709e-13
3 16 16 5.642462e-14
4 8 8 1.275222e-14
1 64 64 2.708294e-08
2 32 32 4.997381e-13
3 16 16 4.992331e-14
4 8 8 1.099094e-14
1 64 64 2.685434e-08
2 32 32 4.900410e-13
3 16 16 4.447213e-14
4 8 8 9.477767e-15
1 64 64 2.662772e-08
2 32 32 4.816046e-13
3 16 16 3.992725e-14
4 8 8 8.178374e-15
1 64 64 2.640306e-08
2 32 32 4.741393e-13
3 16 16 3.616117e-14
4 8 8 7.063250e-15
1 64 64 2.618035e-08
2 32 32 4.674227e-13
3 16 16 3.306010e-14
4 8 8 6.107038e-15
1 64 64 2.595956e-08
2 32 32 4.612850e-13
3 16 16 3.052210e-14
4 8 8 5.287981e-15
1 64 64 2.574067e-08
2 32 32 4.555972e-13
3 16 16 2.845578e-14
4 8 8 4.587344e-15
1 64 64 2.552367e-08
2 32 32 4.502613e-13
3 16 16 2.677996e-14
4 8 8 3.989062e-15
1 64 64 2.530854e-08
2 32 32 4.452033e-13
3 16 16 2.542342e-14
4 8 8 3.479328e-15
1 64 64 2.509525e-08
2 32 32 4.403670e-13
3 16 16 2.432461e-14
4 8 8 3.046236e-15
1 64 64 2.488380e-08
2 32 32 4.357102e-13
3 16 16 2.343142e-14
4 8 8 2.679524e-15
1 64 64 2.467416e-08
2 32 32 4.312008e-13
3 16 16 2.270056e-14
4 8 8 2.370293e-15
1 64 64 2.446632e-08
2 32 32 4.268144e-13
3 16 16 2.209673e-14
4 8 8 2.110807e-15
1 64 64 2.426026e-08
2 32 32 4.225327e-13
3 16 16 2.159158e-14
4 8 8 1.894240e-15
1 64 64 2.405596e-08
2 32 32 4.183415e-13
3 16 16 2.116271e-14
4 8 8 1.714603e-15
1 64 64 2.385341e-08
2 32 32 4.142303e-13
3 16 16 2.079257e-14
4 8 8 1.566496e-15
1 64 64 2.365259e-08
2 32 32 4.101906e-13
3 16 16 2.046760e-14
4 8 8 1.445129e-15
1 64 64 2.345348e-08
2 32 32 4.062161e-13
3 16 16 2.017734e-14
4 8 8 1.346185e-15
1 64 64 2.325607e-08
2 32 32 4.023018e-13
3 16 16 1.991385e-14
4 8 8 1.265855e-15
1 64 64 2.306034e-08
2 32 32 3.984438e-13
3 16 16 1.967104e-14
4 8 8 1.200760e-15
1 64 64 2.286629e-08
2 32 32 3.946388e-13
3 16 16 1.944430e-14
4 8 8 1.147992e-15
1 64 64 2.267388e-08
2 32 32 3.908845e-13
3 16 16 1.923017e-14
4 8 8 1.105090e-15
1 64 64 2.248311e-08
2 32 32 3.871786e-13
3 16 16 1.902600e-14
4 8 8 1.069995e-15
1 64 64 2.229396e-08
2 32 32 3.835194e-13
3 16 16 1.882982e-14
4 8 8 1.041021e-15
1 64 64 2.210642e-08
2 32 32 3.799054e-13
3 16 16 1.864011e-14
4 8 8 1.016805e-15
1 64 64 2.192048e-08
2 32 32 3.763354e-13
3 16 16 1.845576e-14
4 8 8 9.962934e-16
1 64 64 2.173611e-08
2 32 32 3.728081e-13
3 16 16 1.827590e-14
4 8 8 9.786304e-16
1 64 64 2.155330e-08
2 32 32 3.693227e-13
3 16 16 1.809987e-14
4 8 8 9.631635e-16
1 64 64 2.137205e-08
2 32 32 3.658781e-13
3 16 16 1.792718e-14
4 8 8 9.493961e-16
1 64 64 2.119233e-08
2 32 32 3.624734e-13
3 16 16 1.775746e-14
4 8 8 9.369332e-16
1 64 64 2.101414e-08
2 32 32 3.591081e-13
3 16 16 1.759042e-14
4 8 8 9.254860e-16
1 64 64 2.083746e-08
2 32 32 3.557811e-13
3 16 16 1.742582e-14
4 8 8 9.148245e-16
1 64 64 2.066227e-08
2 32 32 3.524920e-13
3 16 16 1.726349e-14
4 8 8 9.047828e-16
1 64 64 2.048856e-08
2 32 32 3.492399e-13
3 16 16 1.710329e-14
4 8 8 8.952292e-16
1 64 64 2.031633e-08
2 32 32 3.460244e-13
3 16 16 1.694512e-14
4 8 8 8.860700e-16
1 64 64 2.014555e-08
2 32 32 3.428446e-13
3 16 16 1.678888e-14
4 8 8 8.772260e-16
1 64 64 1.997621e-08
2 32 32 3.397001e-13
3 16 16 1.663450e-14
4 8 8 8.686424e-16
1 64 64 1.980831e-08
2 32 32 3.365902e-13
3 16 16 1.648192e-14
4 8 8 8.602807e-16
1 64 64 1.964183e-08
2 32 32 3.335145e-13
3 16 16 1.633108e-14
4 8 8 8.521010e-16
1 64 64 1.947675e-08
2 32 32 3.304723e-13
3 16 16 1.618194e-14
4 8 8 8.440826e-16
1 64 64 1.931307e-08
2 32 32 3.274632e-13
3 16 16 1.603446e-14
4 8 8 8.362086e-16
1 64 64 1.915077e-08
2 32 32 3.244866e-13
3 16 16 1.588860e-14
4 8 8 8.284564e-16
1 64 64 1.898984e-08
2 32 32 3.215419e-13
3 16 16 1.574434e-14
4 8 8 8.208237e-16
1 64 64 1.883026e-08
2 32 32 3.186288e-13
3 16 16 1.560164e-14
4 8 8 8.132965e-16
1 64 64 1.867204e-08
2 32 32 3.157468e-13
3 16 16 1.546048e-14
4 8 8 8.058684e-16
1 64 64 1.851515e-08
2 32 32 3.128953e-13
3 16 16 1.532082e-14
4 8 8 7.985326e-16
1 64 64 1.835958e-08
2 32 32 3.100740e-13
3 16 16 1.518264e-14
4 8 8 7.912867e-16
1 64 64 1.820532e-08
2 32 32 3.072823e-13
3 16 16 1.504592e-14
4 8 8 7.841268e-16
1 64 64 1.805237e-08
2 32 32 3.045199e-13
3 16 16 1.491065e-14
4 8 8 7.770471e-16
1 64 64 1.790070e-08
2 32 32 3.017863e-13
3 16 16 1.477678e-14
4 8 8 7.700471e-16
1 64 64 1.775031e-08
2 32 32 2.990810e-13
3 16 16 1.464431e-14
4 8 8 7.631239e-16
1 64 64 1.760119e-08
2 32 32 2.964038e-13
3 16 16 1.451321e-14
4 8 8 7.562761e-16
1 64 64 1.745333e-08
2 32 32 2.937541e-13
3 16 16 1.438346e-14
4 8 8 7.495009e-16
1 64 64 1.730671e-08
2 32 32 2.911317e-13
3 16 16 1.425504e-14
4 8 8 7.428006e-16
1 64 64 1.716132e-08
2 32 32 2.885361e-13
3 16 16 1.412795e-14
4 8 8 7.361689e-16
1 64 64 1.701717e-08
2 32 32 2.859669e-13
3 16 16 1.400214e-14
4 8 8 7.296064e-16
1 64 64 1.687422e-08
2 32 32 2.834238e-13
3 16 16 1.387761e-14
4 8 8 7.231089e-16
1 64 64 1.673248e-08
2 32 32 2.809064e-13
3 16 16 1.375435e-14
4 8 8 7.166822e-16
1 64 64 1.659193e-08
2 32 32 2.784144e-13
3 16 16 1.363232e-14
4 8 8 7.103176e-16
1 64 64 1.645256e-08
2 32 32 2.759474e-13
3 16 16 1.351152e-14
4 8 8 7.040197e-16
1 64 64 1.631437e-08
2 32 32 2.735050e-13
3 16 16 1.339193e-14
4 8 8 6.977846e-16
1 64 64 1.617734e-08
2 32 32 2.710871e-13
3 16 16 1.327354e-14
4 8 8 6.916126e-16
1 64 64 1.604147e-08
2 32 32 2.686932e-13
3 16 16 1.315632e-14
4 8 8 6.855023e-16
1 64 64 1.590673e-08
2 32 32 2.663229e-13
3 16 16 1.304026e-14
4 8 8 6.794524e-16
1 64 64 1.577313e-08
2 32 32 2.639761e-13
3 16 16 1.292535e-14
4 8 8 6.734636e-16
1 64 64 1.564066e-08
2 32 32 2.616524e-13
3 16 16 1.281156e-14
4 8 8 6.675325e-16
1 64 64 1.550930e-08
2 32 32 2.593515e-13
3 16 16 1.269890e-14
4 8 8 6.616599e-16
1 64 64 1.537904e-08
2 32 32 2.570731e-13
3 16 16 1.258734e-14
4 8 8 6.558450e-16
1 64 64 1.524988e-08
2 32 32 2.548170e-13
3 16 16 1.247686e-14
4 8 8 6.500888e-16
1 64 64 1.512180e-08
2 32 32 2.525827e-13
3 16 16 1.236746e-14
4 8 8 6.443866e-16
1 64 64 1.499481e-08
2 32 32 2.503701e-13
3 16 16 1.225912e-14
4 8 8 6.387413e-16
1 64 64 1.486888e-08
2 32 32 2.481790e-13
3 16 16 1.215183e-14
4 8 8 6.331505e-16
1 64 64 1.474401e-08
2 32 32 2.460089e-13
3 16 16 1.204558e-14
4 8 8 6.276114e-16
1 64 64 1.462019e-08
2 32 32 2.438597e-13
3 16 16 1.194034e-14
4 8 8 6.221289e-16
1 64 64 1.449741e-08
2 32 32 2.417311e-13
3 16 16 1.183611e-14
4 8 8 6.166966e-16
1 64 64 1.437566e-08
2 32 32 2.396229e-13
3 16 16 1.173288e-14
4 8 8 6.113184e-16
1 64 64 1.425493e-08
2 32 32 2.375348e-13
3 16 16 1.163064e-14
4 8 8 6.059890e-16
1 64 64 1.413522e-08
2 32 32 2.354665e-13
3 16 16 1.152937e-14
4 8 8 6.007123e-16
1 64 64 1.401652e-08
2 32 32 2.334179e-13
3 16 16 1.142906e-14
4 8 8 5.954853e-16
1 64 64 1.389881e-08
2 32 32 2.313886e-13
3 16 16 1.132969e-14
4 8 8 5.903065e-16
1 64 64 1.378210e-08
2 32 32 2.293785e-13
3 16 16 1.123127e-14
4 8 8 5.851784e-16
1 64 64 1.366636e-08
2 32 32 2.273874e-13
3 16 16 1.113377e-14
4 8 8 5.800976e-16
1 64 64 1.355160e-08
2 32 32 2.254149e-13
3 16 16 1.103719e-14
4 8 8 5.750665e-16
1 64 64 1.343780e-08
2 32 32 2.234610e-13
3 16 16 1.094152e-14
4 8 8 5.700804e-16
1 64 64 1.332496e-08
2 32 32 2.215253e-13
3 16 16 1.084674e-14
4 8 8 5.651414e-16
1 64 64 1.321307e-08
2 32 32 2.196078e-13
3 16 16 1.075285e-14
4 8 8 5.602479e-16
1 64 64 1.310211e-08
