# step err_l2 res_l2
0 2.460291e-01 1.000000e+00
1 2.191823e-01 3.312069e-01
2 1.989682e-01 1.962063e-01
3 1.807898e-01 1.375088e-01
4 1.641515e-01 1.042980e-01
5 1.489116e-01 8.272501e-02
6 1.349897e-01 6.746999e-02
7 1.223090e-01 5.605368e-02
8 1.107820e-01 4.716470e-02
9 1.003072e-01 4.004335e-02
10 9.077001e-02 3.421778e-02
11 8.204476e-02 2.937797e-02
12 7.399640e-02 2.531051e-02
13 6.648117e-02 2.186249e-02
14 5.934463e-02 1.892054e-02
15 5.241483e-02 1.639814e-02
16 4.538672e-04 3.469942e-03
17 4.417553e-04 1.023390e-04
18 4.417447e-04 5.840573e-06
19 4.417447e-04 4.504355e-07
20 4.417447e-04 4.771473e-08
21 4.417447e-04 6.191739e-09
