# step err_l2 res_l2
0 2.460291e-01 1.000000e+00
1 2.020576e-01 2.296771e-01
2 1.834809e-01 1.303652e-01
3 1.704164e-01 9.356022e-02
4 1.600464e-01 7.368526e-02
5 1.513552e-01 6.101097e-02
6 1.438358e-01 5.212727e-02
7 1.371914e-01 4.550703e-02
8 1.312299e-01 4.035688e-02
9 1.258188e-01 3.622106e-02
10 1.208616e-01 3.281811e-02
11 1.162858e-01 2.996456e-02
12 1.120349e-01 2.753563e-02
13 1.080642e-01 2.544338e-02
14 1.043376e-01 2.362392e-02
15 1.008255e-01 2.202945e-02
16 9.750317e-02 2.062319e-02
17 9.435017e-02 1.937614e-02
18 9.134913e-02 1.826492e-02
19 8.848539e-02 1.727026e-02
20 8.574644e-02 1.637612e-02
21 8.312155e-02 1.556890e-02
22 8.060153e-02 1.483706e-02
23 7.817842e-02 1.417067e-02
24 7.584530e-02 1.356123e-02
25 7.359616e-02 1.300143e-02
26 7.142571e-02 1.248495e-02
27 6.932930e-02 1.200639e-02
28 6.730282e-02 1.156109e-02
29 6.534258e-02 1.114503e-02
30 6.344532e-02 1.075480e-02
31 6.160806e-02 1.038743e-02
32 5.982813e-02 1.004042e-02
33 5.810307e-02 9.711588e-03
34 5.643065e-02 9.399087e-03
35 5.480881e-02 9.101322e-03
36 5.323562e-02 8.816925e-03
37 5.170932e-02 8.544718e-03
38 5.022823e-02 8.283685e-03
39 4.879079e-02 8.032945e-03
40 4.739554e-02 7.791737e-03
41 4.604108e-02 7.559395e-03
42 4.472609e-02 7.335337e-03
43 4.344931e-02 7.119054e-03
44 4.220953e-02 6.910093e-03
45 4.100563e-02 6.708056e-03
46 3.983648e-02 6.512584e-03
47 3.870104e-02 6.323356e-03
48 3.759830e-02 6.140085e-03
49 3.652726e-02 5.962507e-03
50 3.548701e-02 5.790382e-03
51 3.447661e-02 5.623491e-03
52 3.349520e-02 5.461631e-03
53 3.254192e-02 5.304613e-03
54 3.161597e-02 5.152262e-03
55 3.071653e-02 5.004415e-03
56 2.984284e-02 4.860916e-03
57 2.899415e-02 4.721620e-03
58 2.816975e-02 4.586389e-03
59 2.736893e-02 4.455093e-03
60 2.659101e-02 4.327607e-03
61 2.583534e-02 4.203811e-03
62 2.510127e-02 4.083592e-03
63 2.438818e-02 3.966840e-03
64 2.369548e-02 3.853451e-03
65 2.302257e-02 3.743323e-03
66 2.236889e-02 3.636359e-03
67 2.173390e-02 3.532467e-03
68 2.111704e-02 3.431554e-03
69 2.051782e-02 3.333534e-03
70 1.993571e-02 3.238321e-03
71 1.937024e-02 3.145836e-03
72 1.882092e-02 3.055997e-03
73 1.828730e-02 2.968728e-03
74 1.776892e-02 2.883956e-03
75 1.726536e-02 2.801607e-03
76 1.677618e-02 2.721613e-03
77 1.630098e-02 2.643905e-03
78 1.583936e-02 2.568417e-03
79 1.539092e-02 2.495087e-03
80 1.495530e-02 2.423851e-03
81 1.453213e-02 2.354650e-03
82 1.412105e-02 2.287426e-03
83 1.372172e-02 2.222122e-03
84 1.333380e-02 2.158683e-03
85 1.295696e-02 2.097055e-03
86 1.259090e-02 2.037187e-03
87 1.223530e-02 1.979029e-03
88 1.188986e-02 1.922532e-03
89 1.155430e-02 1.867647e-03
90 1.122833e-02 1.814330e-03
91 1.091168e-02 1.762535e-03
92 1.060408e-02 1.712218e-03
93 1.030528e-02 1.663339e-03
94 1.001502e-02 1.615854e-03
95 9.733069e-03 1.569726e-03
96 9.459178e-03 1.524914e-03
97 9.193122e-03 1.481382e-03
98 8.934677e-03 1.439092e-03
99 8.683626e-03 1.398010e-03
100 8.439760e-03 1.358100e-03
101 8.202873e-03 1.319330e-03
102 7.972766e-03 1.281667e-03
103 7.749246e-03 1.245079e-03
104 7.532126e-03 1.209535e-03
105 7.321224e-03 1.175006e-03
106 7.116362e-03 1.141463e-03
107 6.917369e-03 1.108877e-03
108 6.724078e-03 1.077222e-03
109 6.536326e-03 1.046470e-03
110 6.353956e-03 1.016597e-03
111 6.176814e-03 9.875756e-04
112 6.004753e-03 9.593830e-04
113 5.837628e-03 9.319953e-04
114 5.675298e-03 9.053895e-04
115 5.517627e-03 8.795431e-04
116 5.364484e-03 8.544346e-04
117 5.215738e-03 8.300429e-04
118 5.071266e-03 8.063475e-04
119 4.930947e-03 7.833286e-04
120 4.794662e-03 7.609667e-04
121 4.662296e-03 7.392433e-04
122 4.533740e-03 7.181400e-04
123 4.408885e-03 6.976391e-04
124 4.287625e-03 6.777235e-04
125 4.169860e-03 6.583764e-04
126 4.055491e-03 6.395816e-04
127 3.944420e-03 6.213233e-04
