# step err_l2 res_l2
0 2.462974e-01 1.000000e+00
1 2.261627e-01 2.586829e-01
2 2.181282e-01 1.337221e-01
3 2.121533e-01 9.606563e-02
4 2.072116e-01 7.645365e-02
5 2.029265e-01 6.413005e-02
6 1.991069e-01 5.556986e-02
7 1.956399e-01 4.923067e-02
8 1.924519e-01 4.432160e-02
9 1.894919e-01 4.039224e-02
10 1.867228e-01 3.716596e-02
11 1.841165e-01 3.446286e-02
12 1.816512e-01 3.216052e-02
13 1.793096e-01 3.017256e-02
14 1.770776e-01 2.843618e-02
15 1.749437e-01 2.690455e-02
16 1.728981e-01 2.554199e-02
17 1.709326e-01 2.432079e-02
18 1.690403e-01 2.321911e-02
19 1.672150e-01 2.221946e-02
20 1.654516e-01 2.130769e-02
21 1.637453e-01 2.047217e-02
22 1.620921e-01 1.970331e-02
23 1.604885e-01 1.899308e-02
24 1.589310e-01 1.833470e-02
25 1.574170e-01 1.772245e-02
26 1.559436e-01 1.715142e-02
27 1.545087e-01 1.661739e-02
28 1.531099e-01 1.611671e-02
29 1.517454e-01 1.564620e-02
30 1.504134e-01 1.520310e-02
31 1.491123e-01 1.478496e-02
32 1.478404e-01 1.438963e-02
33 1.465965e-01 1.401521e-02
34 1.453791e-01 1.366000e-02
35 1.441872e-01 1.332250e-02
36 1.430196e-01 1.300135e-02
37 1.418753e-01 1.269533e-02
38 1.407532e-01 1.240335e-02
39 1.396526e-01 1.212442e-02
40 1.385725e-01 1.185764e-02
41 1.375122e-01 1.160220e-02
42 1.364708e-01 1.135737e-02
43 1.354478e-01 1.112245e-02
44 1.344423e-01 1.089683e-02
45 1.334539e-01 1.067995e-02
46 1.324819e-01 1.047129e-02
47 1.315258e-01 1.027036e-02
48 1.305849e-01 1.007673e-02
49 1.296589e-01 9.889988e-03
50 1.287472e-01 9.709757e-03
51 1.278494e-01 9.535688e-03
52 1.269651e-01 9.367459e-03
53 1.260938e-01 9.204768e-03
54 1.252351e-01 9.047336e-03
55 1.243887e-01 8.894903e-03
56 1.235542e-01 8.747226e-03
57 1.227313e-01 8.604079e-03
58 1.219196e-01 8.465249e-03
59 1.211188e-01 8.330539e-03
60 1.203287e-01 8.199762e-03
61 1.195489e-01 8.072745e-03
62 1.187791e-01 7.949324e-03
63 1.180192e-01 7.829345e-03
64 1.172688e-01 7.712663e-03
65 1.165277e-01 7.599144e-03
66 1.157956e-01 7.488658e-03
67 1.150723e-01 7.381084e-03
68 1.143577e-01 7.276309e-03
69 1.136515e-01 7.174224e-03
70 1.129535e-01 7.074727e-03
71 1.122634e-01 6.977723e-03
72 1.115812e-01 6.883118e-03
73 1.109066e-01 6.790827e-03
74 1.102394e-01 6.700767e-03
75 1.095796e-01 6.612860e-03
76 1.089268e-01 6.527032e-03
77 1.082810e-01 6.443211e-03
78 1.076421e-01 6.361332e-03
79 1.070097e-01 6.281329e-03
80 1.063839e-01 6.203142e-03
81 1.057644e-01 6.126713e-03
82 1.051512e-01 6.051985e-03
83 1.045441e-01 5.978905e-03
84 1.039430e-01 5.907424e-03
85 1.033477e-01 5.837492e-03
86 1.027582e-01 5.769062e-03
87 1.021742e-01 5.702090e-03
88 1.015958e-01 5.636533e-03
89 1.010228e-01 5.572351e-03
90 1.004551e-01 5.509503e-03
91 9.989255e-02 5.447952e-03
92 9.933511e-02 5.387661e-03
93 9.878266e-02 5.328596e-03
94 9.823511e-02 5.270722e-03
95 9.769238e-02 5.214007e-03
96 9.715436e-02 5.158420e-03
97 9.662097e-02 5.103931e-03
98 9.609214e-02 5.050510e-03
99 9.556777e-02 4.998129e-03
100 9.504780e-02 4.946762e-03
101 9.453213e-02 4.896381e-03
102 9.402071e-02 4.846961e-03
103 9.351345e-02 4.798478e-03
104 9.301028e-02 4.750909e-03
105 9.251113e-02 4.704229e-03
106 9.201595e-02 4.658416e-03
107 9.152465e-02 4.613449e-03
108 9.103718e-02 4.569307e-03
109 9.055348e-02 4.525970e-03
110 9.007349e-02 4.483417e-03
111 8.959714e-02 4.441630e-03
112 8.912438e-02 4.400589e-03
113 8.865515e-02 4.360278e-03
114 8.818940e-02 4.320677e-03
115 8.772708e-02 4.281770e-03
116 8.726813e-02 4.243541e-03
117 8.681251e-02 4.205972e-03
118 8.636016e-02 4.169049e-03
119 8.591103e-02 4.132757e-03
120 8.546509e-02 4.097079e-03
121 8.502228e-02 4.062002e-03
122 8.458256e-02 4.027511e-03
123 8.414589e-02 3.993593e-03
124 8.371222e-02 3.960235e-03
125 8.328151e-02 3.927422e-03
126 8.285373e-02 3.895143e-03
127 8.242882e-02 3.863386e-03
128 8.200677e-02 3.832137e-03
129 8.158752e-02 3.801385e-03
130 8.117104e-02 3.771120e-03
131 8.075730e-02 3.741328e-03
132 8.034626e-02 3.712001e-03
133 7.993788e-02 3.683126e-03
134 7.953214e-02 3.654694e-03
135 7.912899e-02 3.626695e-03
136 7.872842e-02 3.599118e-03
137 7.833038e-02 3.571954e-03
138 7.793485e-02 3.545194e-03
139 7.754180e-02 3.518828e-03
140 7.715119e-02 3.492848e-03
141 7.676301e-02 3.467244e-03
142 7.637721e-02 3.442009e-03
143 7.599379e-02 3.417134e-03
144 7.561270e-02 3.392611e-03
145 7.523392e-02 3.368432e-03
146 7.485743e-02 3.344589e-03
147 7.448321e-02 3.321075e-03
148 7.411122e-02 3.297883e-03
149 7.374144e-02 3.275005e-03
150 7.337386e-02 3.252434e-03
151 7.300844e-02 3.230164e-03
152 7.264517e-02 3.208189e-03
153 7.228403e-02 3.186500e-03
154 7.192498e-02 3.165093e-03
155 7.156802e-02 3.143961e-03
156 7.121312e-02 3.123098e-03
157 7.086026e-02 3.102499e-03
158 7.050942e-02 3.082157e-03
159 7.016058e-02 3.062067e-03
160 6.981372e-02 3.042223e-03
161 6.946883e-02 3.022621e-03
162 6.912589e-02 3.003255e-03
163 6.878487e-02 2.984120e-03
164 6.844576e-02 2.965212e-03
165 6.810854e-02 2.946524e-03
166 6.777320e-02 2.928054e-03
167 6.743972e-02 2.909795e-03
168 6.710808e-02 2.891745e-03
169 6.677827e-02 2.873897e-03
170 6.645027e-02 2.856249e-03
171 6.612407e-02 2.838797e-03
172 6.579964e-02 2.821535e-03
173 6.547698e-02 2.804460e-03
174 6.515608e-02 2.787569e-03
175 6.483691e-02 2.770857e-03
176 6.451946e-02 2.754322e-03
177 6.420372e-02 2.737959e-03
178 6.388967e-02 2.721765e-03
179 6.357731e-02 2.705737e-03
180 6.326661e-02 2.689871e-03
181 6.295757e-02 2.674165e-03
182 6.265018e-02 2.658614e-03
183 6.234441e-02 2.643217e-03
184 6.204026e-02 2.627970e-03
185 6.173771e-02 2.612870e-03
186 6.143676e-02 2.597915e-03
187 6.113739e-02 2.583102e-03
188 6.083959e-02 2.568427e-03
189 6.054335e-02 2.553889e-03
190 6.024865e-02 2.539485e-03
191 5.995550e-02 2.525213e-03
192 5.966386e-02 2.511069e-03
193 5.937374e-02 2.497052e-03
194 5.908512e-02 2.483160e-03
195 5.879800e-02 2.469390e-03
196 5.851236e-02 2.455740e-03
197 5.822819e-02 2.442208e-03
198 5.794548e-02 2.428791e-03
199 5.766423e-02 2.415489e-03
200 5.738442e-02 2.402298e-03
201 5.710604e-02 2.389217e-03
202 5.682909e-02 2.376244e-03
203 5.655355e-02 2.363377e-03
204 5.627941e-02 2.350615e-03
205 5.600667e-02 2.337956e-03
206 5.573532e-02 2.325397e-03
207 5.546534e-02 2.312938e-03
208 5.519673e-02 2.300577e-03
209 5.492949e-02 2.288312e-03
210 5.466359e-02 2.276142e-03
211 5.439904e-02 2.264064e-03
212 5.413582e-02 2.252079e-03
213 5.387393e-02 2.240184e-03
214 5.361335e-02 2.228377e-03
215 5.335409e-02 2.216659e-03
216 5.309613e-02 2.205026e-03
217 5.283946e-02 2.193479e-03
218 5.258407e-02 2.182015e-03
219 5.232997e-02 2.170633e-03
220 5.207714e-02 2.159333e-03
221 5.182557e-02 2.148113e-03
222 5.157525e-02 2.136972e-03
223 5.132618e-02 2.125909e-03
224 5.107836e-02 2.114923e-03
225 5.083177e-02 2.104012e-03
226 5.058640e-02 2.093176e-03
227 5.034225e-02 2.082413e-03
228 5.009932e-02 2.071724e-03
229 4.985759e-02 2.061106e-03
230 4.961705e-02 2.050558e-03
231 4.937771e-02 2.040081e-03
232 4.913956e-02 2.029673e-03
233 4.890258e-02 2.019332e-03
234 4.866677e-02 2.009059e-03
235 4.843213e-02 1.998852e-03
236 4.819864e-02 1.988711e-03
237 4.796631e-02 1.978635e-03
238 4.773512e-02 1.968622e-03
239 4.750507e-02 1.958673e-03
240 4.727615e-02 1.948786e-03
241 4.704836e-02 1.938961e-03
242 4.682169e-02 1.929197e-03
243 4.659613e-02 1.919493e-03
244 4.637168e-02 1.909848e-03
245 4.614833e-02 1.900263e-03
246 4.592608e-02 1.890736e-03
247 4.570491e-02 1.881267e-03
248 4.548483e-02 1.871854e-03
249 4.526583e-02 1.862499e-03
250 4.504790e-02 1.853198e-03
251 4.483104e-02 1.843954e-03
252 4.461524e-02 1.834763e-03
253 4.440049e-02 1.825627e-03
254 4.418679e-02 1.816544e-03
255 4.397414e-02 1.807515e-03
256 4.376252e-02 1.798537e-03
257 4.355194e-02 1.789612e-03
258 4.334238e-02 1.780738e-03
259 4.313385e-02 1.771915e-03
260 4.292633e-02 1.763143e-03
261 4.271982e-02 1.754420e-03
262 4.251432e-02 1.745747e-03
263 4.230982e-02 1.737122e-03
264 4.210632e-02 1.728547e-03
265 4.190381e-02 1.720019e-03
266 4.170228e-02 1.711540e-03
267 4.150173e-02 1.703107e-03
268 4.130216e-02 1.694721e-03
269 4.110355e-02 1.686382e-03
270 4.090591e-02 1.678088e-03
271 4.070924e-02 1.669841e-03
272 4.051351e-02 1.661638e-03
273 4.031874e-02 1.653480e-03
274 4.012491e-02 1.645367e-03
275 3.993202e-02 1.637298e-03
276 3.974007e-02 1.629273e-03
277 3.954905e-02 1.621291e-03
278 3.935896e-02 1.613351e-03
279 3.916978e-02 1.605455e-03
280 3.898153e-02 1.597601e-03
281 3.879418e-02 1.589789e-03
282 3.860775e-02 1.582019e-03
283 3.842221e-02 1.574290e-03
284 3.823758e-02 1.566601e-03
285 3.805384e-02 1.558954e-03
286 3.787099e-02 1.551347e-03
287 3.768902e-02 1.543780e-03
288 3.750793e-02 1.536253e-03
289 3.732772e-02 1.528766e-03
290 3.714838e-02 1.521318e-03
291 3.696991e-02 1.513908e-03
292 3.679230e-02 1.506537e-03
293 3.661555e-02 1.499205e-03
294 3.643966e-02 1.491911e-03
295 3.626461e-02 1.484654e-03
296 3.609041e-02 1.477436e-03
297 3.591705e-02 1.470254e-03
298 3.574453e-02 1.463109e-03
299 3.557284e-02 1.456002e-03
300 3.540199e-02 1.448931e-03
301 3.523195e-02 1.441896e-03
302 3.506274e-02 1.434897e-03
303 3.489434e-02 1.427934e-03
304 3.472676e-02 1.421006e-03
