# step err_l2 res_l2
0 2.462974e-01 1.000000e+00
1 2.227097e-01 4.062466e-01
2 2.151318e-01 1.473298e-01
3 2.087814e-01 9.861024e-02
4 2.036847e-01 7.255046e-02
5 1.992121e-01 6.035556e-02
6 1.952200e-01 5.170227e-02
7 1.915887e-01 4.550770e-02
8 1.882462e-01 4.075177e-02
9 1.851407e-01 3.698629e-02
10 1.822344e-01 3.391703e-02
11 1.794986e-01 3.136084e-02
12 1.769108e-01 2.919382e-02
13 1.744532e-01 2.733000e-02
14 1.721110e-01 2.570737e-02
15 1.698723e-01 2.428011e-02
16 1.677270e-01 2.301351e-02
17 1.656664e-01 2.188077e-02
18 1.636833e-01 2.086085e-02
19 1.617712e-01 1.993698e-02
20 1.599247e-01 1.909562e-02
21 1.581388e-01 1.832570e-02
22 1.564092e-01 1.761811e-02
23 1.547322e-01 1.696522e-02
24 1.531043e-01 1.636065e-02
25 1.515224e-01 1.579899e-02
26 1.499838e-01 1.527562e-02
27 1.484860e-01 1.478657e-02
28 1.470266e-01 1.432843e-02
29 1.456037e-01 1.389821e-02
30 1.442152e-01 1.349333e-02
31 1.428595e-01 1.311151e-02
32 1.415349e-01 1.275075e-02
33 1.402400e-01 1.240926e-02
34 1.389734e-01 1.208548e-02
35 1.377337e-01 1.177799e-02
36 1.365198e-01 1.148556e-02
37 1.353306e-01 1.120704e-02
38 1.341651e-01 1.094142e-02
39 1.330223e-01 1.068778e-02
40 1.319012e-01 1.044531e-02
41 1.308011e-01 1.021324e-02
42 1.297211e-01 9.990896e-03
43 1.286605e-01 9.777648e-03
44 1.276185e-01 9.572930e-03
45 1.265945e-01 9.376218e-03
46 1.255879e-01 9.187035e-03
47 1.245980e-01 9.004942e-03
48 1.236244e-01 8.829532e-03
49 1.226664e-01 8.660433e-03
50 1.217235e-01 8.497300e-03
51 1.207952e-01 8.339813e-03
52 1.198811e-01 8.187676e-03
53 1.189808e-01 8.040616e-03
54 1.180938e-01 7.898376e-03
55 1.172197e-01 7.760720e-03
56 1.163581e-01 7.627425e-03
57 1.155087e-01 7.498287e-03
58 1.146711e-01 7.373111e-03
59 1.138450e-01 7.251717e-03
60 1.130300e-01 7.133937e-03
61 1.122259e-01 7.019611e-03
62 1.114323e-01 6.908592e-03
