# step err_l2 res_l2
0 2.463645e-01 1.000000e+00
1 2.396551e-01 8.854720e-01
2 2.346999e-01 3.779318e-01
3 2.316821e-01 2.093909e-01
4 2.293426e-01 1.710119e-01
5 2.272740e-01 1.432330e-01
6 2.254288e-01 1.239630e-01
7 2.237512e-01 1.104137e-01
8 2.222007e-01 9.987675e-02
9 2.207540e-01 9.136339e-02
10 2.193938e-01 8.437741e-02
11 2.181071e-01 7.851886e-02
12 2.168838e-01 7.352130e-02
13 2.157158e-01 6.920266e-02
14 2.145970e-01 6.542821e-02
15 2.135219e-01 6.209703e-02
16 2.124861e-01 5.913236e-02
17 2.114861e-01 5.647447e-02
18 2.105186e-01 5.407617e-02
19 2.095810e-01 5.189965e-02
20 2.086708e-01 4.991425e-02
21 2.077861e-01 4.809480e-02
22 2.069249e-01 4.642046e-02
23 2.060858e-01 4.487381e-02
24 2.052672e-01 4.344015e-02
25 2.044679e-01 4.210700e-02
26 2.036867e-01 4.086370e-02
27 2.029226e-01 3.970106e-02
28 2.021746e-01 3.861114e-02
29 2.014419e-01 3.758702e-02
30 2.007237e-01 3.662265e-02
31 2.000192e-01 3.571273e-02
32 1.993278e-01 3.485255e-02
33 1.986488e-01 3.403798e-02
34 1.979818e-01 3.326530e-02
35 1.973262e-01 3.253122e-02
36 1.966814e-01 3.183280e-02
37 1.960471e-01 3.116737e-02
38 1.954228e-01 3.053254e-02
39 1.948082e-01 2.992616e-02
40 1.942028e-01 2.934626e-02
41 1.936062e-01 2.879107e-02
42 1.930183e-01 2.825896e-02
43 1.924387e-01 2.774847e-02
44 1.918670e-01 2.725823e-02
45 1.913030e-01 2.678701e-02
46 1.907465e-01 2.633367e-02
47 1.901972e-01 2.589717e-02
48 1.896549e-01 2.547654e-02
49 1.891193e-01 2.507088e-02
50 1.885903e-01 2.467939e-02
51 1.880677e-01 2.430128e-02
52 1.875512e-01 2.393585e-02
53 1.870407e-01 2.358245e-02
54 1.865361e-01 2.324047e-02
55 1.860371e-01 2.290932e-02
56 1.855436e-01 2.258848e-02
57 1.850555e-01 2.227746e-02
58 1.845726e-01 2.197578e-02
59 1.840947e-01 2.168302e-02
60 1.836219e-01 2.139876e-02
61 1.831538e-01 2.112262e-02
62 1.826905e-01 2.085424e-02
63 1.822317e-01 2.059328e-02
64 1.817775e-01 2.033943e-02
65 1.813276e-01 2.009237e-02
66 1.808820e-01 1.985184e-02
67 1.804406e-01 1.961756e-02
68 1.800032e-01 1.938928e-02
