# step err_l2 res_l2
0 2.463645e-01 1.000000e+00
1 2.339074e-01 2.620198e-01
2 2.237796e-01 1.393564e-01
3 2.144019e-01 9.458834e-02
4 2.055582e-01 7.566630e-02
5 1.969944e-01 6.414822e-02
6 1.886077e-01 5.234635e-02
7 1.805063e-01 4.312877e-02
8 1.728035e-01 3.892493e-02
9 1.654083e-01 3.585940e-02
10 1.582148e-01 3.104478e-02
11 1.513056e-01 2.704588e-02
12 1.447433e-01 2.560013e-02
13 1.384434e-01 2.392276e-02
14 1.323567e-01 2.096090e-02
15 1.265460e-01 1.904257e-02
16 1.210258e-01 1.847510e-02
17 1.157207e-01 1.701003e-02
18 1.106182e-01 1.503649e-02
19 1.057668e-01 1.428884e-02
20 1.011388e-01 1.380890e-02
21 9.667685e-02 1.239698e-02
22 9.240118e-02 1.130075e-02
23 8.832683e-02 1.107836e-02
24 8.440247e-02 1.034983e-02
25 8.060784e-02 9.229909e-03
26 7.696683e-02 8.854565e-03
27 7.345653e-02 8.584226e-03
28 7.003457e-02 7.716742e-03
29 6.670925e-02 7.144473e-03
30 6.348132e-02 7.040664e-03
31 6.030677e-02 6.506314e-03
32 5.716352e-02 5.886214e-03
33 5.401145e-02 5.878896e-03
34 5.057229e-02 6.152851e-03
35 4.583662e-02 7.161263e-03
36 3.659354e-02 1.055172e-02
37 1.828533e-02 1.350796e-02
38 3.491162e-03 7.605004e-03
39 3.338182e-04 2.585552e-03
40 8.464381e-05 6.886708e-04
41 7.759867e-05 1.538478e-04
42 7.452473e-05 6.220696e-05
43 6.872143e-05 6.714093e-05
44 6.265843e-05 3.736269e-05
45 5.969317e-05 3.067394e-05
46 5.564061e-05 2.749406e-05
47 5.326356e-05 1.785083e-05
48 5.058374e-05 1.891636e-05
49 4.863194e-05 1.300405e-05
50 4.665665e-05 1.311492e-05
51 4.504930e-05 9.429488e-06
52 4.353195e-05 1.038982e-05
53 4.215793e-05 7.235304e-06
54 4.090128e-05 7.656141e-06
55 3.976520e-05 6.024293e-06
56 3.865461e-05 6.075556e-06
57 3.769045e-05 4.730709e-06
58 3.671284e-05 5.138046e-06
59 3.585185e-05 4.025484e-06
60 3.496058e-05 3.964609e-06
61 3.419659e-05 3.556247e-06
62 3.335574e-05 3.303365e-06
63 3.265293e-05 2.963697e-06
64 3.187118e-05 2.823785e-06
65 3.118120e-05 2.711472e-06
66 3.045058e-05 2.262005e-06
67 2.976473e-05 2.437956e-06
68 2.906319e-05 2.014862e-06
69 2.837110e-05 1.995781e-06
70 2.771735e-05 1.804681e-06
71 2.704845e-05 1.706334e-06
72 2.651252e-05 1.414214e-06
73 2.605553e-05 1.207467e-06
74 2.577726e-05 9.629245e-07
75 2.561338e-05 7.005413e-07
76 2.552054e-05 8.484231e-07
77 2.545179e-05 1.251286e-06
78 2.552158e-05 2.448421e-06
79 2.647270e-05 2.885257e-06
80 2.761801e-05 1.436044e-06
81 2.783984e-05 4.740362e-07
82 2.786416e-05 1.473570e-07
83 2.786419e-05 5.232291e-08
84 2.786083e-05 4.701077e-08
85 2.785397e-05 4.404801e-08
86 2.784984e-05 1.993552e-08
87 2.784783e-05 2.155752e-08
88 2.784530e-05 1.686247e-08
89 2.784379e-05 1.045399e-08
90 2.784225e-05 1.128229e-08
91 2.784038e-05 8.027525e-09
