# level nx ny res_l2_norm
4 8 8 2.367275e-06
1 64 64 5.571112e-05
2 32 32 1.962093e-05
3 16 16 6.857153e-06
4 8 8 2.327600e-06
1 64 64 5.477742e-05
2 32 32 1.929209e-05
3 16 16 6.742229e-06
4 8 8 2.288590e-06
1 64 64 5.385936e-05
2 32 32 1.896876e-05
3 16 16 6.629231e-06
4 8 8 2.250234e-06
1 64 64 5.295670e-05
2 32 32 1.865085e-05
3 16 16 6.518127e-06
4 8 8 2.212521e-06
1 64 64 5.206916e-05
2 32 32 1.833827e-05
3 16 16 6.408885e-06
4 8 8 2.175439e-06
1 64 64 5.119649e-05
2 32 32 1.803092e-05
3 16 16 6.301474e-06
4 8 8 2.138979e-06
1 64 64 5.033845e-05
2 32 32 1.772873e-05
3 16 16 6.195863e-06
4 8 8 2.103130e-06
1 64 64 4.949480e-05
2 32 32 1.743160e-05
3 16 16 6.092022e-06
4 8 8 2.067883e-06
1 64 64 4.866528e-05
2 32 32 1.713945e-05
3 16 16 5.989921e-06
4 8 8 2.033225e-06
1 64 64 4.784966e-05
2 32 32 1.685220e-05
3 16 16 5.889532e-06
4 8 8 1.999149e-06
1 64 64 4.704771e-05
2 32 32 1.656976e-05
3 16 16 5.790825e-06
4 8 8 1.965644e-06
1 64 64 4.625921e-05
2 32 32 1.629206e-05
3 16 16 5.693772e-06
4 8 8 1.932700e-06
1 64 64 4.548392e-05
2 32 32 1.601901e-05
3 16 16 5.598346e-06
4 8 8 1.900308e-06
1 64 64 4.472162e-05
2 32 32 1.575053e-05
3 16 16 5.504520e-06
4 8 8 1.868460e-06
1 64 64 4.397210e-05
2 32 32 1.548656e-05
3 16 16 5.412265e-06
4 8 8 1.837145e-06
1 64 64 4.323514e-05
2 32 32 1.522701e-05
3 16 16 5.321557e-06
4 8 8 1.806355e-06
1 64 64 4.251053e-05
2 32 32 1.497181e-05
3 16 16 5.232370e-06
4 8 8 1.776081e-06
1 64 64 4.179806e-05
2 32 32 1.472088e-05
3 16 16 5.144676e-06
4 8 8 1.746314e-06
1 64 64 4.109754e-05
2 32 32 1.447417e-05
3 16 16 5.058453e-06
4 8 8 1.717046e-06
1 64 64 4.040876e-05
2 32 32 1.423158e-05
3 16 16 4.973675e-06
4 8 8 1.688269e-06
1 64 64 3.973152e-05
2 32 32 1.399307e-05
3 16 16 4.890317e-06
4 8 8 1.659974e-06
1 64 64 3.906563e-05
2 32 32 1.375855e-05
3 16 16 4.808357e-06
4 8 8 1.632153e-06
1 64 64 3.841090e-05
2 32 32 1.352796e-05
3 16 16 4.727770e-06
4 8 8 1.604799e-06
1 64 64 3.776714e-05
2 32 32 1.330123e-05
3 16 16 4.648534e-06
4 8 8 1.577903e-06
1 64 64 3.713418e-05
2 32 32 1.307831e-05
3 16 16 4.570626e-06
4 8 8 1.551457e-06
1 64 64 3.651182e-05
2 32 32 1.285912e-05
3 16 16 4.494024e-06
4 8 8 1.525455e-06
1 64 64 3.589989e-05
2 32 32 1.264360e-05
3 16 16 4.418705e-06
4 8 8 1.499889e-06
1 64 64 3.529822e-05
2 32 32 1.243170e-05
3 16 16 4.344649e-06
4 8 8 1.474751e-06
1 64 64 3.470663e-05
2 32 32 1.222335e-05
3 16 16 4.271834e-06
4 8 8 1.450035e-06
1 64 64 3.412496e-05
2 32 32 1.201849e-05
3 16 16 4.200239e-06
4 8 8 1.425733e-06
1 64 64 3.355303e-05
2 32 32 1.181706e-05
3 16 16 4.129844e-06
4 8 8 1.401838e-06
1 64 64 3.299069e-05
2 32 32 1.161901e-05
3 16 16 4.060629e-06
4 8 8 1.378343e-06
1 64 64 3.243778e-05
2 32 32 1.142428e-05
3 16 16 3.992574e-06
4 8 8 1.355243e-06
1 64 64 3.189413e-05
2 32 32 1.123281e-05
3 16 16 3.925659e-06
4 8 8 1.332529e-06
1 64 64 3.135959e-05
2 32 32 1.104455e-05
3 16 16 3.859866e-06
4 8 8 1.310196e-06
1 64 64 3.083401e-05
2 32 32 1.085945e-05
3 16 16 3.795176e-06
4 8 8 1.288238e-06
1 64 64 3.031724e-05
2 32 32 1.067745e-05
3 16 16 3.731570e-06
4 8 8 1.266647e-06
1 64 64 2.980914e-05
2 32 32 1.049850e-05
3 16 16 3.669030e-06
4 8 8 1.245418e-06
1 64 64 2.930954e-05
2 32 32 1.032254e-05
3 16 16 3.607538e-06
4 8 8 1.224546e-06
1 64 64 2.881832e-05
2 32 32 1.014954e-05
3 16 16 3.547077e-06
4 8 8 1.204022e-06
1 64 64 2.833534e-05
2 32 32 9.979438e-06
3 16 16 3.487629e-06
4 8 8 1.183843e-06
1 64 64 2.786044e-05
2 32 32 9.812186e-06
3 16 16 3.429177e-06
4 8 8 1.164002e-06
1 64 64 2.739351e-05
2 32 32 9.647736e-06
3 16 16 3.371705e-06
4 8 8 1.144494e-06
1 64 64 2.693440e-05
2 32 32 9.486043e-06
3 16 16 3.315196e-06
4 8 8 1.125313e-06
1 64 64 2.648299e-05
2 32 32 9.327059e-06
3 16 16 3.259634e-06
4 8 8 1.106453e-06
1 64 64 2.603914e-05
2 32 32 9.170740e-06
3 16 16 3.205004e-06
4 8 8 1.087909e-06
1 64 64 2.560273e-05
2 32 32 9.017041e-06
3 16 16 3.151289e-06
4 8 8 1.069676e-06
1 64 64 2.517364e-05
2 32 32 8.865918e-06
3 16 16 3.098474e-06
4 8 8 1.051748e-06
1 64 64 2.475173e-05
2 32 32 8.717328e-06
3 16 16 3.046544e-06
4 8 8 1.034121e-06
1 64 64 2.433690e-05
2 32 32 8.571228e-06
3 16 16 2.995485e-06
4 8 8 1.016790e-06
1 64 64 2.392902e-05
2 32 32 8.427576e-06
3 16 16 2.945282e-06
4 8 8 9.997486e-07
1 64 64 2.352798e-05
2 32 32 8.286333e-06
3 16 16 2.895920e-06
4 8 8 9.829931e-07
1 64 64 2.313366e-05
2 32 32 8.147456e-06
3 16 16 2.847385e-06
4 8 8 9.665184e-07
1 64 64 2.274594e-05
2 32 32 8.010907e-06
3 16 16 2.799663e-06
4 8 8 9.503198e-07
1 64 64 2.236473e-05
2 32 32 7.876646e-06
3 16 16 2.752742e-06
4 8 8 9.343927e-07
1 64 64 2.198990e-05
2 32 32 7.744636e-06
3 16 16 2.706607e-06
4 8 8 9.187325e-07
1 64 64 2.162136e-05
2 32 32 7.614838e-06
3 16 16 2.661245e-06
4 8 8 9.033348e-07
1 64 64 2.125899e-05
2 32 32 7.487215e-06
3 16 16 2.616643e-06
4 8 8 8.881951e-07
1 64 64 2.090269e-05
2 32 32 7.361732e-06
3 16 16 2.572789e-06
4 8 8 8.733092e-07
1 64 64 2.055237e-05
2 32 32 7.238351e-06
3 16 16 2.529669e-06
4 8 8 8.586728e-07
1 64 64 2.020792e-05
2 32 32 7.117038e-06
3 16 16 2.487273e-06
4 8 8 8.442817e-07
1 64 64 1.986924e-05
2 32 32 6.997759e-06
3 16 16 2.445587e-06
4 8 8 8.301317e-07
1 64 64 1.953624e-05
2 32 32 6.880478e-06
3 16 16 2.404599e-06
4 8 8 8.162190e-07
1 64 64 1.920881e-05
2 32 32 6.765163e-06
3 16 16 2.364299e-06
4 8 8 8.025394e-07
1 64 64 1.888688e-05
2 32 32 6.651781e-06
3 16 16 2.324674e-06
4 8 8 7.890890e-07
1 64 64 1.857034e-05
2 32 32 6.540299e-06
3 16 16 2.285713e-06
4 8 8 7.758641e-07
1 64 64 1.825911e-05
2 32 32 6.430685e-06
3 16 16 2.247405e-06
4 8 8 7.628608e-07
1 64 64 1.795309e-05
2 32 32 6.322909e-06
3 16 16 2.209739e-06
4 8 8 7.500755e-07
1 64 64 1.765220e-05
2 32 32 6.216939e-06
3 16 16 2.172705e-06
4 8 8 7.375044e-07
1 64 64 1.735635e-05
2 32 32 6.112744e-06
3 16 16 2.136291e-06
4 8 8 7.251440e-07
1 64 64 1.706547e-05
2 32 32 6.010296e-06
3 16 16 2.100487e-06
4 8 8 7.129908e-07
1 64 64 1.677945e-05
2 32 32 5.909566e-06
3 16 16 2.065283e-06
4 8 8 7.010413e-07
1 64 64 1.649823e-05
2 32 32 5.810523e-06
3 16 16 2.030670e-06
4 8 8 6.892920e-07
1 64 64 1.622173e-05
2 32 32 5.713140e-06
3 16 16 1.996636e-06
4 8 8 6.777397e-07
1 64 64 1.594986e-05
2 32 32 5.617389e-06
3 16 16 1.963173e-06
4 8 8 6.663809e-07
1 64 64 1.568254e-05
2 32 32 5.523244e-06
3 16 16 1.930271e-06
4 8 8 6.552126e-07
1 64 64 1.541971e-05
2 32 32 5.430676e-06
3 16 16 1.897920e-06
4 8 8 6.442314e-07
1 64 64 1.516128e-05
2 32 32 5.339659e-06
3 16 16 1.866112e-06
4 8 8 6.334342e-07
1 64 64 1.490718e-05
2 32 32 5.250168e-06
3 16 16 1.834836e-06
4 8 8 6.228181e-07
1 64 64 1.465734e-05
2 32 32 5.162176e-06
3 16 16 1.804085e-06
4 8 8 6.123798e-07
1 64 64 1.441168e-05
2 32 32 5.075660e-06
3 16 16 1.773849e-06
4 8 8 6.021165e-07
1 64 64 1.417015e-05
2 32 32 4.990593e-06
3 16 16 1.744120e-06
4 8 8 5.920252e-07
1 64 64 1.393266e-05
2 32 32 4.906952e-06
3 16 16 1.714889e-06
4 8 8 5.821030e-07
1 64 64 1.369915e-05
2 32 32 4.824713e-06
3 16 16 1.686148e-06
4 8 8 5.723471e-07
1 64 64 1.346956e-05
2 32 32 4.743852e-06
3 16 16 1.657888e-06
4 8 8 5.627547e-07
1 64 64 1.324381e-05
2 32 32 4.664346e-06
3 16 16 1.630102e-06
4 8 8 5.533231e-07
1 64 64 1.302185e-05
2 32 32 4.586173e-06
3 16 16 1.602782e-06
4 8 8 5.440496e-07
1 64 64 1.280361e-05
2 32 32 4.509310e-06
3 16 16 1.575920e-06
4 8 8 5.349314e-07
1 64 64 1.258902e-05
2 32 32 4.433735e-06
3 16 16 1.549508e-06
4 8 8 5.259661e-07
1 64 64 1.237803e-05
2 32 32 4.359427e-06
3 16 16 1.523539e-06
4 8 8 5.171511e-07
1 64 64 1.217058e-05
2 32 32 4.286364e-06
3 16 16 1.498005e-06
4 8 8 5.084838e-07
1 64 64 1.196661e-05
2 32 32 4.214526e-06
3 16 16 1.472899e-06
4 8 8 4.999617e-07
1 64 64 1.176605e-05
2 32 32 4.143892e-06
3 16 16 1.448213e-06
4 8 8 4.915825e-07
1 64 64 1.156885e-05
2 32 32 4.074441e-06
3 16 16 1.423942e-06
4 8 8 4.833437e-07
1 64 64 1.137496e-05
2 32 32 4.006155e-06
3 16 16 1.400077e-06
4 8 8 4.752430e-07
1 64 64 1.118432e-05
2 32 32 3.939013e-06
3 16 16 1.376612e-06
4 8 8 4.672781e-07
1 64 64 1.099688e-05
2 32 32 3.872996e-06
3 16 16 1.353540e-06
4 8 8 4.594466e-07
1 64 64 1.081257e-05
2 32 32 3.808086e-06
3 16 16 1.330855e-06
4 8 8 4.517464e-07
1 64 64 1.063135e-05
2 32 32 3.744263e-06
3 16 16 1.308550e-06
4 8 8 4.441753e-07
1 64 64 1.045318e-05
2 32 32 3.681510e-06
3 16 16 1.286620e-06
4 8 8 4.367310e-07
1 64 64 1.027798e-05
2 32 32 3.619809e-06
3 16 16 1.265056e-06
4 8 8 4.294115e-07
1 64 64 1.010573e-05
2 32 32 3.559142e-06
3 16 16 1.243854e-06
4 8 8 4.222147e-07
1 64 64 9.936359e-06
2 32 32 3.499492e-06
3 16 16 1.223007e-06
4 8 8 4.151385e-07
1 64 64 9.769828e-06
2 32 32 3.440841e-06
3 16 16 1.202510e-06
4 8 8 4.081809e-07
1 64 64 9.606088e-06
2 32 32 3.383174e-06
3 16 16 1.182356e-06
4 8 8 4.013399e-07
1 64 64 9.445093e-06
2 32 32 3.326473e-06
3 16 16 1.162540e-06
4 8 8 3.946135e-07
1 64 64 9.286796e-06
2 32 32 3.270722e-06
3 16 16 1.143057e-06
4 8 8 3.879999e-07
1 64 64 9.131152e-06
2 32 32 3.215906e-06
3 16 16 1.123899e-06
4 8 8 3.814971e-07
1 64 64 8.978116e-06
2 32 32 3.162008e-06
3 16 16 1.105063e-06
4 8 8 3.751034e-07
1 64 64 8.827645e-06
2 32 32 3.109014e-06
3 16 16 1.086543e-06
4 8 8 3.688167e-07
1 64 64 8.679696e-06
2 32 32 3.056907e-06
3 16 16 1.068332e-06
4 8 8 3.626355e-07
1 64 64 8.534227e-06
2 32 32 3.005674e-06
3 16 16 1.050427e-06
4 8 8 3.565578e-07
1 64 64 8.391196e-06
2 32 32 2.955300e-06
3 16 16 1.032823e-06
4 8 8 3.505820e-07
1 64 64 8.250561e-06
2 32 32 2.905770e-06
3 16 16 1.015513e-06
4 8 8 3.447063e-07
1 64 64 8.112284e-06
2 32 32 2.857070e-06
3 16 16 9.984930e-07
4 8 8 3.389291e-07
1 64 64 7.976325e-06
2 32 32 2.809186e-06
3 16 16 9.817585e-07
4 8 8 3.332488e-07
1 64 64 7.842644e-06
2 32 32 2.762105e-06
3 16 16 9.653045e-07
4 8 8 3.276636e-07
1 64 64 7.711203e-06
2 32 32 2.715813e-06
3 16 16 9.491263e-07
4 8 8 3.221721e-07
1 64 64 7.581965e-06
2 32 32 2.670297e-06
3 16 16 9.332192e-07
4 8 8 3.167726e-07
1 64 64 7.454894e-06
2 32 32 2.625543e-06
3 16 16 9.175787e-07
4 8 8 3.114635e-07
1 64 64 7.329952e-06
2 32 32 2.581540e-06
3 16 16 9.022003e-07
4 8 8 3.062435e-07
1 64 64 7.207104e-06
2 32 32 2.538274e-06
3 16 16 8.870797e-07
4 8 8 3.011109e-07
1 64 64 7.086315e-06
2 32 32 2.495733e-06
3 16 16 8.722125e-07
4 8 8 2.960644e-07
1 64 64 6.967550e-06
2 32 32 2.453906e-06
3 16 16 8.575944e-07
4 8 8 2.911024e-07
1 64 64 6.850776e-06
2 32 32 2.412779e-06
3 16 16 8.432214e-07
4 8 8 2.862236e-07
1 64 64 6.735959e-06
2 32 32 2.372341e-06
3 16 16 8.290892e-07
4 8 8 2.814266e-07
1 64 64 6.623066e-06
2 32 32 2.332581e-06
3 16 16 8.151939e-07
4 8 8 2.767100e-07
1 64 64 6.512065e-06
2 32 32 2.293488e-06
3 16 16 8.015315e-07
4 8 8 2.720724e-07
1 64 64 6.402925e-06
2 32 32 2.255050e-06
3 16 16 7.880980e-07
4 8 8 2.675125e-07
1 64 64 6.295613e-06
2 32 32 2.217256e-06
3 16 16 7.748897e-07
4 8 8 2.630291e-07
1 64 64 6.190101e-06
2 32 32 2.180095e-06
3 16 16 7.619028e-07
4 8 8 2.586208e-07
1 64 64 6.086356e-06
2 32 32 2.143557e-06
3 16 16 7.491335e-07
4 8 8 2.542864e-07
1 64 64 5.984351e-06
2 32 32 2.107632e-06
3 16 16 7.365782e-07
4 8 8 2.500246e-07
1 64 64 5.884055e-06
2 32 32 2.072309e-06
3 16 16 7.242334e-07
4 8 8 2.458343e-07
1 64 64 5.785439e-06
2 32 32 2.037577e-06
3 16 16 7.120954e-07
4 8 8 2.417142e-07
1 64 64 5.688477e-06
2 32 32 2.003428e-06
3 16 16 7.001609e-07
4 8 8 2.376631e-07
1 64 64 5.593140e-06
2 32 32 1.969851e-06
3 16 16 6.884264e-07
4 8 8 2.336799e-07
1 64 64 5.499400e-06
2 32 32 1.936837e-06
3 16 16 6.768886e-07
4 8 8 2.297635e-07
1 64 64 5.407232e-06
2 32 32 1.904376e-06
3 16 16 6.655441e-07
4 8 8 2.259127e-07
1 64 64 5.316608e-06
2 32 32 1.872459e-06
3 16 16 6.543898e-07
4 8 8 2.221265e-07
1 64 64 5.227503e-06
2 32 32 1.841077e-06
3 16 16 6.434224e-07
4 8 8 2.184037e-07
1 64 64 5.139892e-06
2 32 32 1.810221e-06
3 16 16 6.326388e-07
4 8 8 2.147433e-07
1 64 64 5.053748e-06
2 32 32 1.779883e-06
3 16 16 6.220359e-07
4 8 8 2.111443e-07
1 64 64 4.969049e-06
2 32 32 1.750052e-06
3 16 16 6.116108e-07
4 8 8 2.076056e-07
1 64 64 4.885769e-06
2 32 32 1.720722e-06
3 16 16 6.013604e-07
4 8 8 2.041262e-07
1 64 64 4.803885e-06
2 32 32 1.691883e-06
3 16 16 5.912817e-07
4 8 8 2.007051e-07
1 64 64 4.723373e-06
2 32 32 1.663528e-06
3 16 16 5.813720e-07
4 8 8 1.973413e-07
1 64 64 4.644211e-06
2 32 32 1.635647e-06
3 16 16 5.716284e-07
4 8 8 1.940339e-07
1 64 64 4.566375e-06
2 32 32 1.608234e-06
3 16 16 5.620480e-07
4 8 8 1.907820e-07
1 64 64 4.489844e-06
2 32 32 1.581281e-06
3 16 16 5.526283e-07
4 8 8 1.875845e-07
1 64 64 4.414595e-06
2 32 32 1.554779e-06
3 16 16 5.433664e-07
4 8 8 1.844406e-07
1 64 64 4.340608e-06
2 32 32 1.528721e-06
3 16 16 5.342597e-07
4 8 8 1.813495e-07
1 64 64 4.267861e-06
2 32 32 1.503100e-06
3 16 16 5.253056e-07
4 8 8 1.783101e-07
1 64 64 4.196332e-06
2 32 32 1.477909e-06
3 16 16 5.165017e-07
4 8 8 1.753217e-07
1 64 64 4.126003e-06
2 32 32 1.453139e-06
3 16 16 5.078452e-07
4 8 8 1.723833e-07
1 64 64 4.056852e-06
2 32 32 1.428785e-06
3 16 16 4.993339e-07
4 8 8 1.694942e-07
1 64 64 3.988861e-06
2 32 32 1.404839e-06
3 16 16 4.909652e-07
4 8 8 1.666536e-07
1 64 64 3.922008e-06
2 32 32 1.381294e-06
3 16 16 4.827368e-07
4 8 8 1.638605e-07
1 64 64 3.856277e-06
2 32 32 1.358144e-06
3 16 16 4.746462e-07
4 8 8 1.611142e-07
1 64 64 3.791646e-06
2 32 32 1.335382e-06
3 16 16 4.666913e-07
4 8 8 1.584140e-07
1 64 64 3.728099e-06
2 32 32 1.313002e-06
3 16 16 4.588697e-07
4 8 8 1.557590e-07
1 64 64 3.665618e-06
2 32 32 1.290996e-06
3 16 16 4.511791e-07
4 8 8 1.531485e-07
1 64 64 3.604183e-06
2 32 32 1.269359e-06
3 16 16 4.436175e-07
4 8 8 1.505818e-07
1 64 64 3.543778e-06
2 32 32 1.248085e-06
3 16 16 4.361826e-07
4 8 8 1.480581e-07
1 64 64 3.484385e-06
2 32 32 1.227168e-06
3 16 16 4.288723e-07
4 8 8 1.455767e-07
1 64 64 3.425988e-06
2 32 32 1.206601e-06
3 16 16 4.216845e-07
4 8 8 1.431369e-07
1 64 64 3.368569e-06
2 32 32 1.186378e-06
3 16 16 4.146172e-07
4 8 8 1.407379e-07
1 64 64 3.312113e-06
2 32 32 1.166495e-06
3 16 16 4.076683e-07
4 8 8 1.383792e-07
1 64 64 3.256603e-06
2 32 32 1.146945e-06
3 16 16 4.008359e-07
4 8 8 1.360600e-07
1 64 64 3.202023e-06
2 32 32 1.127722e-06
3 16 16 3.941180e-07
4 8 8 1.337797e-07
1 64 64 3.148358e-06
2 32 32 1.108822e-06
3 16 16 3.875127e-07
4 8 8 1.315376e-07
1 64 64 3.095592e-06
2 32 32 1.090238e-06
3 16 16 3.810181e-07
4 8 8 1.293330e-07
1 64 64 3.043711e-06
2 32 32 1.071966e-06
3 16 16 3.746323e-07
4 8 8 1.271655e-07
1 64 64 2.992699e-06
2 32 32 1.054000e-06
3 16 16 3.683536e-07
4 8 8 1.250342e-07
1 64 64 2.942542e-06
2 32 32 1.036336e-06
3 16 16 3.621801e-07
4 8 8 1.229387e-07
1 64 64 2.893226e-06
2 32 32 1.018967e-06
3 16 16 3.561101e-07
4 8 8 1.208782e-07
1 64 64 2.844736e-06
2 32 32 1.001889e-06
3 16 16 3.501417e-07
4 8 8 1.188523e-07
1 64 64 2.797059e-06
2 32 32 9.850980e-07
3 16 16 3.442735e-07
4 8 8 1.168604e-07
1 64 64 2.750181e-06
2 32 32 9.685880e-07
3 16 16 3.385035e-07
4 8 8 1.149019e-07
1 64 64 2.704089e-06
2 32 32 9.523548e-07
3 16 16 3.328303e-07
4 8 8 1.129761e-07
1 64 64 2.658769e-06
2 32 32 9.363936e-07
3 16 16 3.272522e-07
4 8 8 1.110827e-07
1 64 64 2.614209e-06
2 32 32 9.206999e-07
3 16 16 3.217675e-07
4 8 8 1.092210e-07
1 64 64 2.570396e-06
2 32 32 9.052692e-07
3 16 16 3.163748e-07
4 8 8 1.073905e-07
1 64 64 2.527317e-06
2 32 32 8.900971e-07
3 16 16 3.110724e-07
4 8 8 1.055906e-07
1 64 64 2.484959e-06
2 32 32 8.751793e-07
3 16 16 3.058589e-07
4 8 8 1.038210e-07
1 64 64 2.443312e-06
2 32 32 8.605116e-07
3 16 16 3.007328e-07
4 8 8 1.020810e-07
1 64 64 2.402363e-06
2 32 32 8.460896e-07
3 16 16 2.956926e-07
4 8 8 1.003701e-07
1 64 64 2.362100e-06
2 32 32 8.319094e-07
3 16 16 2.907369e-07
4 8 8 9.868793e-08
1 64 64 2.322512e-06
2 32 32 8.179668e-07
3 16 16 2.858642e-07
4 8 8 9.703394e-08
1 64 64 2.283587e-06
2 32 32 8.042579e-07
3 16 16 2.810732e-07
4 8 8 9.540768e-08
1 64 64 2.245315e-06
2 32 32 7.907788e-07
3 16 16 2.763625e-07
4 8 8 9.380867e-08
1 64 64 2.207684e-06
2 32 32 7.775256e-07
3 16 16 2.717307e-07
4 8 8 9.223647e-08
1 64 64 2.170684e-06
2 32 32 7.644944e-07
3 16 16 2.671766e-07
4 8 8 9.069061e-08
1 64 64 2.134304e-06
2 32 32 7.516817e-07
3 16 16 2.626988e-07
4 8 8 8.917066e-08
1 64 64 2.098533e-06
2 32 32 7.390837e-07
3 16 16 2.582960e-07
4 8 8 8.767618e-08
1 64 64 2.063363e-06
2 32 32 7.266969e-07
3 16 16 2.539671e-07
4 8 8 8.620675e-08
1 64 64 2.028781e-06
2 32 32 7.145177e-07
3 16 16 2.497107e-07
4 8 8 8.476195e-08
1 64 64 1.994779e-06
2 32 32 7.025425e-07
3 16 16 2.455256e-07
4 8 8 8.334137e-08
1 64 64 1.961347e-06
2 32 32 6.907681e-07
3 16 16 2.414106e-07
4 8 8 8.194459e-08
1 64 64 1.928476e-06
2 32 32 6.791910e-07
3 16 16 2.373647e-07
4 8 8 8.057122e-08
1 64 64 1.896155e-06
2 32 32 6.678080e-07
3 16 16 2.333865e-07
4 8 8 7.922087e-08
1 64 64 1.864376e-06
2 32 32 6.566157e-07
3 16 16 2.294750e-07
4 8 8 7.789315e-08
1 64 64 1.833130e-06
2 32 32 6.456110e-07
3 16 16 2.256291e-07
4 8 8 7.658768e-08
1 64 64 1.802407e-06
2 32 32 6.347907e-07
3 16 16 2.218476e-07
4 8 8 7.530409e-08
1 64 64 1.772199e-06
2 32 32 6.241518e-07
3 16 16 2.181295e-07
4 8 8 7.404201e-08
1 64 64 1.742497e-06
2 32 32 6.136912e-07
3 16 16 2.144737e-07
4 8 8 7.280109e-08
1 64 64 1.713294e-06
2 32 32 6.034059e-07
3 16 16 2.108792e-07
4 8 8 7.158096e-08
1 64 64 1.684579e-06
2 32 32 5.932930e-07
3 16 16 2.073449e-07
4 8 8 7.038129e-08
1 64 64 1.656346e-06
2 32 32 5.833496e-07
3 16 16 2.038698e-07
4 8 8 6.920172e-08
1 64 64 1.628586e-06
2 32 32 5.735728e-07
3 16 16 2.004530e-07
4 8 8 6.804191e-08
1 64 64 1.601292e-06
2 32 32 5.639599e-07
3 16 16 1.970935e-07
4 8 8 6.690155e-08
1 64 64 1.574454e-06
2 32 32 5.545080e-07
3 16 16 1.937903e-07
4 8 8 6.578030e-08
1 64 64 1.548067e-06
2 32 32 5.452146e-07
3 16 16 1.905424e-07
4 8 8 6.467784e-08
1 64 64 1.522122e-06
2 32 32 5.360770e-07
3 16 16 1.873490e-07
4 8 8 6.359386e-08
1 64 64 1.496612e-06
2 32 32 5.270925e-07
3 16 16 1.842090e-07
4 8 8 6.252804e-08
1 64 64 1.471529e-06
2 32 32 5.182586e-07
3 16 16 1.811217e-07
4 8 8 6.148009e-08
1 64 64 1.446866e-06
2 32 32 5.095727e-07
3 16 16 1.780862e-07
4 8 8 6.044970e-08
1 64 64 1.422617e-06
2 32 32 5.010324e-07
3 16 16 1.751015e-07
4 8 8 5.943658e-08
1 64 64 1.398775e-06
2 32 32 4.926352e-07
3 16 16 1.721669e-07
4 8 8 5.844044e-08
1 64 64 1.375331e-06
2 32 32 4.843788e-07
3 16 16 1.692814e-07
4 8 8 5.746099e-08
1 64 64 1.352281e-06
2 32 32 4.762607e-07
3 16 16 1.664443e-07
4 8 8 5.649796e-08
1 64 64 1.329617e-06
2 32 32 4.682787e-07
3 16 16 1.636547e-07
4 8 8 5.555107e-08
1 64 64 1.307333e-06
2 32 32 4.604305e-07
3 16 16 1.609119e-07
4 8 8 5.462005e-08
1 64 64 1.285423e-06
2 32 32 4.527138e-07
3 16 16 1.582151e-07
4 8 8 5.370463e-08
1 64 64 1.263880e-06
2 32 32 4.451265e-07
3 16 16 1.555634e-07
4 8 8 5.280456e-08
1 64 64 1.242697e-06
2 32 32 4.376663e-07
3 16 16 1.529562e-07
4 8 8 5.191957e-08
1 64 64 1.221870e-06
2 32 32 4.303311e-07
3 16 16 1.503927e-07
4 8 8 5.104941e-08
1 64 64 1.201392e-06
2 32 32 4.231189e-07
3 16 16 1.478722e-07
4 8 8 5.019384e-08
1 64 64 1.181257e-06
2 32 32 4.160275e-07
3 16 16 1.453939e-07
4 8 8 4.935260e-08
1 64 64 1.161459e-06
2 32 32 4.090550e-07
3 16 16 1.429571e-07
4 8 8 4.852547e-08
1 64 64 1.141994e-06
2 32 32 4.021994e-07
3 16 16 1.405612e-07
4 8 8 4.771219e-08
1 64 64 1.122854e-06
2 32 32 3.954586e-07
3 16 16 1.382054e-07
4 8 8 4.691255e-08
1 64 64 1.104035e-06
2 32 32 3.888308e-07
3 16 16 1.358892e-07
4 8 8 4.612631e-08
1 64 64 1.085532e-06
2 32 32 3.823141e-07
3 16 16 1.336117e-07
4 8 8 4.535324e-08
1 64 64 1.067339e-06
2 32 32 3.759067e-07
3 16 16 1.313724e-07
4 8 8 4.459313e-08
1 64 64 1.049450e-06
2 32 32 3.696066e-07
3 16 16 1.291706e-07
4 8 8 4.384577e-08
1 64 64 1.031862e-06
2 32 32 3.634121e-07
3 16 16 1.270058e-07
4 8 8 4.311092e-08
1 64 64 1.014568e-06
2 32 32 3.573214e-07
3 16 16 1.248772e-07
4 8 8 4.238840e-08
1 64 64 9.975643e-07
2 32 32 3.513328e-07
3 16 16 1.227843e-07
4 8 8 4.167798e-08
1 64 64 9.808454e-07
2 32 32 3.454445e-07
3 16 16 1.207264e-07
4 8 8 4.097947e-08
1 64 64 9.644067e-07
2 32 32 3.396550e-07
3 16 16 1.187031e-07
4 8 8 4.029266e-08
1 64 64 9.482435e-07
2 32 32 3.339624e-07
3 16 16 1.167137e-07
4 8 8 3.961737e-08
1 64 64 9.323512e-07
2 32 32 3.283653e-07
3 16 16 1.147576e-07
4 8 8 3.895339e-08
1 64 64 9.167253e-07
2 32 32 3.228620e-07
3 16 16 1.128343e-07
4 8 8 3.830054e-08
1 64 64 9.013612e-07
2 32 32 3.174509e-07
3 16 16 1.109432e-07
4 8 8 3.765864e-08
1 64 64 8.862546e-07
2 32 32 3.121305e-07
3 16 16 1.090838e-07
4 8 8 3.702749e-08
1 64 64 8.714013e-07
2 32 32 3.068993e-07
3 16 16 1.072556e-07
4 8 8 3.640692e-08
1 64 64 8.567968e-07
2 32 32 3.017558e-07
3 16 16 1.054580e-07
4 8 8 3.579675e-08
1 64 64 8.424371e-07
2 32 32 2.966984e-07
3 16 16 1.036906e-07
4 8 8 3.519680e-08
1 64 64 8.283181e-07
2 32 32 2.917258e-07
