# step err_l2 res_l2
0 2.463813e-01 1.000000e+00
1 2.428780e-01 3.332999e-01
2 2.400931e-01 1.999398e-01
3 2.374257e-01 1.427711e-01
4 2.348089e-01 1.109996e-01
5 2.322247e-01 9.077233e-02
6 2.296663e-01 7.676114e-02
7 2.271305e-01 6.647963e-02
8 2.246158e-01 5.861147e-02
9 2.221213e-01 5.239455e-02
10 2.196466e-01 4.735712e-02
11 2.171913e-01 4.319150e-02
12 2.147555e-01 3.968848e-02
13 2.123390e-01 3.670082e-02
14 2.099419e-01 3.412193e-02
15 2.075641e-01 3.187288e-02
16 2.052060e-01 2.990866e-02
17 2.028877e-01 2.938623e-02
18 2.014911e-01 4.633092e-02
19 2.000905e-01 2.739692e-02
20 1.979761e-01 3.177673e-02
21 1.971578e-01 3.182256e-02
22 1.951292e-01 2.548593e-02
23 1.939929e-01 3.645581e-02
24 1.923846e-01 2.343002e-02
25 1.908905e-01 3.461410e-02
26 1.896627e-01 2.258989e-02
27 1.879839e-01 3.080210e-02
28 1.869560e-01 2.215237e-02
29 1.852155e-01 2.768070e-02
30 1.842722e-01 2.172999e-02
31 1.825425e-01 2.560431e-02
32 1.816208e-01 2.106376e-02
33 1.799405e-01 2.436364e-02
34 1.790082e-01 2.011662e-02
35 1.773986e-01 2.365686e-02
36 1.764318e-01 1.900694e-02
37 1.749066e-01 2.323677e-02
38 1.738903e-01 1.791525e-02
39 1.724559e-01 2.278365e-02
40 1.713789e-01 1.698945e-02
41 1.700449e-01 2.212498e-02
42 1.688960e-01 1.629124e-02
43 1.676840e-01 2.121558e-02
44 1.664452e-01 1.582174e-02
45 1.653673e-01 1.995654e-02
46 1.640291e-01 1.558412e-02
47 1.630701e-01 1.844399e-02
48 1.616541e-01 1.556168e-02
49 1.607722e-01 1.688704e-02
50 1.593305e-01 1.576155e-02
51 1.584745e-01 1.543918e-02
52 1.570738e-01 1.615477e-02
53 1.561841e-01 1.419341e-02
54 1.548911e-01 1.650412e-02
55 1.539085e-01 1.328172e-02
56 1.527627e-01 1.636657e-02
