# level nx ny res_l2_norm
3 16 16 5.512304e-10
4 8 8 1.365752e-10
1 64 64 2.598174e-08
2 32 32 1.491125e-09
3 16 16 4.742895e-10
4 8 8 1.175120e-10
1 64 64 2.564405e-08
2 32 32 1.282993e-09
3 16 16 4.080880e-10
4 8 8 1.011096e-10
1 64 64 2.533306e-08
2 32 32 1.103912e-09
3 16 16 3.511269e-10
4 8 8 8.699669e-11
1 64 64 2.504282e-08
2 32 32 9.498280e-10
3 16 16 3.021165e-10
4 8 8 7.485365e-11
1 64 64 2.476885e-08
2 32 32 8.172507e-10
3 16 16 2.599470e-10
4 8 8 6.440555e-11
1 64 64 2.450774e-08
2 32 32 7.031786e-10
3 16 16 2.236635e-10
4 8 8 5.541579e-11
1 64 64 2.425693e-08
2 32 32 6.050288e-10
3 16 16 1.924445e-10
4 8 8 4.768083e-11
1 64 64 2.401447e-08
2 32 32 5.205787e-10
3 16 16 1.655830e-10
4 8 8 4.102552e-11
1 64 64 2.377890e-08
2 32 32 4.479162e-10
3 16 16 1.424709e-10
4 8 8 3.529916e-11
1 64 64 2.354909e-08
2 32 32 3.853960e-10
3 16 16 1.225848e-10
4 8 8 3.037209e-11
1 64 64 2.332420e-08
2 32 32 3.316024e-10
3 16 16 1.054743e-10
4 8 8 2.613274e-11
1 64 64 2.310359e-08
2 32 32 2.853173e-10
3 16 16 9.075221e-11
4 8 8 2.248513e-11
1 64 64 2.288675e-08
2 32 32 2.454927e-10
3 16 16 7.808499e-11
4 8 8 1.934664e-11
1 64 64 2.267330e-08
2 32 32 2.112269e-10
3 16 16 6.718586e-11
4 8 8 1.664623e-11
1 64 64 2.246296e-08
2 32 32 1.817439e-10
3 16 16 5.780804e-11
4 8 8 1.432275e-11
1 64 64 2.225547e-08
2 32 32 1.563761e-10
3 16 16 4.973918e-11
4 8 8 1.232357e-11
1 64 64 2.205067e-08
2 32 32 1.345493e-10
3 16 16 4.279657e-11
4 8 8 1.060345e-11
1 64 64 2.184840e-08
2 32 32 1.157690e-10
3 16 16 3.682302e-11
4 8 8 9.123416e-12
1 64 64 2.164854e-08
2 32 32 9.961015e-11
3 16 16 3.168325e-11
4 8 8 7.849968e-12
1 64 64 2.145100e-08
2 32 32 8.570677e-11
3 16 16 2.726090e-11
4 8 8 6.754268e-12
1 64 64 2.125568e-08
2 32 32 7.374405e-11
3 16 16 2.345582e-11
4 8 8 5.811506e-12
1 64 64 2.106253e-08
2 32 32 6.345113e-11
3 16 16 2.018185e-11
4 8 8 5.000336e-12
1 64 64 2.087148e-08
2 32 32 5.459494e-11
3 16 16 1.736487e-11
4 8 8 4.302389e-12
1 64 64 2.068248e-08
2 32 32 4.697494e-11
3 16 16 1.494108e-11
4 8 8 3.701862e-12
1 64 64 2.049547e-08
2 32 32 4.041860e-11
3 16 16 1.285560e-11
4 8 8 3.185156e-12
1 64 64 2.031042e-08
2 32 32 3.477745e-11
3 16 16 1.106122e-11
4 8 8 2.740573e-12
1 64 64 2.012729e-08
2 32 32 2.992376e-11
3 16 16 9.517299e-12
4 8 8 2.358044e-12
1 64 64 1.994604e-08
2 32 32 2.574762e-11
3 16 16 8.188878e-12
4 8 8 2.028909e-12
1 64 64 1.976663e-08
2 32 32 2.215448e-11
3 16 16 7.045879e-12
4 8 8 1.745715e-12
1 64 64 1.958904e-08
2 32 32 1.906296e-11
3 16 16 6.062421e-12
4 8 8 1.502049e-12
1 64 64 1.941323e-08
2 32 32 1.640307e-11
3 16 16 5.216236e-12
4 8 8 1.292394e-12
1 64 64 1.923918e-08
2 32 32 1.411457e-11
3 16 16 4.488162e-12
4 8 8 1.112003e-12
1 64 64 1.906686e-08
2 32 32 1.214564e-11
3 16 16 3.861714e-12
4 8 8 9.567911e-13
1 64 64 1.889624e-08
2 32 32 1.045169e-11
3 16 16 3.322707e-12
4 8 8 8.232435e-13
1 64 64 1.872729e-08
2 32 32 8.994369e-12
3 16 16 2.858936e-12
4 8 8 7.083365e-13
1 64 64 1.856000e-08
2 32 32 7.740667e-12
3 16 16 2.459899e-12
4 8 8 6.094682e-13
1 64 64 1.839434e-08
2 32 32 6.662193e-12
3 16 16 2.116563e-12
4 8 8 5.244001e-13
1 64 64 1.823028e-08
2 32 32 5.734519e-12
3 16 16 1.821151e-12
4 8 8 4.512057e-13
1 64 64 1.806781e-08
2 32 32 4.936633e-12
3 16 16 1.566975e-12
4 8 8 3.882279e-13
1 64 64 1.790689e-08
2 32 32 4.250461e-12
3 16 16 1.348280e-12
4 8 8 3.340406e-13
1 64 64 1.774752e-08
2 32 32 3.660457e-12
3 16 16 1.160113e-12
4 8 8 2.874167e-13
1 64 64 1.758968e-08
2 32 32 3.153248e-12
3 16 16 9.982135e-13
4 8 8 2.473006e-13
1 64 64 1.743333e-08
2 32 32 2.717339e-12
3 16 16 8.589162e-13
4 8 8 2.127840e-13
1 64 64 1.727846e-08
2 32 32 2.342843e-12
3 16 16 7.390663e-13
4 8 8 1.830852e-13
1 64 64 1.712506e-08
2 32 32 2.021263e-12
3 16 16 6.359501e-13
4 8 8 1.575319e-13
1 64 64 1.697310e-08
2 32 32 1.745294e-12
3 16 16 5.472326e-13
4 8 8 1.355453e-13
1 64 64 1.682257e-08
2 32 32 1.508662e-12
3 16 16 4.709047e-13
4 8 8 1.166277e-13
1 64 64 1.667345e-08
2 32 32 1.305975e-12
3 16 16 4.052380e-13
4 8 8 1.003506e-13
1 64 64 1.652573e-08
2 32 32 1.132602e-12
3 16 16 3.487454e-13
4 8 8 8.634564e-14
1 64 64 1.637938e-08
2 32 32 9.845617e-13
3 16 16 3.001475e-13
4 8 8 7.429553e-14
1 64 64 1.623439e-08
2 32 32 8.584348e-13
3 16 16 2.583437e-13
4 8 8 6.392751e-14
1 64 64 1.609074e-08
2 32 32 7.512758e-13
3 16 16 2.223872e-13
4 8 8 5.500676e-14
1 64 64 1.594843e-08
2 32 32 6.605436e-13
3 16 16 1.914635e-13
4 8 8 4.733133e-14
1 64 64 1.580743e-08
2 32 32 5.840362e-13
3 16 16 1.648719e-13
4 8 8 4.072738e-14
1 64 64 1.566772e-08
2 32 32 5.198355e-13
3 16 16 1.420101e-13
4 8 8 3.504541e-14
1 64 64 1.552930e-08
2 32 32 4.662570e-13
3 16 16 1.223598e-13
4 8 8 3.015675e-14
1 64 64 1.539216e-08
2 32 32 4.218098e-13
3 16 16 1.054755e-13
4 8 8 2.595069e-14
1 64 64 1.525626e-08
2 32 32 3.851648e-13
3 16 16 9.097416e-14
4 8 8 2.233199e-14
1 64 64 1.512161e-08
2 32 32 3.551313e-13
3 16 16 7.852664e-14
4 8 8 1.921872e-14
1 64 64 1.498819e-08
2 32 32 3.306435e-13
3 16 16 6.785004e-14
4 8 8 1.654037e-14
1 64 64 1.485599e-08
2 32 32 3.107533e-13
3 16 16 5.870131e-14
4 8 8 1.423628e-14
1 64 64 1.472499e-08
2 32 32 2.946278e-13
3 16 16 5.087170e-14
4 8 8 1.225429e-14
1 64 64 1.459517e-08
2 32 32 2.815466e-13
3 16 16 4.418184e-14
4 8 8 1.054949e-14
1 64 64 1.446654e-08
2 32 32 2.708982e-13
3 16 16 3.847760e-14
4 8 8 9.083265e-15
1 64 64 1.433907e-08
2 32 32 2.621738e-13
3 16 16 3.362644e-14
4 8 8 7.822426e-15
1 64 64 1.421275e-08
2 32 32 2.549571e-13
3 16 16 2.951399e-14
4 8 8 6.738380e-15
1 64 64 1.408758e-08
2 32 32 2.489137e-13
3 16 16 2.604147e-14
4 8 8 5.806584e-15
1 64 64 1.396353e-08
2 32 32 2.437784e-13
3 16 16 2.312288e-14
4 8 8 5.005897e-15
1 64 64 1.384061e-08
2 32 32 2.393434e-13
3 16 16 2.068298e-14
4 8 8 4.318172e-15
1 64 64 1.371879e-08
2 32 32 2.354476e-13
3 16 16 1.865529e-14
4 8 8 3.727781e-15
1 64 64 1.359806e-08
2 32 32 2.319671e-13
3 16 16 1.698069e-14
4 8 8 3.221309e-15
1 64 64 1.347842e-08
2 32 32 2.288069e-13
3 16 16 1.560633e-14
4 8 8 2.787264e-15
1 64 64 1.335986e-08
2 32 32 2.258949e-13
3 16 16 1.448473e-14
4 8 8 2.415732e-15
1 64 64 1.324235e-08
2 32 32 2.231762e-13
3 16 16 1.357350e-14
4 8 8 2.098177e-15
1 64 64 1.312590e-08
2 32 32 2.206092e-13
3 16 16 1.283531e-14
4 8 8 1.827334e-15
1 64 64 1.301050e-08
2 32 32 2.181626e-13
3 16 16 1.223756e-14
4 8 8 1.596889e-15
1 64 64 1.289612e-08
2 32 32 2.158125e-13
3 16 16 1.175249e-14
4 8 8 1.401451e-15
1 64 64 1.278277e-08
2 32 32 2.135412e-13
3 16 16 1.135672e-14
4 8 8 1.236289e-15
1 64 64 1.267042e-08
2 32 32 2.113349e-13
3 16 16 1.103115e-14
4 8 8 1.097375e-15
1 64 64 1.255908e-08
2 32 32 2.091834e-13
3 16 16 1.076024e-14
4 8 8 9.811243e-16
1 64 64 1.244874e-08
2 32 32 2.070789e-13
3 16 16 1.053167e-14
4 8 8 8.843990e-16
1 64 64 1.233937e-08
2 32 32 2.050154e-13
3 16 16 1.033577e-14
4 8 8 8.044223e-16
1 64 64 1.223099e-08
2 32 32 2.029884e-13
3 16 16 1.016499e-14
4 8 8 7.387048e-16
1 64 64 1.212356e-08
2 32 32 2.009944e-13
3 16 16 1.001349e-14
4 8 8 6.849744e-16
1 64 64 1.201709e-08
2 32 32 1.990306e-13
3 16 16 9.876865e-15
4 8 8 6.412867e-16
1 64 64 1.191157e-08
2 32 32 1.970949e-13
3 16 16 9.751673e-15
4 8 8 6.058286e-16
1 64 64 1.180698e-08
2 32 32 1.951856e-13
3 16 16 9.635369e-15
4 8 8 5.770985e-16
1 64 64 1.170332e-08
2 32 32 1.933013e-13
3 16 16 9.525987e-15
4 8 8 5.537634e-16
1 64 64 1.160058e-08
2 32 32 1.914411e-13
3 16 16 9.422061e-15
4 8 8 5.347296e-16
1 64 64 1.149876e-08
2 32 32 1.896038e-13
3 16 16 9.322468e-15
4 8 8 5.190740e-16
1 64 64 1.139783e-08
2 32 32 1.877889e-13
3 16 16 9.226370e-15
4 8 8 5.060581e-16
1 64 64 1.129780e-08
2 32 32 1.859956e-13
3 16 16 9.133135e-15
4 8 8 4.950939e-16
1 64 64 1.119866e-08
2 32 32 1.842234e-13
3 16 16 9.042279e-15
4 8 8 4.857155e-16
1 64 64 1.110040e-08
2 32 32 1.824717e-13
3 16 16 8.953440e-15
4 8 8 4.775627e-16
1 64 64 1.100300e-08
2 32 32 1.807402e-13
3 16 16 8.866343e-15
4 8 8 4.703497e-16
1 64 64 1.090646e-08
2 32 32 1.790284e-13
3 16 16 8.780780e-15
4 8 8 4.638672e-16
1 64 64 1.081078e-08
2 32 32 1.773359e-13
3 16 16 8.696585e-15
4 8 8 4.579465e-16
1 64 64 1.071595e-08
2 32 32 1.756623e-13
3 16 16 8.613637e-15
4 8 8 4.524605e-16
1 64 64 1.062195e-08
2 32 32 1.740075e-13
3 16 16 8.531837e-15
4 8 8 4.473152e-16
1 64 64 1.052878e-08
2 32 32 1.723709e-13
3 16 16 8.451113e-15
4 8 8 4.424364e-16
1 64 64 1.043644e-08
2 32 32 1.707523e-13
3 16 16 8.371404e-15
4 8 8 4.377724e-16
1 64 64 1.034491e-08
2 32 32 1.691515e-13
3 16 16 8.292663e-15
4 8 8 4.332801e-16
1 64 64 1.025419e-08
2 32 32 1.675681e-13
3 16 16 8.214852e-15
4 8 8 4.289295e-16
1 64 64 1.016427e-08
2 32 32 1.660019e-13
3 16 16 8.137935e-15
4 8 8 4.246934e-16
1 64 64 1.007514e-08
2 32 32 1.644526e-13
3 16 16 8.061891e-15
4 8 8 4.205583e-16
1 64 64 9.986799e-09
2 32 32 1.629200e-13
3 16 16 7.986693e-15
4 8 8 4.165066e-16
