# step err_l2 res_l2
0 2.449623e-01 1.000000e+00
1 1.586866e-01 2.392225e-01
2 1.065938e-01 1.078397e-01
3 7.183822e-02 5.924340e-02
4 4.178138e-02 4.742056e-02
5 7.124300e-03 3.098667e-02
6 1.900885e-03 3.188952e-03
7 1.761158e-03 4.748345e-04
8 1.741173e-03 1.979187e-04
9 1.727101e-03 7.729709e-05
10 1.713106e-03 2.672250e-05
11 1.713663e-03 2.482189e-05
12 1.722113e-03 1.475065e-05
13 1.723251e-03 3.059587e-06
14 1.723091e-03 7.619027e-07
15 1.722953e-03 2.682449e-07
16 1.722886e-03 1.879322e-07
17 1.722872e-03 9.536223e-08
18 1.722854e-03 7.727547e-08
19 1.722850e-03 1.217436e-08
20 1.722850e-03 3.949902e-09
