# step err_l2 res_l2
0 2.463645e-01 1.000000e+00
1 2.338641e-01 2.406626e-01
2 2.278279e-01 1.410400e-01
3 2.234073e-01 1.023634e-01
4 2.197727e-01 8.172254e-02
5 2.166258e-01 6.870094e-02
6 2.138196e-01 5.964564e-02
7 2.112687e-01 5.293759e-02
8 2.089186e-01 4.774290e-02
9 2.067317e-01 4.358564e-02
10 2.046807e-01 4.017313e-02
11 2.027454e-01 3.731488e-02
12 2.009100e-01 3.488121e-02
13 1.991621e-01 3.278060e-02
14 1.974915e-01 3.094648e-02
15 1.958901e-01 2.932921e-02
16 1.943508e-01 2.789097e-02
17 1.928680e-01 2.660239e-02
18 1.914365e-01 2.544032e-02
19 1.900522e-01 2.438624e-02
20 1.887113e-01 2.342512e-02
21 1.874106e-01 2.254467e-02
22 1.861471e-01 2.173470e-02
23 1.849184e-01 2.098670e-02
24 1.837222e-01 2.029353e-02
25 1.825565e-01 1.964909e-02
26 1.814193e-01 1.904819e-02
27 1.803091e-01 1.848637e-02
28 1.792244e-01 1.795976e-02
29 1.781638e-01 1.746500e-02
30 1.771260e-01 1.699915e-02
31 1.761099e-01 1.655964e-02
32 1.751145e-01 1.614419e-02
33 1.741388e-01 1.575079e-02
34 1.731818e-01 1.537764e-02
35 1.722427e-01 1.502314e-02
36 1.713209e-01 1.468587e-02
37 1.704155e-01 1.436453e-02
38 1.695258e-01 1.405798e-02
39 1.686514e-01 1.376517e-02
40 1.677915e-01 1.348514e-02
41 1.669456e-01 1.321704e-02
42 1.661132e-01 1.296009e-02
43 1.652938e-01 1.271357e-02
44 1.644869e-01 1.247682e-02
45 1.636922e-01 1.224926e-02
46 1.629092e-01 1.203032e-02
47 1.621376e-01 1.181951e-02
48 1.613769e-01 1.161636e-02
49 1.606268e-01 1.142043e-02
50 1.598869e-01 1.123134e-02
51 1.591571e-01 1.104870e-02
52 1.584370e-01 1.087219e-02
53 1.577262e-01 1.070147e-02
54 1.570245e-01 1.053626e-02
55 1.563318e-01 1.037629e-02
56 1.556476e-01 1.022128e-02
57 1.549718e-01 1.007102e-02
58 1.543042e-01 9.925256e-03
59 1.536445e-01 9.783796e-03
60 1.529926e-01 9.646439e-03
61 1.523482e-01 9.513000e-03
62 1.517112e-01 9.383305e-03
63 1.510813e-01 9.257192e-03
64 1.504584e-01 9.134505e-03
65 1.498424e-01 9.015102e-03
66 1.492330e-01 8.898845e-03
67 1.486302e-01 8.785605e-03
68 1.480337e-01 8.675260e-03
69 1.474434e-01 8.567696e-03
70 1.468592e-01 8.462803e-03
71 1.462809e-01 8.360478e-03
72 1.457085e-01 8.260623e-03
73 1.451417e-01 8.163146e-03
74 1.445805e-01 8.067959e-03
75 1.440248e-01 7.974976e-03
76 1.434744e-01 7.884120e-03
77 1.429293e-01 7.795315e-03
78 1.423893e-01 7.708487e-03
79 1.418543e-01 7.623570e-03
80 1.413242e-01 7.540496e-03
81 1.407990e-01 7.459205e-03
82 1.402785e-01 7.379636e-03
83 1.397626e-01 7.301733e-03
84 1.392514e-01 7.225440e-03
85 1.387446e-01 7.150708e-03
86 1.382421e-01 7.077484e-03
87 1.377440e-01 7.005723e-03
88 1.372502e-01 6.935379e-03
89 1.367605e-01 6.866408e-03
90 1.362749e-01 6.798768e-03
91 1.357933e-01 6.732420e-03
92 1.353156e-01 6.667325e-03
93 1.348419e-01 6.603446e-03
94 1.343719e-01 6.540747e-03
95 1.339057e-01 6.479195e-03
96 1.334432e-01 6.418758e-03
97 1.329843e-01 6.359403e-03
