# level nx ny res_l2_norm
1 64 64 5.119375e-03
2 32 32 1.793526e-03
3 16 16 6.177257e-04
4 8 8 2.010102e-04
1 64 64 4.934913e-03
2 32 32 1.729387e-03
3 16 16 5.960927e-04
4 8 8 1.944011e-04
1 64 64 4.762068e-03
2 32 32 1.669259e-03
3 16 16 5.757882e-04
4 8 8 1.881788e-04
1 64 64 4.599836e-03
2 32 32 1.612799e-03
3 16 16 5.567007e-04
4 8 8 1.823121e-04
1 64 64 4.447327e-03
2 32 32 1.559701e-03
3 16 16 5.387305e-04
4 8 8 1.767729e-04
1 64 64 4.303743e-03
2 32 32 1.509690e-03
3 16 16 5.217879e-04
4 8 8 1.715357e-04
1 64 64 4.168368e-03
2 32 32 1.462522e-03
3 16 16 5.057923e-04
4 8 8 1.665775e-04
1 64 64 4.040559e-03
2 32 32 1.417974e-03
3 16 16 4.906707e-04
4 8 8 1.618773e-04
1 64 64 3.919731e-03
2 32 32 1.375844e-03
3 16 16 4.763570e-04
4 8 8 1.574161e-04
1 64 64 3.805357e-03
2 32 32 1.335952e-03
3 16 16 4.627908e-04
4 8 8 1.531763e-04
1 64 64 3.696955e-03
2 32 32 1.298130e-03
3 16 16 4.499172e-04
4 8 8 1.491421e-04
1 64 64 3.594087e-03
2 32 32 1.262228e-03
3 16 16 4.376861e-04
4 8 8 1.452986e-04
1 64 64 3.496351e-03
2 32 32 1.228106e-03
3 16 16 4.260514e-04
4 8 8 1.416326e-04
1 64 64 3.403382e-03
2 32 32 1.195638e-03
3 16 16 4.149709e-04
4 8 8 1.381317e-04
1 64 64 3.314840e-03
2 32 32 1.164707e-03
3 16 16 4.044058e-04
4 8 8 1.347845e-04
1 64 64 3.230418e-03
2 32 32 1.135206e-03
3 16 16 3.943204e-04
4 8 8 1.315805e-04
1 64 64 3.149829e-03
2 32 32 1.107036e-03
3 16 16 3.846819e-04
4 8 8 1.285101e-04
1 64 64 3.072813e-03
2 32 32 1.080107e-03
3 16 16 3.754601e-04
4 8 8 1.255645e-04
1 64 64 2.999126e-03
2 32 32 1.054334e-03
3 16 16 3.666269e-04
4 8 8 1.227355e-04
1 64 64 2.928546e-03
2 32 32 1.029641e-03
3 16 16 3.581567e-04
4 8 8 1.200155e-04
1 64 64 2.860867e-03
2 32 32 1.005956e-03
3 16 16 3.500256e-04
4 8 8 1.173975e-04
1 64 64 2.795899e-03
2 32 32 9.832135e-04
3 16 16 3.422117e-04
4 8 8 1.148752e-04
1 64 64 2.733466e-03
2 32 32 9.613523e-04
3 16 16 3.346947e-04
4 8 8 1.124425e-04
1 64 64 2.673407e-03
2 32 32 9.403165e-04
3 16 16 3.274558e-04
4 8 8 1.100940e-04
1 64 64 2.615571e-03
2 32 32 9.200540e-04
3 16 16 3.204776e-04
4 8 8 1.078246e-04
1 64 64 2.559820e-03
2 32 32 9.005169e-04
3 16 16 3.137443e-04
4 8 8 1.056297e-04
1 64 64 2.506026e-03
2 32 32 8.816608e-04
3 16 16 3.072409e-04
4 8 8 1.035048e-04
1 64 64 2.454071e-03
2 32 32 8.634446e-04
3 16 16 3.009538e-04
4 8 8 1.014461e-04
1 64 64 2.403845e-03
2 32 32 8.458304e-04
3 16 16 2.948703e-04
4 8 8 9.944984e-05
1 64 64 2.355246e-03
2 32 32 8.287830e-04
3 16 16 2.889787e-04
4 8 8 9.751253e-05
1 64 64 2.308181e-03
2 32 32 8.122701e-04
3 16 16 2.832681e-04
4 8 8 9.563104e-05
1 64 64 2.262564e-03
2 32 32 7.962615e-04
3 16 16 2.777286e-04
4 8 8 9.380245e-05
1 64 64 2.218313e-03
2 32 32 7.807294e-04
3 16 16 2.723507e-04
4 8 8 9.202403e-05
1 64 64 2.175355e-03
2 32 32 7.656481e-04
3 16 16 2.671260e-04
4 8 8 9.029326e-05
1 64 64 2.133622e-03
2 32 32 7.509937e-04
3 16 16 2.620464e-04
4 8 8 8.860783e-05
1 64 64 2.093048e-03
2 32 32 7.367441e-04
3 16 16 2.571047e-04
4 8 8 8.696555e-05
1 64 64 2.053576e-03
2 32 32 7.228789e-04
3 16 16 2.522938e-04
4 8 8 8.536442e-05
1 64 64 2.015150e-03
2 32 32 7.093791e-04
3 16 16 2.476076e-04
4 8 8 8.380259e-05
1 64 64 1.977720e-03
2 32 32 6.962270e-04
3 16 16 2.430400e-04
4 8 8 8.227830e-05
1 64 64 1.941239e-03
2 32 32 6.834063e-04
3 16 16 2.385857e-04
4 8 8 8.078995e-05
1 64 64 1.905662e-03
2 32 32 6.709018e-04
3 16 16 2.342395e-04
4 8 8 7.933604e-05
1 64 64 1.870950e-03
2 32 32 6.586995e-04
3 16 16 2.299967e-04
4 8 8 7.791516e-05
1 64 64 1.837063e-03
2 32 32 6.467862e-04
3 16 16 2.258530e-04
4 8 8 7.652601e-05
1 64 64 1.803968e-03
2 32 32 6.351496e-04
3 16 16 2.218042e-04
4 8 8 7.516738e-05
1 64 64 1.771632e-03
2 32 32 6.237785e-04
3 16 16 2.178465e-04
4 8 8 7.383811e-05
1 64 64 1.740023e-03
2 32 32 6.126621e-04
3 16 16 2.139764e-04
4 8 8 7.253715e-05
1 64 64 1.709114e-03
2 32 32 6.017907e-04
3 16 16 2.101904e-04
4 8 8 7.126350e-05
1 64 64 1.678878e-03
2 32 32 5.911549e-04
3 16 16 2.064856e-04
4 8 8 7.001622e-05
1 64 64 1.649289e-03
2 32 32 5.807461e-04
3 16 16 2.028590e-04
4 8 8 6.879443e-05
1 64 64 1.620325e-03
2 32 32 5.705562e-04
3 16 16 1.993079e-04
4 8 8 6.759731e-05
1 64 64 1.591964e-03
2 32 32 5.605777e-04
3 16 16 1.958297e-04
4 8 8 6.642407e-05
1 64 64 1.564186e-03
2 32 32 5.508034e-04
3 16 16 1.924220e-04
4 8 8 6.527398e-05
1 64 64 1.536970e-03
2 32 32 5.412266e-04
3 16 16 1.890825e-04
4 8 8 6.414636e-05
1 64 64 1.510300e-03
2 32 32 5.318410e-04
3 16 16 1.858092e-04
4 8 8 6.304054e-05
1 64 64 1.484158e-03
2 32 32 5.226408e-04
3 16 16 1.826000e-04
4 8 8 6.195591e-05
1 64 64 1.458528e-03
2 32 32 5.136203e-04
3 16 16 1.794530e-04
4 8 8 6.089189e-05
1 64 64 1.433395e-03
2 32 32 5.047742e-04
3 16 16 1.763665e-04
4 8 8 5.984791e-05
1 64 64 1.408744e-03
2 32 32 4.960977e-04
3 16 16 1.733387e-04
4 8 8 5.882345e-05
1 64 64 1.384563e-03
2 32 32 4.875858e-04
3 16 16 1.703680e-04
4 8 8 5.781800e-05
1 64 64 1.360838e-03
2 32 32 4.792343e-04
3 16 16 1.674530e-04
4 8 8 5.683109e-05
1 64 64 1.337557e-03
2 32 32 4.710388e-04
3 16 16 1.645921e-04
4 8 8 5.586225e-05
1 64 64 1.314708e-03
2 32 32 4.629952e-04
3 16 16 1.617841e-04
4 8 8 5.491106e-05
1 64 64 1.292281e-03
2 32 32 4.550998e-04
3 16 16 1.590275e-04
4 8 8 5.397709e-05
1 64 64 1.270265e-03
2 32 32 4.473488e-04
3 16 16 1.563211e-04
4 8 8 5.305995e-05
1 64 64 1.248650e-03
2 32 32 4.397388e-04
3 16 16 1.536637e-04
4 8 8 5.215924e-05
1 64 64 1.227427e-03
2 32 32 4.322665e-04
3 16 16 1.510542e-04
4 8 8 5.127461e-05
1 64 64 1.206586e-03
2 32 32 4.249285e-04
3 16 16 1.484915e-04
4 8 8 5.040569e-05
1 64 64 1.186118e-03
2 32 32 4.177219e-04
3 16 16 1.459745e-04
4 8 8 4.955216e-05
1 64 64 1.166015e-03
2 32 32 4.106436e-04
3 16 16 1.435022e-04
4 8 8 4.871367e-05
1 64 64 1.146269e-03
2 32 32 4.036910e-04
3 16 16 1.410737e-04
4 8 8 4.788992e-05
1 64 64 1.126873e-03
2 32 32 3.968611e-04
3 16 16 1.386879e-04
4 8 8 4.708059e-05
1 64 64 1.107818e-03
2 32 32 3.901515e-04
3 16 16 1.363440e-04
4 8 8 4.628539e-05
1 64 64 1.089098e-03
2 32 32 3.835596e-04
3 16 16 1.340412e-04
4 8 8 4.550404e-05
1 64 64 1.070705e-03
2 32 32 3.770829e-04
3 16 16 1.317785e-04
4 8 8 4.473626e-05
1 64 64 1.052633e-03
2 32 32 3.707191e-04
3 16 16 1.295552e-04
4 8 8 4.398178e-05
1 64 64 1.034876e-03
2 32 32 3.644659e-04
3 16 16 1.273705e-04
4 8 8 4.324034e-05
1 64 64 1.017426e-03
2 32 32 3.583212e-04
3 16 16 1.252236e-04
4 8 8 4.251169e-05
1 64 64 1.000279e-03
2 32 32 3.522826e-04
3 16 16 1.231137e-04
4 8 8 4.179558e-05
1 64 64 9.834271e-04
2 32 32 3.463483e-04
3 16 16 1.210403e-04
4 8 8 4.109178e-05
1 64 64 9.668658e-04
2 32 32 3.405162e-04
3 16 16 1.190024e-04
4 8 8 4.040005e-05
1 64 64 9.505892e-04
2 32 32 3.347842e-04
3 16 16 1.169996e-04
4 8 8 3.972016e-05
1 64 64 9.345920e-04
2 32 32 3.291506e-04
3 16 16 1.150310e-04
4 8 8 3.905191e-05
1 64 64 9.188687e-04
2 32 32 3.236135e-04
3 16 16 1.130962e-04
4 8 8 3.839506e-05
1 64 64 9.034144e-04
2 32 32 3.181710e-04
3 16 16 1.111944e-04
4 8 8 3.774941e-05
1 64 64 8.882240e-04
2 32 32 3.128214e-04
3 16 16 1.093250e-04
4 8 8 3.711477e-05
1 64 64 8.732927e-04
2 32 32 3.075631e-04
3 16 16 1.074875e-04
4 8 8 3.649092e-05
1 64 64 8.586157e-04
2 32 32 3.023942e-04
3 16 16 1.056812e-04
4 8 8 3.587768e-05
1 64 64 8.441884e-04
2 32 32 2.973133e-04
3 16 16 1.039057e-04
4 8 8 3.527485e-05
1 64 64 8.300062e-04
2 32 32 2.923187e-04
3 16 16 1.021603e-04
4 8 8 3.468225e-05
1 64 64 8.160648e-04
2 32 32 2.874089e-04
3 16 16 1.004445e-04
4 8 8 3.409969e-05
1 64 64 8.023598e-04
2 32 32 2.825823e-04
3 16 16 9.875776e-05
4 8 8 3.352700e-05
1 64 64 7.888871e-04
2 32 32 2.778375e-04
3 16 16 9.709960e-05
4 8 8 3.296401e-05
1 64 64 7.756425e-04
2 32 32 2.731730e-04
3 16 16 9.546951e-05
4 8 8 3.241054e-05
1 64 64 7.626220e-04
2 32 32 2.685874e-04
3 16 16 9.386698e-05
4 8 8 3.186643e-05
1 64 64 7.498216e-04
2 32 32 2.640794e-04
3 16 16 9.229153e-05
4 8 8 3.133151e-05
1 64 64 7.372374e-04
2 32 32 2.596474e-04
3 16 16 9.074268e-05
4 8 8 3.080562e-05
1 64 64 7.248658e-04
2 32 32 2.552904e-04
3 16 16 8.921998e-05
4 8 8 3.028861e-05
1 64 64 7.127029e-04
2 32 32 2.510068e-04
3 16 16 8.772297e-05
4 8 8 2.978032e-05
1 64 64 7.007452e-04
2 32 32 2.467955e-04
3 16 16 8.625120e-05
4 8 8 2.928060e-05
1 64 64 6.889891e-04
2 32 32 2.426552e-04
3 16 16 8.480423e-05
4 8 8 2.878930e-05
1 64 64 6.774311e-04
2 32 32 2.385846e-04
3 16 16 8.338165e-05
4 8 8 2.830628e-05
1 64 64 6.660678e-04
2 32 32 2.345826e-04
3 16 16 8.198302e-05
4 8 8 2.783140e-05
1 64 64 6.548958e-04
2 32 32 2.306480e-04
3 16 16 8.060794e-05
4 8 8 2.736451e-05
1 64 64 6.439119e-04
2 32 32 2.267796e-04
3 16 16 7.925600e-05
4 8 8 2.690549e-05
1 64 64 6.331128e-04
2 32 32 2.229763e-04
3 16 16 7.792680e-05
4 8 8 2.645418e-05
1 64 64 6.224954e-04
2 32 32 2.192370e-04
3 16 16 7.661996e-05
4 8 8 2.601047e-05
1 64 64 6.120566e-04
2 32 32 2.155605e-04
3 16 16 7.533510e-05
4 8 8 2.557423e-05
1 64 64 6.017932e-04
2 32 32 2.119459e-04
3 16 16 7.407183e-05
4 8 8 2.514532e-05
1 64 64 5.917024e-04
2 32 32 2.083920e-04
3 16 16 7.282980e-05
4 8 8 2.472361e-05
1 64 64 5.817811e-04
2 32 32 2.048979e-04
3 16 16 7.160864e-05
4 8 8 2.430900e-05
1 64 64 5.720266e-04
2 32 32 2.014624e-04
3 16 16 7.040800e-05
4 8 8 2.390136e-05
1 64 64 5.624359e-04
2 32 32 1.980847e-04
3 16 16 6.922752e-05
4 8 8 2.350056e-05
1 64 64 5.530062e-04
2 32 32 1.947636e-04
3 16 16 6.806687e-05
4 8 8 2.310650e-05
1 64 64 5.437350e-04
2 32 32 1.914984e-04
3 16 16 6.692570e-05
4 8 8 2.271906e-05
1 64 64 5.346194e-04
2 32 32 1.882880e-04
3 16 16 6.580370e-05
4 8 8 2.233812e-05
1 64 64 5.256568e-04
2 32 32 1.851315e-04
3 16 16 6.470053e-05
4 8 8 2.196358e-05
1 64 64 5.168447e-04
2 32 32 1.820279e-04
3 16 16 6.361588e-05
4 8 8 2.159533e-05
1 64 64 5.081805e-04
2 32 32 1.789765e-04
3 16 16 6.254944e-05
4 8 8 2.123326e-05
1 64 64 4.996617e-04
2 32 32 1.759762e-04
3 16 16 6.150089e-05
4 8 8 2.087727e-05
1 64 64 4.912858e-04
2 32 32 1.730263e-04
3 16 16 6.046994e-05
4 8 8 2.052726e-05
1 64 64 4.830505e-04
2 32 32 1.701259e-04
3 16 16 5.945628e-05
4 8 8 2.018312e-05
1 64 64 4.749533e-04
2 32 32 1.672742e-04
3 16 16 5.845963e-05
4 8 8 1.984476e-05
1 64 64 4.669920e-04
2 32 32 1.644703e-04
3 16 16 5.747970e-05
4 8 8 1.951207e-05
1 64 64 4.591642e-04
2 32 32 1.617134e-04
3 16 16 5.651621e-05
4 8 8 1.918497e-05
1 64 64 4.514677e-04
2 32 32 1.590028e-04
3 16 16 5.556888e-05
4 8 8 1.886335e-05
1 64 64 4.439003e-04
2 32 32 1.563376e-04
3 16 16 5.463744e-05
4 8 8 1.854713e-05
1 64 64 4.364598e-04
2 32 32 1.537171e-04
3 16 16 5.372162e-05
4 8 8 1.823622e-05
1 64 64 4.291441e-04
2 32 32 1.511406e-04
3 16 16 5.282115e-05
4 8 8 1.793052e-05
1 64 64 4.219511e-04
2 32 32 1.486073e-04
3 16 16 5.193579e-05
4 8 8 1.762995e-05
1 64 64 4.148787e-04
2 32 32 1.461165e-04
3 16 16 5.106528e-05
4 8 8 1.733442e-05
1 64 64 4.079249e-04
2 32 32 1.436674e-04
3 16 16 5.020936e-05
4 8 8 1.704384e-05
1 64 64 4.010877e-04
2 32 32 1.412594e-04
3 16 16 4.936780e-05
4 8 8 1.675814e-05
1 64 64 3.943652e-04
2 32 32 1.388918e-04
3 16 16 4.854035e-05
4 8 8 1.647724e-05
1 64 64 3.877553e-04
2 32 32 1.365638e-04
3 16 16 4.772677e-05
4 8 8 1.620104e-05
1 64 64 3.812563e-04
2 32 32 1.342749e-04
3 16 16 4.692683e-05
4 8 8 1.592948e-05
1 64 64 3.748662e-04
2 32 32 1.320244e-04
3 16 16 4.614030e-05
4 8 8 1.566247e-05
1 64 64 3.685833e-04
2 32 32 1.298116e-04
3 16 16 4.536696e-05
4 8 8 1.539993e-05
1 64 64 3.624057e-04
2 32 32 1.276359e-04
3 16 16 4.460658e-05
4 8 8 1.514180e-05
1 64 64 3.563316e-04
2 32 32 1.254967e-04
3 16 16 4.385895e-05
4 8 8 1.488800e-05
1 64 64 3.503594e-04
2 32 32 1.233933e-04
3 16 16 4.312385e-05
4 8 8 1.463845e-05
1 64 64 3.444873e-04
2 32 32 1.213252e-04
3 16 16 4.240108e-05
4 8 8 1.439309e-05
1 64 64 3.387136e-04
2 32 32 1.192918e-04
3 16 16 4.169042e-05
4 8 8 1.415184e-05
1 64 64 3.330367e-04
2 32 32 1.172924e-04
3 16 16 4.099168e-05
4 8 8 1.391464e-05
1 64 64 3.274549e-04
2 32 32 1.153266e-04
3 16 16 4.030465e-05
4 8 8 1.368141e-05
1 64 64 3.219668e-04
2 32 32 1.133937e-04
3 16 16 3.962913e-05
4 8 8 1.345209e-05
1 64 64 3.165706e-04
2 32 32 1.114932e-04
3 16 16 3.896494e-05
4 8 8 1.322662e-05
1 64 64 3.112649e-04
2 32 32 1.096246e-04
3 16 16 3.831188e-05
4 8 8 1.300493e-05
1 64 64 3.060481e-04
2 32 32 1.077873e-04
3 16 16 3.766977e-05
4 8 8 1.278695e-05
1 64 64 3.009187e-04
2 32 32 1.059808e-04
3 16 16 3.703842e-05
4 8 8 1.257263e-05
1 64 64 2.958753e-04
2 32 32 1.042045e-04
3 16 16 3.641765e-05
4 8 8 1.236190e-05
1 64 64 2.909165e-04
2 32 32 1.024581e-04
3 16 16 3.580729e-05
4 8 8 1.215471e-05
1 64 64 2.860407e-04
2 32 32 1.007409e-04
3 16 16 3.520716e-05
4 8 8 1.195099e-05
1 64 64 2.812467e-04
2 32 32 9.905248e-05
3 16 16 3.461709e-05
4 8 8 1.175068e-05
1 64 64 2.765331e-04
2 32 32 9.739237e-05
3 16 16 3.403691e-05
4 8 8 1.155373e-05
1 64 64 2.718984e-04
2 32 32 9.576009e-05
3 16 16 3.346645e-05
4 8 8 1.136008e-05
1 64 64 2.673415e-04
2 32 32 9.415516e-05
3 16 16 3.290556e-05
4 8 8 1.116968e-05
1 64 64 2.628609e-04
2 32 32 9.257714e-05
3 16 16 3.235406e-05
4 8 8 1.098247e-05
1 64 64 2.584554e-04
2 32 32 9.102556e-05
3 16 16 3.181181e-05
4 8 8 1.079840e-05
1 64 64 2.541237e-04
2 32 32 8.949999e-05
3 16 16 3.127865e-05
4 8 8 1.061741e-05
1 64 64 2.498646e-04
2 32 32 8.799999e-05
3 16 16 3.075442e-05
4 8 8 1.043946e-05
1 64 64 2.456770e-04
2 32 32 8.652513e-05
3 16 16 3.023898e-05
4 8 8 1.026449e-05
1 64 64 2.415595e-04
2 32 32 8.507499e-05
3 16 16 2.973218e-05
4 8 8 1.009245e-05
1 64 64 2.375110e-04
2 32 32 8.364915e-05
3 16 16 2.923387e-05
4 8 8 9.923299e-06
1 64 64 2.335304e-04
2 32 32 8.224721e-05
3 16 16 2.874392e-05
4 8 8 9.756981e-06
1 64 64 2.296165e-04
2 32 32 8.086876e-05
3 16 16 2.826218e-05
4 8 8 9.593451e-06
1 64 64 2.257681e-04
2 32 32 7.951342e-05
3 16 16 2.778851e-05
4 8 8 9.432662e-06
1 64 64 2.219843e-04
2 32 32 7.818080e-05
3 16 16 2.732278e-05
4 8 8 9.274568e-06
1 64 64 2.182639e-04
2 32 32 7.687051e-05
3 16 16 2.686485e-05
4 8 8 9.119124e-06
1 64 64 2.146059e-04
2 32 32 7.558218e-05
3 16 16 2.641460e-05
4 8 8 8.966286e-06
1 64 64 2.110091e-04
2 32 32 7.431544e-05
3 16 16 2.597190e-05
4 8 8 8.816009e-06
1 64 64 2.074727e-04
2 32 32 7.306993e-05
3 16 16 2.553662e-05
4 8 8 8.668252e-06
1 64 64 2.039955e-04
2 32 32 7.184530e-05
3 16 16 2.510863e-05
4 8 8 8.522970e-06
1 64 64 2.005766e-04
2 32 32 7.064119e-05
3 16 16 2.468781e-05
4 8 8 8.380124e-06
1 64 64 1.972150e-04
2 32 32 6.945727e-05
3 16 16 2.427405e-05
4 8 8 8.239672e-06
1 64 64 1.939097e-04
2 32 32 6.829318e-05
3 16 16 2.386722e-05
4 8 8 8.101575e-06
1 64 64 1.906598e-04
2 32 32 6.714861e-05
3 16 16 2.346721e-05
4 8 8 7.965791e-06
1 64 64 1.874644e-04
2 32 32 6.602321e-05
3 16 16 2.307391e-05
4 8 8 7.832284e-06
1 64 64 1.843226e-04
2 32 32 6.491668e-05
3 16 16 2.268720e-05
4 8 8 7.701015e-06
1 64 64 1.812334e-04
2 32 32 6.382870e-05
3 16 16 2.230696e-05
4 8 8 7.571945e-06
1 64 64 1.781960e-04
2 32 32 6.275895e-05
3 16 16 2.193310e-05
4 8 8 7.445039e-06
1 64 64 1.752095e-04
2 32 32 6.170712e-05
3 16 16 2.156551e-05
4 8 8 7.320260e-06
1 64 64 1.722730e-04
2 32 32 6.067293e-05
3 16 16 2.120408e-05
4 8 8 7.197573e-06
1 64 64 1.693858e-04
2 32 32 5.965607e-05
3 16 16 2.084870e-05
4 8 8 7.076941e-06
1 64 64 1.665469e-04
2 32 32 5.865625e-05
3 16 16 2.049928e-05
4 8 8 6.958332e-06
1 64 64 1.637556e-04
2 32 32 5.767319e-05
3 16 16 2.015572e-05
4 8 8 6.841710e-06
1 64 64 1.610111e-04
2 32 32 5.670660e-05
3 16 16 1.981792e-05
4 8 8 6.727044e-06
1 64 64 1.583126e-04
2 32 32 5.575622e-05
3 16 16 1.948577e-05
4 8 8 6.614299e-06
1 64 64 1.556594e-04
2 32 32 5.482176e-05
3 16 16 1.915920e-05
4 8 8 6.503443e-06
1 64 64 1.530505e-04
2 32 32 5.390296e-05
3 16 16 1.883809e-05
4 8 8 6.394446e-06
1 64 64 1.504855e-04
2 32 32 5.299956e-05
3 16 16 1.852237e-05
4 8 8 6.287276e-06
1 64 64 1.479634e-04
2 32 32 5.211131e-05
3 16 16 1.821194e-05
4 8 8 6.181901e-06
1 64 64 1.454835e-04
2 32 32 5.123794e-05
3 16 16 1.790672e-05
4 8 8 6.078293e-06
1 64 64 1.430453e-04
2 32 32 5.037920e-05
3 16 16 1.760660e-05
4 8 8 5.976422e-06
1 64 64 1.406479e-04
2 32 32 4.953486e-05
3 16 16 1.731152e-05
4 8 8 5.876257e-06
1 64 64 1.382907e-04
2 32 32 4.870467e-05
3 16 16 1.702138e-05
4 8 8 5.777772e-06
1 64 64 1.359730e-04
2 32 32 4.788839e-05
3 16 16 1.673611e-05
4 8 8 5.680937e-06
1 64 64 1.336941e-04
2 32 32 4.708580e-05
3 16 16 1.645562e-05
4 8 8 5.585725e-06
1 64 64 1.314534e-04
2 32 32 4.629665e-05
3 16 16 1.617983e-05
4 8 8 5.492109e-06
1 64 64 1.292503e-04
2 32 32 4.552074e-05
3 16 16 1.590866e-05
4 8 8 5.400062e-06
1 64 64 1.270841e-04
2 32 32 4.475782e-05
3 16 16 1.564203e-05
4 8 8 5.309558e-06
1 64 64 1.249542e-04
2 32 32 4.400769e-05
3 16 16 1.537988e-05
4 8 8 5.220571e-06
1 64 64 1.228600e-04
2 32 32 4.327014e-05
3 16 16 1.512211e-05
4 8 8 5.133075e-06
1 64 64 1.208009e-04
2 32 32 4.254494e-05
3 16 16 1.486867e-05
4 8 8 5.047045e-06
1 64 64 1.187763e-04
2 32 32 4.183190e-05
3 16 16 1.461948e-05
4 8 8 4.962457e-06
1 64 64 1.167857e-04
2 32 32 4.113081e-05
3 16 16 1.437446e-05
4 8 8 4.879287e-06
1 64 64 1.148284e-04
2 32 32 4.044147e-05
3 16 16 1.413354e-05
4 8 8 4.797511e-06
1 64 64 1.129039e-04
2 32 32 3.976368e-05
3 16 16 1.389667e-05
4 8 8 4.717106e-06
1 64 64 1.110116e-04
2 32 32 3.909725e-05
3 16 16 1.366377e-05
4 8 8 4.638048e-06
1 64 64 1.091511e-04
2 32 32 3.844199e-05
3 16 16 1.343476e-05
4 8 8 4.560315e-06
1 64 64 1.073218e-04
2 32 32 3.779772e-05
3 16 16 1.320960e-05
4 8 8 4.483885e-06
1 64 64 1.055231e-04
2 32 32 3.716424e-05
3 16 16 1.298821e-05
4 8 8 4.408736e-06
1 64 64 1.037546e-04
2 32 32 3.654138e-05
3 16 16 1.277053e-05
4 8 8 4.334846e-06
1 64 64 1.020157e-04
2 32 32 3.592895e-05
3 16 16 1.255650e-05
4 8 8 4.262195e-06
1 64 64 1.003059e-04
2 32 32 3.532679e-05
3 16 16 1.234606e-05
4 8 8 4.190762e-06
1 64 64 9.862481e-05
2 32 32 3.473473e-05
3 16 16 1.213914e-05
4 8 8 4.120525e-06
1 64 64 9.697188e-05
2 32 32 3.415258e-05
3 16 16 1.193569e-05
4 8 8 4.051466e-06
1 64 64 9.534666e-05
2 32 32 3.358019e-05
3 16 16 1.173565e-05
4 8 8 3.983564e-06
1 64 64 9.374868e-05
2 32 32 3.301740e-05
3 16 16 1.153897e-05
4 8 8 3.916801e-06
1 64 64 9.217748e-05
2 32 32 3.246404e-05
3 16 16 1.134558e-05
4 8 8 3.851156e-06
1 64 64 9.063261e-05
2 32 32 3.191995e-05
3 16 16 1.115543e-05
4 8 8 3.786611e-06
1 64 64 8.911363e-05
2 32 32 3.138498e-05
