# step err_l2 res_l2
0 2.462974e-01 1.000000e+00
1 2.385699e-01 6.253819e-01
2 2.337332e-01 4.199591e-01
3 2.302053e-01 3.048298e-01
4 2.273615e-01 2.374637e-01
5 2.804610e-01 1.021808e-01
6 2.795739e-01 9.230044e-02
7 2.787374e-01 8.439575e-02
8 2.779431e-01 7.791186e-02
9 2.771847e-01 7.248541e-02
10 9.171989e-02 4.761715e-02
11 9.092677e-02 4.530536e-02
12 9.016630e-02 4.325765e-02
13 8.943578e-02 4.141228e-02
14 8.873288e-02 3.973214e-02
15 7.658348e-02 2.963743e-02
16 7.604385e-02 2.869115e-02
17 7.551933e-02 2.781371e-02
18 7.500908e-02 2.699111e-02
19 7.451234e-02 2.621587e-02
20 5.787267e-02 2.065160e-02
21 5.745282e-02 2.013753e-02
22 5.704224e-02 1.965018e-02
23 5.664055e-02 1.918524e-02
24 5.624737e-02 1.874042e-02
25 4.609603e-02 1.519414e-02
26 4.576872e-02 1.487568e-02
27 4.544751e-02 1.457062e-02
28 4.513221e-02 1.427705e-02
29 4.482259e-02 1.399400e-02
30 3.704090e-02 1.157288e-02
31 3.678019e-02 1.136083e-02
32 3.652378e-02 1.115640e-02
33 3.627151e-02 1.095861e-02
34 3.602328e-02 1.076695e-02
35 3.012360e-02 9.047282e-03
36 2.991254e-02 8.899185e-03
37 2.970461e-02 8.755763e-03
38 2.949974e-02 8.616438e-03
39 2.929784e-02 8.480916e-03
40 2.473816e-02 7.222045e-03
41 2.456481e-02 7.114695e-03
42 2.439383e-02 7.010348e-03
43 2.422519e-02 6.908649e-03
44 2.405881e-02 6.809421e-03
45 2.049137e-02 5.863119e-03
46 2.034733e-02 5.782823e-03
47 2.020515e-02 5.704529e-03
48 2.006479e-02 5.628011e-03
49 1.992620e-02 5.553158e-03
50 1.709663e-02 4.824472e-03
51 1.697585e-02 4.762765e-03
52 1.685655e-02 4.702439e-03
53 1.673870e-02 4.643345e-03
54 1.662227e-02 4.585410e-03
55 1.434907e-02 4.012128e-03
56 1.424708e-02 3.963604e-03
57 1.414629e-02 3.916061e-03
58 1.404668e-02 3.869400e-03
59 1.394822e-02 3.823572e-03
60 1.210077e-02 3.364141e-03
61 1.201418e-02 3.325244e-03
62 1.192858e-02 3.287066e-03
63 1.184396e-02 3.249538e-03
64 1.176028e-02 3.212625e-03
65 1.024379e-02 2.838718e-03
66 1.016999e-02 2.807047e-03
67 1.009701e-02 2.775917e-03
68 1.002483e-02 2.745278e-03
69 9.953451e-03 2.715106e-03
70 8.698153e-03 2.406968e-03
71 8.635054e-03 2.380855e-03
72 8.572643e-03 2.355159e-03
73 8.510911e-03 2.329843e-03
74 8.449849e-03 2.304890e-03
75 7.403541e-03 2.048406e-03
76 7.349473e-03 2.026662e-03
77 7.295987e-03 2.005245e-03
78 7.243074e-03 1.984128e-03
79 7.190728e-03 1.963300e-03
80 6.313680e-03 1.748131e-03
81 6.267273e-03 1.729883e-03
82 6.221359e-03 1.711898e-03
83 6.175932e-03 1.694153e-03
84 6.130986e-03 1.676641e-03
85 5.392451e-03 1.495030e-03
86 5.352568e-03 1.479623e-03
87 5.313106e-03 1.464430e-03
88 5.274059e-03 1.449433e-03
89 5.235421e-03 1.434626e-03
90 4.611228e-03 1.280617e-03
91 4.576920e-03 1.267549e-03
92 4.542971e-03 1.254656e-03
93 4.509376e-03 1.241925e-03
94 4.476131e-03 1.229351e-03
95 3.947013e-03 1.098276e-03
96 3.917478e-03 1.087151e-03
97 3.888251e-03 1.076173e-03
98 3.859327e-03 1.065329e-03
99 3.830702e-03 1.054615e-03
100 3.381113e-03 9.427512e-04
101 3.355672e-03 9.332553e-04
102 3.330495e-03 9.238812e-04
103 3.305578e-03 9.146202e-04
104 3.280918e-03 9.054685e-04
105 2.898179e-03 8.097997e-04
106 2.876255e-03 8.016770e-04
107 2.854556e-03 7.936568e-04
108 2.833082e-03 7.857321e-04
109 2.811828e-03 7.778995e-04
110 2.485510e-03 6.959504e-04
111 2.466608e-03 6.889912e-04
112 2.447901e-03 6.821189e-04
113 2.429386e-03 6.753273e-04
114 2.411060e-03 6.686139e-04
115 2.132520e-03 5.983322e-04
116 2.116219e-03 5.923628e-04
117 2.100085e-03 5.864671e-04
118 2.084115e-03 5.806401e-04
119 2.068310e-03 5.748796e-04
120 1.830339e-03 5.145494e-04
121 1.816276e-03 5.094243e-04
122 1.802356e-03 5.043621e-04
123 1.788579e-03 4.993584e-04
124 1.774942e-03 4.944114e-04
125 1.571500e-03 4.425883e-04
126 1.559364e-03 4.381851e-04
127 1.547352e-03 4.338356e-04
128 1.535463e-03 4.295362e-04
129 1.523694e-03 4.252852e-04
130 1.349696e-03 3.807470e-04
131 1.339221e-03 3.769621e-04
132 1.328853e-03 3.732232e-04
133 1.318589e-03 3.695272e-04
134 1.308430e-03 3.658726e-04
135 1.159585e-03 3.275807e-04
136 1.150541e-03 3.243262e-04
137 1.141589e-03 3.211110e-04
138 1.132727e-03 3.179326e-04
139 1.123954e-03 3.147897e-04
140 9.966297e-04 2.818589e-04
141 9.888195e-04 2.790597e-04
142 9.810881e-04 2.762942e-04
143 9.734349e-04 2.735602e-04
144 9.658587e-04 2.708567e-04
145 8.569715e-04 2.425307e-04
146 8.502258e-04 2.401225e-04
147 8.435480e-04 2.377434e-04
148 8.369375e-04 2.353912e-04
149 8.303934e-04 2.330653e-04
150 7.373252e-04 2.086967e-04
151 7.314985e-04 2.066247e-04
152 7.257303e-04 2.045776e-04
153 7.200200e-04 2.025538e-04
154 7.143671e-04 2.005524e-04
155 6.348907e-04 1.795861e-04
156 6.298581e-04 1.778032e-04
157 6.248759e-04 1.760417e-04
158 6.199437e-04 1.743002e-04
159 6.150610e-04 1.725780e-04
160 5.472803e-04 1.545377e-04
161 5.429348e-04 1.530034e-04
162 5.386328e-04 1.514876e-04
163 5.343738e-04 1.499889e-04
164 5.301576e-04 1.485068e-04
165 4.724578e-04 1.329834e-04
166 4.687077e-04 1.316631e-04
167 4.649951e-04 1.303586e-04
168 4.613198e-04 1.290689e-04
169 4.576813e-04 1.277934e-04
170 4.086863e-04 1.144354e-04
171 4.054532e-04 1.132991e-04
